_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,direction,b1,b2,direction_gold,e1,e2,relation,relex_relcos,sent_id,sentence,term1,term2,twrex
503729615,7/16/2014 22:29:09,,1324512941,7/16/2014 22:28:49,clixsense,0.6636,19803139,NLD,06,Veldhoven,212.61.84.196,BREAST CANCER is location of BREAST EPITHELIAL STEM CELLS,0,87,,27,100,is location of,0.949425326555083,902071-FS1-9,BREAST EPITHELIAL STEM CELLS are thought to be the primary targets in the aetiology of BREAST CANCER,BREAST EPITHELIAL STEM CELLS,BREAST CANCER,RO-disease_has_primary_anatomic_site
503729615,7/16/2014 22:29:49,,1324513241,7/16/2014 22:29:41,clixsense,0.9306,20614047,USA,MO,Maryville,174.32.162.147,BREAST EPITHELIAL STEM CELLS is location of BREAST CANCER,0,87,,27,100,is location of,0.949425326555083,902071-FS1-9,BREAST EPITHELIAL STEM CELLS are thought to be the primary targets in the aetiology of BREAST CANCER,BREAST EPITHELIAL STEM CELLS,BREAST CANCER,RO-disease_has_primary_anatomic_site
503729615,7/17/2014 00:09:01,,1324554501,7/17/2014 00:08:37,instagc,0.675,19636746,USA,NY,Andover,192.182.216.225,BREAST EPITHELIAL STEM CELLS is location of BREAST CANCER,0,87,,27,100,is location of,0.949425326555083,902071-FS1-9,BREAST EPITHELIAL STEM CELLS are thought to be the primary targets in the aetiology of BREAST CANCER,BREAST EPITHELIAL STEM CELLS,BREAST CANCER,RO-disease_has_primary_anatomic_site
503729615,7/17/2014 00:47:36,,1324582155,7/17/2014 00:46:51,instagc,0.4167,19745059,CAN,ON,Saint Catharines,216.121.166.67,BREAST CANCER is location of BREAST EPITHELIAL STEM CELLS,0,87,,27,100,is location of,0.949425326555083,902071-FS1-9,BREAST EPITHELIAL STEM CELLS are thought to be the primary targets in the aetiology of BREAST CANCER,BREAST EPITHELIAL STEM CELLS,BREAST CANCER,RO-disease_has_primary_anatomic_site
503729615,7/17/2014 02:18:24,,1324670393,7/17/2014 02:18:09,pokerowned,0.6218,18747884,USA,MI,Saginaw,74.85.192.98,BREAST EPITHELIAL STEM CELLS is location of BREAST CANCER,0,87,,27,100,is location of,0.949425326555083,902071-FS1-9,BREAST EPITHELIAL STEM CELLS are thought to be the primary targets in the aetiology of BREAST CANCER,BREAST EPITHELIAL STEM CELLS,BREAST CANCER,RO-disease_has_primary_anatomic_site
503729615,7/17/2014 06:04:58,,1324878966,7/17/2014 06:04:37,clixsense,0.6268,15117831,GBR,H9,London,90.194.156.173,BREAST EPITHELIAL STEM CELLS is location of BREAST CANCER,0,87,,27,100,is location of,0.949425326555083,902071-FS1-9,BREAST EPITHELIAL STEM CELLS are thought to be the primary targets in the aetiology of BREAST CANCER,BREAST EPITHELIAL STEM CELLS,BREAST CANCER,RO-disease_has_primary_anatomic_site
503729615,7/17/2014 06:12:53,,1324885715,7/17/2014 06:12:37,clixsense,0.6401,17648398,GBR,O4,Torquay,92.23.66.130,BREAST EPITHELIAL STEM CELLS is location of BREAST CANCER,0,87,,27,100,is location of,0.949425326555083,902071-FS1-9,BREAST EPITHELIAL STEM CELLS are thought to be the primary targets in the aetiology of BREAST CANCER,BREAST EPITHELIAL STEM CELLS,BREAST CANCER,RO-disease_has_primary_anatomic_site
503729616,7/16/2014 22:23:21,,1324510481,7/16/2014 22:22:40,clixsense,1.0,21642428,NLD,11,Nootdorp,83.86.58.179,METHOTREXATE treats LEUKEMIA,28,60,,35,72,treats,0.983078304622849,908155-FS1-2,We report two patients with LEUKEMIA treated with high dose METHOTREXATE,LEUKEMIA,METHOTREXATE,RO-may_treat
503729616,7/17/2014 01:32:22,,1324624961,7/17/2014 01:32:17,tremorgames,0.6667,28013393,USA,CA,Rancho Cordova,71.197.67.37,METHOTREXATE treats LEUKEMIA,28,60,,35,72,treats,0.983078304622849,908155-FS1-2,We report two patients with LEUKEMIA treated with high dose METHOTREXATE,LEUKEMIA,METHOTREXATE,RO-may_treat
503729616,7/17/2014 03:08:26,,1324721086,7/17/2014 03:08:06,prodege,0.6565,6011370,CAN,BC,Richmond,70.79.45.148,METHOTREXATE treats LEUKEMIA,28,60,,35,72,treats,0.983078304622849,908155-FS1-2,We report two patients with LEUKEMIA treated with high dose METHOTREXATE,LEUKEMIA,METHOTREXATE,RO-may_treat
