_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,direction,b1,b2,direction_gold,e1,e2,relation,relex_relcos,sent_id,sentence,term1,term2,twrex
502934677,7/14/2014 17:02:41,,1322964497,7/14/2014 17:02:32,clixsense,0.8194,27793793,GBR,C5,Chester,151.230.27.155,900 MG OF IBUPROFEN treats PAIN RELATED TO OSTEOARTHROSIS,108,71,,137,90,treats,0.995893206467704,907332-FS1-2,Indoprofen at the daily dose of 600 mg was comparable in efficacy with 900 MG OF IBUPROFEN in the relief of PAIN RELATED TO OSTEOARTHROSIS.,PAIN RELATED TO OSTEOARTHROSIS,900 MG OF IBUPROFEN,RO-may_prevent
502934677,7/14/2014 17:08:31,,1322967285,7/14/2014 17:08:26,neodev,0.6389,25224036,CAN,ON,Sudbury,67.204.218.187,900 MG OF IBUPROFEN treats PAIN RELATED TO OSTEOARTHROSIS,108,71,,137,90,treats,0.995893206467704,907332-FS1-2,Indoprofen at the daily dose of 600 mg was comparable in efficacy with 900 MG OF IBUPROFEN in the relief of PAIN RELATED TO OSTEOARTHROSIS.,PAIN RELATED TO OSTEOARTHROSIS,900 MG OF IBUPROFEN,RO-may_prevent
502934677,7/14/2014 17:23:48,,1322975119,7/14/2014 17:23:33,instagc,0.8125,18960682,GBR,"","",86.29.147.112,900 MG OF IBUPROFEN treats PAIN RELATED TO OSTEOARTHROSIS,108,71,,137,90,treats,0.995893206467704,907332-FS1-2,Indoprofen at the daily dose of 600 mg was comparable in efficacy with 900 MG OF IBUPROFEN in the relief of PAIN RELATED TO OSTEOARTHROSIS.,PAIN RELATED TO OSTEOARTHROSIS,900 MG OF IBUPROFEN,RO-may_prevent
502934677,7/14/2014 18:02:16,,1323002249,7/14/2014 18:01:58,prodege,0.4264,12944140,GBR,I4,Mitcham,92.21.55.247,900 MG OF IBUPROFEN treats PAIN RELATED TO OSTEOARTHROSIS,108,71,,137,90,treats,0.995893206467704,907332-FS1-2,Indoprofen at the daily dose of 600 mg was comparable in efficacy with 900 MG OF IBUPROFEN in the relief of PAIN RELATED TO OSTEOARTHROSIS.,PAIN RELATED TO OSTEOARTHROSIS,900 MG OF IBUPROFEN,RO-may_prevent
502934677,7/14/2014 18:09:10,,1323006776,7/14/2014 18:08:22,prodege,0.5502,7899370,USA,MI,Bay City,71.13.81.162,900 MG OF IBUPROFEN treats PAIN RELATED TO OSTEOARTHROSIS,108,71,,137,90,treats,0.995893206467704,907332-FS1-2,Indoprofen at the daily dose of 600 mg was comparable in efficacy with 900 MG OF IBUPROFEN in the relief of PAIN RELATED TO OSTEOARTHROSIS.,PAIN RELATED TO OSTEOARTHROSIS,900 MG OF IBUPROFEN,RO-may_prevent
502934677,7/14/2014 18:32:49,,1323017092,7/14/2014 18:32:30,clixsense,0.7071,16827630,GBR,A7,Birmingham,86.146.169.103,900 MG OF IBUPROFEN treats PAIN RELATED TO OSTEOARTHROSIS,108,71,,137,90,treats,0.995893206467704,907332-FS1-2,Indoprofen at the daily dose of 600 mg was comparable in efficacy with 900 MG OF IBUPROFEN in the relief of PAIN RELATED TO OSTEOARTHROSIS.,PAIN RELATED TO OSTEOARTHROSIS,900 MG OF IBUPROFEN,RO-may_prevent
502934677,7/14/2014 18:47:10,,1323023816,7/14/2014 18:47:04,clixsense,0.4121,19162475,GBR,M3,Frome,82.33.126.30,900 MG OF IBUPROFEN treats PAIN RELATED TO OSTEOARTHROSIS,108,71,,137,90,treats,0.995893206467704,907332-FS1-2,Indoprofen at the daily dose of 600 mg was comparable in efficacy with 900 MG OF IBUPROFEN in the relief of PAIN RELATED TO OSTEOARTHROSIS.,PAIN RELATED TO OSTEOARTHROSIS,900 MG OF IBUPROFEN,RO-may_prevent
502934678,7/14/2014 17:51:19,,1322997292,7/14/2014 17:50:59,clixsense,0.6389,19803139,NLD,06,Veldhoven,212.61.84.196,GASTRO INTESTINAL POLYPS causes POLYPOID LESION,106,33,,120,57,causes,0.577350269189626,901529-FS1-4,"Although, according to T.Yamada, GASTRO INTESTINAL POLYPS are described with respect to shape and size of POLYPOID LESION only, microscopic structure of polyps manages to find its reflection to a considerable degree too: type I predominantly embraces hypertrophic folds of mucosa as well as non tumor polyps, both hyperplastic and inflammatory, while, at more advanced stages (II IV), tubular and tubulo villose adenomas and villose tumors prevail.",POLYPOID LESION,GASTRO INTESTINAL POLYPS,RO-disease_has_finding
502934678,7/14/2014 18:14:37,,1323009331,7/14/2014 18:13:55,instagc,0.4639,28519532,USA,IA,Honey Creek,12.73.110.131,no_relation,106,33,,120,57,causes,0.577350269189626,901529-FS1-4,"Although, according to T.Yamada, GASTRO INTESTINAL POLYPS are described with respect to shape and size of POLYPOID LESION only, microscopic structure of polyps manages to find its reflection to a considerable degree too: type I predominantly embraces hypertrophic folds of mucosa as well as non tumor polyps, both hyperplastic and inflammatory, while, at more advanced stages (II IV), tubular and tubulo villose adenomas and villose tumors prevail.",POLYPOID LESION,GASTRO INTESTINAL POLYPS,RO-disease_has_finding
502934678,7/14/2014 18:56:37,,1323029095,7/14/2014 18:55:57,instagc,0.5877,19686223,CAN,BC,Surrey,184.65.16.6,no_relation,106,33,,120,57,causes,0.577350269189626,901529-FS1-4,"Although, according to T.Yamada, GASTRO INTESTINAL POLYPS are described with respect to shape and size of POLYPOID LESION only, microscopic structure of polyps manages to find its reflection to a considerable degree too: type I predominantly embraces hypertrophic folds of mucosa as well as non tumor polyps, both hyperplastic and inflammatory, while, at more advanced stages (II IV), tubular and tubulo villose adenomas and villose tumors prevail.",POLYPOID LESION,GASTRO INTESTINAL POLYPS,RO-disease_has_finding
