_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,direction,b1,b2,direction_gold,e1,e2,relation,relex_relcos,sent_id,sentence,term1,term2,twrex
788865464,9/15/2015 22:47:04,1739064990,9/15/2015 22:46:19,false,clixsense,0.8917,20587495,CAN,NB,Saint John,142.162.106.74,TAZAROTENE treats PSORIASIS,181,97,,189,107,treats,0.975426220008265,800769,Acne exacerbation may occur in the early weeks of treatment  Slow onset of clinical improvement; TAZAROTENE gel and cream formulations are available in 0.05% concentration to treat PSORIASIS,PSORIASIS,TAZAROTENE,TWrex-cause
788865464,9/15/2015 22:56:16,1739068245,9/15/2015 22:55:57,false,clixsense,0.85,21963184,GBR,L9,Sheffield,146.199.61.136,TAZAROTENE treats PSORIASIS,181,97,,189,107,treats,0.975426220008265,800769,Acne exacerbation may occur in the early weeks of treatment  Slow onset of clinical improvement; TAZAROTENE gel and cream formulations are available in 0.05% concentration to treat PSORIASIS,PSORIASIS,TAZAROTENE,TWrex-cause
788865464,9/15/2015 22:57:15,1739068541,9/15/2015 22:56:15,false,instagc,0.6222,20392280,USA,CA,Los Angeles,172.56.17.103,TAZAROTENE treats PSORIASIS,181,97,,189,107,treats,0.975426220008265,800769,Acne exacerbation may occur in the early weeks of treatment  Slow onset of clinical improvement; TAZAROTENE gel and cream formulations are available in 0.05% concentration to treat PSORIASIS,PSORIASIS,TAZAROTENE,TWrex-cause
788865464,9/15/2015 22:57:51,1739068724,9/15/2015 22:57:18,false,clixsense,0.8349,6344072,CAN,BC,Burnaby,172.218.166.58,TAZAROTENE treats PSORIASIS,181,97,,189,107,treats,0.975426220008265,800769,Acne exacerbation may occur in the early weeks of treatment  Slow onset of clinical improvement; TAZAROTENE gel and cream formulations are available in 0.05% concentration to treat PSORIASIS,PSORIASIS,TAZAROTENE,TWrex-cause
788865464,9/15/2015 23:08:17,1739072419,9/15/2015 23:07:59,false,clixsense,0.9315,11106820,USA,MA,Taunton,173.48.52.95,TAZAROTENE treats PSORIASIS,181,97,,189,107,treats,0.975426220008265,800769,Acne exacerbation may occur in the early weeks of treatment  Slow onset of clinical improvement; TAZAROTENE gel and cream formulations are available in 0.05% concentration to treat PSORIASIS,PSORIASIS,TAZAROTENE,TWrex-cause
788865464,9/15/2015 23:43:09,1739082884,9/15/2015 23:42:38,false,neodev,0.9417,22074628,GBR,"","",92.4.207.4,TAZAROTENE treats PSORIASIS,181,97,,189,107,treats,0.975426220008265,800769,Acne exacerbation may occur in the early weeks of treatment  Slow onset of clinical improvement; TAZAROTENE gel and cream formulations are available in 0.05% concentration to treat PSORIASIS,PSORIASIS,TAZAROTENE,TWrex-cause
788865464,9/15/2015 23:55:13,1739086145,9/15/2015 23:54:35,false,clixsense,0.9583,33980820,USA,IL,Chicago,69.47.104.214,TAZAROTENE treats PSORIASIS,181,97,,189,107,treats,0.975426220008265,800769,Acne exacerbation may occur in the early weeks of treatment  Slow onset of clinical improvement; TAZAROTENE gel and cream formulations are available in 0.05% concentration to treat PSORIASIS,PSORIASIS,TAZAROTENE,TWrex-cause
788865465,9/15/2015 22:19:37,1739056050,9/15/2015 22:19:07,false,neodev,0.8889,33758777,USA,"","",38.95.108.251,[ARIPIPRAZOLE] treats [ACUTE BIPOLAR MANIA],107,77,,126,88,treats,0.990147542976674,215194,"title=A placebo controlled, double blind study of the efficacy and safety of [ARIPIPRAZOLE] in patients with [ACUTE BIPOLAR MANIA]",[ACUTE BIPOLAR MANIA],[ARIPIPRAZOLE],TWrex-treat
788865465,9/15/2015 22:30:51,1739059656,9/15/2015 22:30:04,false,fusioncash,0.8313,31742806,USA,OH,Kent,66.61.82.242,[ARIPIPRAZOLE] treats [ACUTE BIPOLAR MANIA],107,77,,126,88,treats,0.990147542976674,215194,"title=A placebo controlled, double blind study of the efficacy and safety of [ARIPIPRAZOLE] in patients with [ACUTE BIPOLAR MANIA]",[ACUTE BIPOLAR MANIA],[ARIPIPRAZOLE],TWrex-treat
788865465,9/15/2015 22:32:10,1739060112,9/15/2015 22:28:58,false,points4rewards,0.7798,20113482,USA,PA,Philadelphia,162.208.49.45,[ARIPIPRAZOLE] treats [ACUTE BIPOLAR MANIA],107,77,,126,88,treats,0.990147542976674,215194,"title=A placebo controlled, double blind study of the efficacy and safety of [ARIPIPRAZOLE] in patients with [ACUTE BIPOLAR MANIA]",[ACUTE BIPOLAR MANIA],[ARIPIPRAZOLE],TWrex-treat
788865465,9/15/2015 22:43:25,1739063793,9/15/2015 22:42:57,false,instagc,0.9048,23287154,USA,CA,San Jose,50.184.60.102,[ARIPIPRAZOLE] treats [ACUTE BIPOLAR MANIA],107,77,,126,88,treats,0.990147542976674,215194,"title=A placebo controlled, double blind study of the efficacy and safety of [ARIPIPRAZOLE] in patients with [ACUTE BIPOLAR MANIA]",[ACUTE BIPOLAR MANIA],[ARIPIPRAZOLE],TWrex-treat
788865465,9/15/2015 22:44:17,1739064094,9/15/2015 22:43:30,false,clixsense,0.8917,20587495,CAN,NB,Saint John,142.162.106.74,[ARIPIPRAZOLE] treats [ACUTE BIPOLAR MANIA],107,77,,126,88,treats,0.990147542976674,215194,"title=A placebo controlled, double blind study of the efficacy and safety of [ARIPIPRAZOLE] in patients with [ACUTE BIPOLAR MANIA]",[ACUTE BIPOLAR MANIA],[ARIPIPRAZOLE],TWrex-treat
788865465,9/15/2015 22:50:44,1739066049,9/15/2015 22:50:26,false,tremorgames,0.4107,24449707,CAN,QC,Laval,96.20.14.148,[ARIPIPRAZOLE] treats [ACUTE BIPOLAR MANIA],107,77,,126,88,treats,0.990147542976674,215194,"title=A placebo controlled, double blind study of the efficacy and safety of [ARIPIPRAZOLE] in patients with [ACUTE BIPOLAR MANIA]",[ACUTE BIPOLAR MANIA],[ARIPIPRAZOLE],TWrex-treat
788865465,9/15/2015 22:51:43,1739066339,9/15/2015 22:51:09,false,clixsense,0.8349,6344072,CAN,BC,Burnaby,172.218.166.58,[ARIPIPRAZOLE] treats [ACUTE BIPOLAR MANIA],107,77,,126,88,treats,0.990147542976674,215194,"title=A placebo controlled, double blind study of the efficacy and safety of [ARIPIPRAZOLE] in patients with [ACUTE BIPOLAR MANIA]",[ACUTE BIPOLAR MANIA],[ARIPIPRAZOLE],TWrex-treat
788865466,9/15/2015 22:56:49,1739068412,9/15/2015 22:56:35,false,clixsense,0.85,21963184,GBR,L9,Sheffield,146.199.61.136,AMPHOTERICIN B treats OSTEOARTICULAR SPOROTRICHOSIS,59,5,,87,19,treats,0.99654575824488,804299,"429  AMPHOTERICIN B (a lipid formulation) in patients with OSTEOARTICULAR SPOROTRICHOSIS: 3 5 mg/kg daily or until a response is obtained, followed by oral itraconazole for a total treatment duration of at least 12 months.",OSTEOARTICULAR SPOROTRICHOSIS,AMPHOTERICIN B,TWrex-cause
788865466,9/15/2015 23:09:26,1739072966,9/15/2015 23:08:53,false,clixsense,0.9315,11106820,USA,MA,Taunton,173.48.52.95,AMPHOTERICIN B treats OSTEOARTICULAR SPOROTRICHOSIS,59,5,,87,19,treats,0.99654575824488,804299,"429  AMPHOTERICIN B (a lipid formulation) in patients with OSTEOARTICULAR SPOROTRICHOSIS: 3 5 mg/kg daily or until a response is obtained, followed by oral itraconazole for a total treatment duration of at least 12 months.",OSTEOARTICULAR SPOROTRICHOSIS,AMPHOTERICIN B,TWrex-cause
788865466,9/15/2015 23:44:03,1739083093,9/15/2015 23:43:36,false,neodev,0.9417,22074628,GBR,"","",92.4.207.4,AMPHOTERICIN B treats OSTEOARTICULAR SPOROTRICHOSIS,59,5,,87,19,treats,0.99654575824488,804299,"429  AMPHOTERICIN B (a lipid formulation) in patients with OSTEOARTICULAR SPOROTRICHOSIS: 3 5 mg/kg daily or until a response is obtained, followed by oral itraconazole for a total treatment duration of at least 12 months.",OSTEOARTICULAR SPOROTRICHOSIS,AMPHOTERICIN B,TWrex-cause
788865466,9/15/2015 23:56:03,1739086457,9/15/2015 23:55:32,false,clixsense,0.9583,33980820,USA,IL,Chicago,69.47.104.214,AMPHOTERICIN B treats OSTEOARTICULAR SPOROTRICHOSIS,59,5,,87,19,treats,0.99654575824488,804299,"429  AMPHOTERICIN B (a lipid formulation) in patients with OSTEOARTICULAR SPOROTRICHOSIS: 3 5 mg/kg daily or until a response is obtained, followed by oral itraconazole for a total treatment duration of at least 12 months.",OSTEOARTICULAR SPOROTRICHOSIS,AMPHOTERICIN B,TWrex-cause
788865466,9/16/2015 00:03:36,1739088148,9/16/2015 00:03:25,false,clixsense,0.8333,28457001,CAN,ON,North Bay,24.204.202.220,AMPHOTERICIN B treats OSTEOARTICULAR SPOROTRICHOSIS,59,5,,87,19,treats,0.99654575824488,804299,"429  AMPHOTERICIN B (a lipid formulation) in patients with OSTEOARTICULAR SPOROTRICHOSIS: 3 5 mg/kg daily or until a response is obtained, followed by oral itraconazole for a total treatment duration of at least 12 months.",OSTEOARTICULAR SPOROTRICHOSIS,AMPHOTERICIN B,TWrex-cause
788865466,9/16/2015 00:12:25,1739090464,9/16/2015 00:12:10,false,instagc,0.9028,31888345,USA,CA,Hayward,24.7.3.180,AMPHOTERICIN B treats OSTEOARTICULAR SPOROTRICHOSIS,59,5,,87,19,treats,0.99654575824488,804299,"429  AMPHOTERICIN B (a lipid formulation) in patients with OSTEOARTICULAR SPOROTRICHOSIS: 3 5 mg/kg daily or until a response is obtained, followed by oral itraconazole for a total treatment duration of at least 12 months.",OSTEOARTICULAR SPOROTRICHOSIS,AMPHOTERICIN B,TWrex-cause
788865466,9/16/2015 01:03:06,1739104351,9/16/2015 01:02:53,false,prodege,0.8917,3587109,CAN,NS,Sydney,142.177.43.123,AMPHOTERICIN B treats OSTEOARTICULAR SPOROTRICHOSIS,59,5,,87,19,treats,0.99654575824488,804299,"429  AMPHOTERICIN B (a lipid formulation) in patients with OSTEOARTICULAR SPOROTRICHOSIS: 3 5 mg/kg daily or until a response is obtained, followed by oral itraconazole for a total treatment duration of at least 12 months.",OSTEOARTICULAR SPOROTRICHOSIS,AMPHOTERICIN B,TWrex-cause
788865467,9/16/2015 03:55:11,1739250670,9/16/2015 03:54:18,false,clixsense,0.8056,17950689,GBR,L9,Sheffield,146.200.192.103,PAROXETINE treats PANIC DISORDER,74,43,,87,53,treats,1,800191,"Oehrberg S, Christiansen PE, Behnke K et alPAROXETINE in the treatment of PANIC DISORDER: a randomised, double blind, placebo controlled study.",PANIC DISORDER,PAROXETINE,TWrex-cause
788865467,9/16/2015 04:02:07,1739256893,9/16/2015 04:01:52,false,clixsense,0.8194,21665495,CAN,"","",24.105.69.70,PAROXETINE treats PANIC DISORDER,74,43,,87,53,treats,1,800191,"Oehrberg S, Christiansen PE, Behnke K et alPAROXETINE in the treatment of PANIC DISORDER: a randomised, double blind, placebo controlled study.",PANIC DISORDER,PAROXETINE,TWrex-cause
788865467,9/16/2015 04:28:22,1739281571,9/16/2015 04:28:12,false,neodev,0.6875,14096345,NLD,03,Eibergen,178.85.94.186,PAROXETINE treats PANIC DISORDER,74,43,,87,53,treats,1,800191,"Oehrberg S, Christiansen PE, Behnke K et alPAROXETINE in the treatment of PANIC DISORDER: a randomised, double blind, placebo controlled study.",PANIC DISORDER,PAROXETINE,TWrex-cause
788865467,9/16/2015 04:42:58,1739297094,9/16/2015 04:42:50,false,neodev,0.6057,33155316,GBR,I9,Dereham,31.50.244.140,PAROXETINE treats PANIC DISORDER,74,43,,87,53,treats,1,800191,"Oehrberg S, Christiansen PE, Behnke K et alPAROXETINE in the treatment of PANIC DISORDER: a randomised, double blind, placebo controlled study.",PANIC DISORDER,PAROXETINE,TWrex-cause
788865467,9/16/2015 04:46:43,1739301006,9/16/2015 04:46:29,false,gifthunterclub,0.894,30901412,GBR,G5,Margate,85.210.116.48,PAROXETINE treats PANIC DISORDER,74,43,,87,53,treats,1,800191,"Oehrberg S, Christiansen PE, Behnke K et alPAROXETINE in the treatment of PANIC DISORDER: a randomised, double blind, placebo controlled study.",PANIC DISORDER,PAROXETINE,TWrex-cause
788865467,9/16/2015 05:12:01,1739326992,9/16/2015 05:11:23,false,prodege,0.7524,5007431,USA,MI,Saginaw,68.188.255.98,PAROXETINE treats PANIC DISORDER,74,43,,87,53,treats,1,800191,"Oehrberg S, Christiansen PE, Behnke K et alPAROXETINE in the treatment of PANIC DISORDER: a randomised, double blind, placebo controlled study.",PANIC DISORDER,PAROXETINE,TWrex-cause
788865467,9/16/2015 05:12:52,1739327676,9/16/2015 05:11:14,false,elite,0.8839,31883685,GBR,"","",79.66.244.188,PAROXETINE treats PANIC DISORDER,74,43,,87,53,treats,1,800191,"Oehrberg S, Christiansen PE, Behnke K et alPAROXETINE in the treatment of PANIC DISORDER: a randomised, double blind, placebo controlled study.",PANIC DISORDER,PAROXETINE,TWrex-cause
788865468,9/15/2015 21:57:23,1739047821,9/15/2015 21:57:14,false,neodev,0.6843,33701549,NLD,"","",85.203.17.204,CRYPTOCOCCAL MENINGITIS treats AMPHOTERICIN B,52,93,,74,107,treats,0.964763821237732,800370,"Dismukes WE, Cloud G, Gallis HA et al. Treatment of CRYPTOCOCCAL MENINGITIS with combination AMPHOTERICIN B and flucytosine for four as compared with six weeks.",CRYPTOCOCCAL MENINGITIS,AMPHOTERICIN B,TWrex-cause
788865468,9/15/2015 21:58:24,1739048354,9/15/2015 21:57:41,false,clixsense,0.7919,32053717,GBR,"","",51.174.76.80,AMPHOTERICIN B treats CRYPTOCOCCAL MENINGITIS,52,93,,74,107,treats,0.964763821237732,800370,"Dismukes WE, Cloud G, Gallis HA et al. Treatment of CRYPTOCOCCAL MENINGITIS with combination AMPHOTERICIN B and flucytosine for four as compared with six weeks.",CRYPTOCOCCAL MENINGITIS,AMPHOTERICIN B,TWrex-cause
788865468,9/15/2015 22:05:16,1739051142,9/15/2015 22:04:28,false,clixsense,0.8375,31182465,GBR,A4,Bath,86.144.102.125,AMPHOTERICIN B treats CRYPTOCOCCAL MENINGITIS,52,93,,74,107,treats,0.964763821237732,800370,"Dismukes WE, Cloud G, Gallis HA et al. Treatment of CRYPTOCOCCAL MENINGITIS with combination AMPHOTERICIN B and flucytosine for four as compared with six weeks.",CRYPTOCOCCAL MENINGITIS,AMPHOTERICIN B,TWrex-cause
788865468,9/15/2015 22:09:21,1739052551,9/15/2015 22:09:08,false,onestopgpt,0.8546,21275875,CAN,ON,Hamilton,24.36.124.79,AMPHOTERICIN B treats CRYPTOCOCCAL MENINGITIS,52,93,,74,107,treats,0.964763821237732,800370,"Dismukes WE, Cloud G, Gallis HA et al. Treatment of CRYPTOCOCCAL MENINGITIS with combination AMPHOTERICIN B and flucytosine for four as compared with six weeks.",CRYPTOCOCCAL MENINGITIS,AMPHOTERICIN B,TWrex-cause
788865468,9/15/2015 22:11:57,1739053266,9/15/2015 22:11:04,false,prodege,0.6984,15439740,AUS,02,Jannali,14.200.59.55,no_relation,52,93,,74,107,treats,0.964763821237732,800370,"Dismukes WE, Cloud G, Gallis HA et al. Treatment of CRYPTOCOCCAL MENINGITIS with combination AMPHOTERICIN B and flucytosine for four as compared with six weeks.",CRYPTOCOCCAL MENINGITIS,AMPHOTERICIN B,TWrex-cause
788865468,9/15/2015 22:12:03,1739053300,9/15/2015 22:10:40,false,neodev,0.5536,33238512,CAN,NB,Miramichi,174.118.173.203,AMPHOTERICIN B treats CRYPTOCOCCAL MENINGITIS,52,93,,74,107,treats,0.964763821237732,800370,"Dismukes WE, Cloud G, Gallis HA et al. Treatment of CRYPTOCOCCAL MENINGITIS with combination AMPHOTERICIN B and flucytosine for four as compared with six weeks.",CRYPTOCOCCAL MENINGITIS,AMPHOTERICIN B,TWrex-cause
788865468,9/15/2015 22:14:31,1739054161,9/15/2015 22:13:23,false,neodev,0.7452,18881135,CAN,ON,Ajax,99.243.87.224,AMPHOTERICIN B treats CRYPTOCOCCAL MENINGITIS,52,93,,74,107,treats,0.964763821237732,800370,"Dismukes WE, Cloud G, Gallis HA et al. Treatment of CRYPTOCOCCAL MENINGITIS with combination AMPHOTERICIN B and flucytosine for four as compared with six weeks.",CRYPTOCOCCAL MENINGITIS,AMPHOTERICIN B,TWrex-cause
788865469,9/15/2015 22:47:04,1739064996,9/15/2015 22:46:19,false,clixsense,0.8917,20587495,CAN,NB,Saint John,142.162.106.74,FLUCONAZOLE treats HISTOPLASMOSIS,44,141,,57,152,treats,0.991836598134175,800386,"Sharkey Mathis PK, Velez J, Fetchick R et alHISTOPLASMOSIS in the acquired immunodeficiency syndrome (AIDS): treatment with itraconazole and FLUCONAZOLE",HISTOPLASMOSIS,FLUCONAZOLE,TWrex-cause
788865469,9/15/2015 22:56:16,1739068248,9/15/2015 22:55:57,false,clixsense,0.85,21963184,GBR,L9,Sheffield,146.199.61.136,FLUCONAZOLE treats HISTOPLASMOSIS,44,141,,57,152,treats,0.991836598134175,800386,"Sharkey Mathis PK, Velez J, Fetchick R et alHISTOPLASMOSIS in the acquired immunodeficiency syndrome (AIDS): treatment with itraconazole and FLUCONAZOLE",HISTOPLASMOSIS,FLUCONAZOLE,TWrex-cause
788865469,9/15/2015 22:57:15,1739068557,9/15/2015 22:56:15,false,instagc,0.6222,20392280,USA,CA,Los Angeles,172.56.17.103,FLUCONAZOLE treats HISTOPLASMOSIS,44,141,,57,152,treats,0.991836598134175,800386,"Sharkey Mathis PK, Velez J, Fetchick R et alHISTOPLASMOSIS in the acquired immunodeficiency syndrome (AIDS): treatment with itraconazole and FLUCONAZOLE",HISTOPLASMOSIS,FLUCONAZOLE,TWrex-cause
788865469,9/15/2015 22:57:51,1739068730,9/15/2015 22:57:18,false,clixsense,0.8349,6344072,CAN,BC,Burnaby,172.218.166.58,FLUCONAZOLE treats HISTOPLASMOSIS,44,141,,57,152,treats,0.991836598134175,800386,"Sharkey Mathis PK, Velez J, Fetchick R et alHISTOPLASMOSIS in the acquired immunodeficiency syndrome (AIDS): treatment with itraconazole and FLUCONAZOLE",HISTOPLASMOSIS,FLUCONAZOLE,TWrex-cause
788865469,9/15/2015 23:08:17,1739072413,9/15/2015 23:07:59,false,clixsense,0.9315,11106820,USA,MA,Taunton,173.48.52.95,FLUCONAZOLE treats HISTOPLASMOSIS,44,141,,57,152,treats,0.991836598134175,800386,"Sharkey Mathis PK, Velez J, Fetchick R et alHISTOPLASMOSIS in the acquired immunodeficiency syndrome (AIDS): treatment with itraconazole and FLUCONAZOLE",HISTOPLASMOSIS,FLUCONAZOLE,TWrex-cause
788865469,9/15/2015 23:43:09,1739082881,9/15/2015 23:42:38,false,neodev,0.9417,22074628,GBR,"","",92.4.207.4,FLUCONAZOLE treats HISTOPLASMOSIS,44,141,,57,152,treats,0.991836598134175,800386,"Sharkey Mathis PK, Velez J, Fetchick R et alHISTOPLASMOSIS in the acquired immunodeficiency syndrome (AIDS): treatment with itraconazole and FLUCONAZOLE",HISTOPLASMOSIS,FLUCONAZOLE,TWrex-cause
788865469,9/15/2015 23:55:13,1739086147,9/15/2015 23:54:35,false,clixsense,0.9583,33980820,USA,IL,Chicago,69.47.104.214,FLUCONAZOLE treats HISTOPLASMOSIS,44,141,,57,152,treats,0.991836598134175,800386,"Sharkey Mathis PK, Velez J, Fetchick R et alHISTOPLASMOSIS in the acquired immunodeficiency syndrome (AIDS): treatment with itraconazole and FLUCONAZOLE",HISTOPLASMOSIS,FLUCONAZOLE,TWrex-cause
788865470,9/16/2015 06:20:14,1739394068,9/16/2015 06:19:36,false,prodege,0.825,27934334,GBR,C8,Croydon,81.159.60.206,WARFARIN treats THROMBOEMBOLIC STROKE,96,162,,116,170,treats,0.855186110494137,804630,"Both warfarin groups had lower rates for the main composite measure, nonfatal reinfarction, and THROMBOEMBOLIC STROKE than the aspirin alone group (Table); the 2 WARFARIN groups did not differ for these outcomes.",THROMBOEMBOLIC STROKE,WARFARIN,TWrex-cause
788865470,9/16/2015 06:28:30,1739398772,9/16/2015 06:27:40,false,points4rewards,0.8859,28703583,USA,"","",184.53.32.197,WARFARIN treats THROMBOEMBOLIC STROKE,96,162,,116,170,treats,0.855186110494137,804630,"Both warfarin groups had lower rates for the main composite measure, nonfatal reinfarction, and THROMBOEMBOLIC STROKE than the aspirin alone group (Table); the 2 WARFARIN groups did not differ for these outcomes.",THROMBOEMBOLIC STROKE,WARFARIN,TWrex-cause
788865470,9/16/2015 06:31:58,1739400993,9/16/2015 06:31:22,false,clixsense,0.8762,28570371,NLD,"","",91.213.37.165,WARFARIN treats THROMBOEMBOLIC STROKE,96,162,,116,170,treats,0.855186110494137,804630,"Both warfarin groups had lower rates for the main composite measure, nonfatal reinfarction, and THROMBOEMBOLIC STROKE than the aspirin alone group (Table); the 2 WARFARIN groups did not differ for these outcomes.",THROMBOEMBOLIC STROKE,WARFARIN,TWrex-cause
788865470,9/16/2015 06:32:36,1739401333,9/16/2015 06:31:42,false,clixsense,0.8155,31482589,NLD,11,Gouda,77.167.232.121,WARFARIN treats THROMBOEMBOLIC STROKE,96,162,,116,170,treats,0.855186110494137,804630,"Both warfarin groups had lower rates for the main composite measure, nonfatal reinfarction, and THROMBOEMBOLIC STROKE than the aspirin alone group (Table); the 2 WARFARIN groups did not differ for these outcomes.",THROMBOEMBOLIC STROKE,WARFARIN,TWrex-cause
788865470,9/16/2015 06:33:57,1739402069,9/16/2015 06:33:28,false,neodev,0.6019,21515166,NLD,11,Nieuwkoop,83.84.200.25,no_relation,96,162,,116,170,treats,0.855186110494137,804630,"Both warfarin groups had lower rates for the main composite measure, nonfatal reinfarction, and THROMBOEMBOLIC STROKE than the aspirin alone group (Table); the 2 WARFARIN groups did not differ for these outcomes.",THROMBOEMBOLIC STROKE,WARFARIN,TWrex-cause
788865470,9/16/2015 06:41:34,1739406326,9/16/2015 06:41:18,false,gifthunterclub,0.7639,33931170,AUS,04,Brisbane,121.208.7.253,no_relation,96,162,,116,170,treats,0.855186110494137,804630,"Both warfarin groups had lower rates for the main composite measure, nonfatal reinfarction, and THROMBOEMBOLIC STROKE than the aspirin alone group (Table); the 2 WARFARIN groups did not differ for these outcomes.",THROMBOEMBOLIC STROKE,WARFARIN,TWrex-cause
788865470,9/16/2015 06:45:05,1739408387,9/16/2015 06:44:10,false,prodege,0.9018,30501999,CAN,ON,Ottawa,137.122.64.22,WARFARIN treats THROMBOEMBOLIC STROKE,96,162,,116,170,treats,0.855186110494137,804630,"Both warfarin groups had lower rates for the main composite measure, nonfatal reinfarction, and THROMBOEMBOLIC STROKE than the aspirin alone group (Table); the 2 WARFARIN groups did not differ for these outcomes.",THROMBOEMBOLIC STROKE,WARFARIN,TWrex-cause
788865471,9/16/2015 01:29:44,1739120582,9/16/2015 01:29:22,false,cotter,0.8968,34377132,USA,OH,Athens,107.10.138.13,MALATHION LOTION treats HEAD LICE,105,65,,113,81,treats,1,804486,New Reference of Interest  2010 03 11     Oral ivermectin versus MALATHION LOTION for difficult to treat HEAD LICE,HEAD LICE,MALATHION LOTION,TWrex-cause
788865471,9/16/2015 01:48:01,1739136951,9/16/2015 01:47:04,false,prodege,0.744,24403612,USA,MI,Royal Oak,198.208.251.21,MALATHION LOTION treats HEAD LICE,105,65,,113,81,treats,1,804486,New Reference of Interest  2010 03 11     Oral ivermectin versus MALATHION LOTION for difficult to treat HEAD LICE,HEAD LICE,MALATHION LOTION,TWrex-cause
788865471,9/16/2015 02:38:01,1739179005,9/16/2015 02:37:13,false,elite,0.7847,30312592,CAN,ON,Sudbury,66.103.55.12,MALATHION LOTION treats HEAD LICE,105,65,,113,81,treats,1,804486,New Reference of Interest  2010 03 11     Oral ivermectin versus MALATHION LOTION for difficult to treat HEAD LICE,HEAD LICE,MALATHION LOTION,TWrex-cause
788865471,9/16/2015 02:51:16,1739191963,9/16/2015 02:51:05,false,zoombucks,0.7242,4688131,CAN,BC,Vancouver,75.157.35.92,MALATHION LOTION treats HEAD LICE,105,65,,113,81,treats,1,804486,New Reference of Interest  2010 03 11     Oral ivermectin versus MALATHION LOTION for difficult to treat HEAD LICE,HEAD LICE,MALATHION LOTION,TWrex-cause
788865471,9/16/2015 02:54:21,1739194628,9/16/2015 02:53:49,false,prodege,0.5833,7348582,CAN,MB,Winnipeg,207.161.108.104,MALATHION LOTION treats HEAD LICE,105,65,,113,81,treats,1,804486,New Reference of Interest  2010 03 11     Oral ivermectin versus MALATHION LOTION for difficult to treat HEAD LICE,HEAD LICE,MALATHION LOTION,TWrex-cause
788865471,9/16/2015 03:17:02,1739214914,9/16/2015 03:16:48,false,elite,0.648,34356654,USA,DE,"",108.59.11.227,MALATHION LOTION treats HEAD LICE,105,65,,113,81,treats,1,804486,New Reference of Interest  2010 03 11     Oral ivermectin versus MALATHION LOTION for difficult to treat HEAD LICE,HEAD LICE,MALATHION LOTION,TWrex-cause
788865471,9/16/2015 03:28:23,1739225468,9/16/2015 03:27:58,false,instagc,0.8145,33058612,USA,IL,Glenview,162.229.106.229,MALATHION LOTION treats HEAD LICE,105,65,,113,81,treats,1,804486,New Reference of Interest  2010 03 11     Oral ivermectin versus MALATHION LOTION for difficult to treat HEAD LICE,HEAD LICE,MALATHION LOTION,TWrex-cause
788865472,9/16/2015 05:24:50,1739339158,9/16/2015 05:22:51,false,gifthunterclub,0.7778,24043308,GBR,"","",94.102.147.250,TRANSDERMAL NICOTINE treats ULCERATIVE COLITIS,302,251,,319,271,treats,0.975900072948533,804658,for induction of remission in ulcerative colitis (Cochrane Review)  Probiotics for induction of remission in ulcerative colitis (Cochrane Review)  Azathioprine and 6 mercaptopurine for maintenance of remission in ulcerative colitis (Cochrane Review)  TRANSDERMAL NICOTINE for induction of remission in ULCERATIVE COLITIS (Cochrane Review)  Colorectal Disease  Laparoscopic surgery for ulcerative colitis   a meta analysis.,ULCERATIVE COLITIS,TRANSDERMAL NICOTINE,TWrex-cause
788865472,9/16/2015 05:36:16,1739351683,9/16/2015 05:35:46,false,clixsense,0.8399,31304413,CAN,BC,Kelowna,66.183.36.177,TRANSDERMAL NICOTINE treats ULCERATIVE COLITIS,302,251,,319,271,treats,0.975900072948533,804658,for induction of remission in ulcerative colitis (Cochrane Review)  Probiotics for induction of remission in ulcerative colitis (Cochrane Review)  Azathioprine and 6 mercaptopurine for maintenance of remission in ulcerative colitis (Cochrane Review)  TRANSDERMAL NICOTINE for induction of remission in ULCERATIVE COLITIS (Cochrane Review)  Colorectal Disease  Laparoscopic surgery for ulcerative colitis   a meta analysis.,ULCERATIVE COLITIS,TRANSDERMAL NICOTINE,TWrex-cause
