_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,direction,b1,b2,direction_gold,e1,e2,relation,relex_relcos,sent_id,sentence,term1,term2,twrex
502808352,7/13/2014 13:48:35,,1321892767,7/13/2014 13:48:14,clixsense,0.9167,27871219,NLD,07,Amsterdam,87.210.207.223,IM CEFTRIAXONE treats URETHRAL OR RECTAL GONORRHEA,41,128,,69,142,treats,1,907845-FS1-2,"For treatment of uncomplicated cervical, URETHRAL OR RECTAL GONORRHEA CDC and others recommend IM ceftriaxone or oral cefixime; IM CEFTRIAXONE is drug of choice for pharyngeal infections.",URETHRAL OR RECTAL GONORRHEA,IM CEFTRIAXONE,RO-may_treat
502808352,7/13/2014 13:51:12,,1321894040,7/13/2014 13:51:07,neodev,0.8333,17610000,GBR,I2,Manchester,90.200.140.201,URETHRAL OR RECTAL GONORRHEA treats IM CEFTRIAXONE,41,128,,69,142,treats,1,907845-FS1-2,"For treatment of uncomplicated cervical, URETHRAL OR RECTAL GONORRHEA CDC and others recommend IM ceftriaxone or oral cefixime; IM CEFTRIAXONE is drug of choice for pharyngeal infections.",URETHRAL OR RECTAL GONORRHEA,IM CEFTRIAXONE,RO-may_treat
502808352,7/13/2014 16:24:57,,1321961909,7/13/2014 16:24:35,instagc,0.6639,25990856,USA,NV,Las Vegas,68.108.98.78,IM CEFTRIAXONE treats URETHRAL OR RECTAL GONORRHEA,41,128,,69,142,treats,1,907845-FS1-2,"For treatment of uncomplicated cervical, URETHRAL OR RECTAL GONORRHEA CDC and others recommend IM ceftriaxone or oral cefixime; IM CEFTRIAXONE is drug of choice for pharyngeal infections.",URETHRAL OR RECTAL GONORRHEA,IM CEFTRIAXONE,RO-may_treat
502808352,7/13/2014 16:33:49,,1321965723,7/13/2014 16:33:31,elite,0.3923,28276268,USA,CA,San Diego,76.88.95.100,URETHRAL OR RECTAL GONORRHEA treats IM CEFTRIAXONE,41,128,,69,142,treats,1,907845-FS1-2,"For treatment of uncomplicated cervical, URETHRAL OR RECTAL GONORRHEA CDC and others recommend IM ceftriaxone or oral cefixime; IM CEFTRIAXONE is drug of choice for pharyngeal infections.",URETHRAL OR RECTAL GONORRHEA,IM CEFTRIAXONE,RO-may_treat
502808352,7/13/2014 16:47:27,,1321970904,7/13/2014 16:47:06,neodev,0.6552,27597779,CAN,AB,Calgary,68.146.86.137,IM CEFTRIAXONE treats URETHRAL OR RECTAL GONORRHEA,41,128,,69,142,treats,1,907845-FS1-2,"For treatment of uncomplicated cervical, URETHRAL OR RECTAL GONORRHEA CDC and others recommend IM ceftriaxone or oral cefixime; IM CEFTRIAXONE is drug of choice for pharyngeal infections.",URETHRAL OR RECTAL GONORRHEA,IM CEFTRIAXONE,RO-may_treat
502808352,7/13/2014 16:56:13,,1321973849,7/13/2014 16:55:37,clixsense,0.6639,28037714,GBR,I4,Mitcham,94.4.232.118,IM CEFTRIAXONE treats URETHRAL OR RECTAL GONORRHEA,41,128,,69,142,treats,1,907845-FS1-2,"For treatment of uncomplicated cervical, URETHRAL OR RECTAL GONORRHEA CDC and others recommend IM ceftriaxone or oral cefixime; IM CEFTRIAXONE is drug of choice for pharyngeal infections.",URETHRAL OR RECTAL GONORRHEA,IM CEFTRIAXONE,RO-may_treat
502808352,7/13/2014 17:14:41,,1321979856,7/13/2014 17:14:06,prodege,0.6151,2422962,USA,IA,Honey Creek,12.73.110.97,IM CEFTRIAXONE treats URETHRAL OR RECTAL GONORRHEA,41,128,,69,142,treats,1,907845-FS1-2,"For treatment of uncomplicated cervical, URETHRAL OR RECTAL GONORRHEA CDC and others recommend IM ceftriaxone or oral cefixime; IM CEFTRIAXONE is drug of choice for pharyngeal infections.",URETHRAL OR RECTAL GONORRHEA,IM CEFTRIAXONE,RO-may_treat
502808353,7/13/2014 14:00:26,,1321898469,7/13/2014 13:59:48,tremorgames,0.8611,24449707,CAN,QC,Laval,96.21.249.72,PHEOCHROMOCYTOMA diagnosed by HYPERTENSION,194,91,,206,107,diagnosed by,0.824163383692134,902961-FS1-13,This case demonstrates a typical presentation of pheochromocytoma and the need to consider PHEOCHROMOCYTOMA early in the differential diagnosis of hypertensive emergency or difficult to control HYPERTENSION,HYPERTENSION,PHEOCHROMOCYTOMA,RO-disease_may_have_finding
502808353,7/13/2014 15:02:14,,1321929338,7/13/2014 15:01:45,clixsense,0.6917,15189335,GBR,K3,Peterborough,81.156.166.189,PHEOCHROMOCYTOMA diagnosed by HYPERTENSION,194,91,,206,107,diagnosed by,0.824163383692134,902961-FS1-13,This case demonstrates a typical presentation of pheochromocytoma and the need to consider PHEOCHROMOCYTOMA early in the differential diagnosis of hypertensive emergency or difficult to control HYPERTENSION,HYPERTENSION,PHEOCHROMOCYTOMA,RO-disease_may_have_finding
502808353,7/13/2014 16:06:36,,1321954983,7/13/2014 16:05:39,pedtoclick,0.5837,20864559,GBR,B8,Bromley,213.106.94.78,HYPERTENSION diagnosed by PHEOCHROMOCYTOMA,194,91,,206,107,diagnosed by,0.824163383692134,902961-FS1-13,This case demonstrates a typical presentation of pheochromocytoma and the need to consider PHEOCHROMOCYTOMA early in the differential diagnosis of hypertensive emergency or difficult to control HYPERTENSION,HYPERTENSION,PHEOCHROMOCYTOMA,RO-disease_may_have_finding
502808353,7/13/2014 16:16:29,,1321958927,7/13/2014 16:15:14,clixsense,0.625,25595227,CAN,SK,North Battleford,24.72.96.119,no_relation,194,91,,206,107,diagnosed by,0.824163383692134,902961-FS1-13,This case demonstrates a typical presentation of pheochromocytoma and the need to consider PHEOCHROMOCYTOMA early in the differential diagnosis of hypertensive emergency or difficult to control HYPERTENSION,HYPERTENSION,PHEOCHROMOCYTOMA,RO-disease_may_have_finding
502808353,7/13/2014 16:31:51,,1321965040,7/13/2014 16:31:12,instagc,0.6948,20183814,USA,"","",166.182.83.213,PHEOCHROMOCYTOMA diagnosed by HYPERTENSION,194,91,,206,107,diagnosed by,0.824163383692134,902961-FS1-13,This case demonstrates a typical presentation of pheochromocytoma and the need to consider PHEOCHROMOCYTOMA early in the differential diagnosis of hypertensive emergency or difficult to control HYPERTENSION,HYPERTENSION,PHEOCHROMOCYTOMA,RO-disease_may_have_finding
502808353,7/13/2014 16:32:02,,1321965122,7/13/2014 16:31:44,elite,0.3923,28276268,USA,CA,San Diego,76.88.95.100,PHEOCHROMOCYTOMA diagnosed by HYPERTENSION,194,91,,206,107,diagnosed by,0.824163383692134,902961-FS1-13,This case demonstrates a typical presentation of pheochromocytoma and the need to consider PHEOCHROMOCYTOMA early in the differential diagnosis of hypertensive emergency or difficult to control HYPERTENSION,HYPERTENSION,PHEOCHROMOCYTOMA,RO-disease_may_have_finding
502808353,7/13/2014 16:42:26,,1321969060,7/13/2014 16:41:47,instagc,0.7262,24252915,GBR,B7,Bristol,77.98.139.82,HYPERTENSION diagnosed by PHEOCHROMOCYTOMA,194,91,,206,107,diagnosed by,0.824163383692134,902961-FS1-13,This case demonstrates a typical presentation of pheochromocytoma and the need to consider PHEOCHROMOCYTOMA early in the differential diagnosis of hypertensive emergency or difficult to control HYPERTENSION,HYPERTENSION,PHEOCHROMOCYTOMA,RO-disease_may_have_finding
502808354,7/13/2014 13:45:15,,1321891302,7/13/2014 13:44:25,clixsense,0.9167,27871219,NLD,07,Amsterdam,87.210.207.223,no_relation,175,203,,187,217,diagnosed by,0.530330085889911,906321-FS1-13,"Diagnosis specific malignancies available for evaluation included ALL, acute myeloid leukaemia (AML), Hodgkin's disease, NHL, rhabdomyosarcoma, neuroblastoma, retinoblastoma, OSTEOSARCOMA Wilms' tumour, RETINOBLASTOMA Ewings' sarcoma, central nervous system (CNS) tumours and hepatoblastoma.",OSTEOSARCOMA,RETINOBLASTOMA,RO-has_manifestation
502808354,7/13/2014 13:50:45,,1321893871,7/13/2014 13:50:40,neodev,0.8333,17610000,GBR,I2,Manchester,90.200.140.201,OSTEOSARCOMA diagnosed by RETINOBLASTOMA,175,203,,187,217,diagnosed by,0.530330085889911,906321-FS1-13,"Diagnosis specific malignancies available for evaluation included ALL, acute myeloid leukaemia (AML), Hodgkin's disease, NHL, rhabdomyosarcoma, neuroblastoma, retinoblastoma, OSTEOSARCOMA Wilms' tumour, RETINOBLASTOMA Ewings' sarcoma, central nervous system (CNS) tumours and hepatoblastoma.",OSTEOSARCOMA,RETINOBLASTOMA,RO-has_manifestation
502808354,7/13/2014 14:07:58,,1321902037,7/13/2014 14:07:28,prodege,0.9444,23977248,GBR,B5,Wembley,82.28.55.95,no_relation,175,203,,187,217,diagnosed by,0.530330085889911,906321-FS1-13,"Diagnosis specific malignancies available for evaluation included ALL, acute myeloid leukaemia (AML), Hodgkin's disease, NHL, rhabdomyosarcoma, neuroblastoma, retinoblastoma, OSTEOSARCOMA Wilms' tumour, RETINOBLASTOMA Ewings' sarcoma, central nervous system (CNS) tumours and hepatoblastoma.",OSTEOSARCOMA,RETINOBLASTOMA,RO-has_manifestation
502808354,7/13/2014 14:38:06,,1321916349,7/13/2014 14:37:50,instagc,0.7431,15445601,USA,FL,Jacksonville,24.129.68.254,no_relation,175,203,,187,217,diagnosed by,0.530330085889911,906321-FS1-13,"Diagnosis specific malignancies available for evaluation included ALL, acute myeloid leukaemia (AML), Hodgkin's disease, NHL, rhabdomyosarcoma, neuroblastoma, retinoblastoma, OSTEOSARCOMA Wilms' tumour, RETINOBLASTOMA Ewings' sarcoma, central nervous system (CNS) tumours and hepatoblastoma.",OSTEOSARCOMA,RETINOBLASTOMA,RO-has_manifestation
502808354,7/13/2014 16:14:39,,1321958228,7/13/2014 16:13:26,instagc,0.7496,22391553,CAN,NB,Bathurst,156.34.43.239,no_relation,175,203,,187,217,diagnosed by,0.530330085889911,906321-FS1-13,"Diagnosis specific malignancies available for evaluation included ALL, acute myeloid leukaemia (AML), Hodgkin's disease, NHL, rhabdomyosarcoma, neuroblastoma, retinoblastoma, OSTEOSARCOMA Wilms' tumour, RETINOBLASTOMA Ewings' sarcoma, central nervous system (CNS) tumours and hepatoblastoma.",OSTEOSARCOMA,RETINOBLASTOMA,RO-has_manifestation
502808354,7/13/2014 16:41:45,,1321968893,7/13/2014 16:41:08,instagc,0.7262,24252915,GBR,B7,Bristol,77.98.139.82,no_relation,175,203,,187,217,diagnosed by,0.530330085889911,906321-FS1-13,"Diagnosis specific malignancies available for evaluation included ALL, acute myeloid leukaemia (AML), Hodgkin's disease, NHL, rhabdomyosarcoma, neuroblastoma, retinoblastoma, OSTEOSARCOMA Wilms' tumour, RETINOBLASTOMA Ewings' sarcoma, central nervous system (CNS) tumours and hepatoblastoma.",OSTEOSARCOMA,RETINOBLASTOMA,RO-has_manifestation
502808354,7/13/2014 16:46:18,,1321970376,7/13/2014 16:45:49,neodev,0.6552,27597779,CAN,AB,Calgary,68.146.86.137,no_relation,175,203,,187,217,diagnosed by,0.530330085889911,906321-FS1-13,"Diagnosis specific malignancies available for evaluation included ALL, acute myeloid leukaemia (AML), Hodgkin's disease, NHL, rhabdomyosarcoma, neuroblastoma, retinoblastoma, OSTEOSARCOMA Wilms' tumour, RETINOBLASTOMA Ewings' sarcoma, central nervous system (CNS) tumours and hepatoblastoma.",OSTEOSARCOMA,RETINOBLASTOMA,RO-has_manifestation
502808355,7/13/2014 13:51:12,,1321894041,7/13/2014 13:51:07,neodev,0.8333,17610000,GBR,I2,Manchester,90.200.140.201,ALLERGY contraindicates NON ALLERGY,115,151,,122,162,contraindicates,0.471404520791032,900413-FS1-10,Acute steady state moderate exercise significantly altered circulating IgE concentrations in volunteers with known ALLERGY while IgE concentrations in NON ALLERGY sufferers did not change.,ALLERGY,NON ALLERGY,RO-cause_of
502808355,7/13/2014 14:45:21,,1321920117,7/13/2014 14:45:05,neodev,0.7569,14861092,GBR,I2,Manchester,90.194.137.76,no_relation,115,151,,122,162,contraindicates,0.471404520791032,900413-FS1-10,Acute steady state moderate exercise significantly altered circulating IgE concentrations in volunteers with known ALLERGY while IgE concentrations in NON ALLERGY sufferers did not change.,ALLERGY,NON ALLERGY,RO-cause_of
502808355,7/13/2014 15:02:14,,1321929335,7/13/2014 15:01:45,clixsense,0.6917,15189335,GBR,K3,Peterborough,81.156.166.189,no_relation,115,151,,122,162,contraindicates,0.471404520791032,900413-FS1-10,Acute steady state moderate exercise significantly altered circulating IgE concentrations in volunteers with known ALLERGY while IgE concentrations in NON ALLERGY sufferers did not change.,ALLERGY,NON ALLERGY,RO-cause_of
502808355,7/13/2014 15:33:06,,1321942103,7/13/2014 15:32:56,prodege,0.621,2143114,CAN,BC,Vancouver,24.84.160.12,ALLERGY contraindicates NON ALLERGY,115,151,,122,162,contraindicates,0.471404520791032,900413-FS1-10,Acute steady state moderate exercise significantly altered circulating IgE concentrations in volunteers with known ALLERGY while IgE concentrations in NON ALLERGY sufferers did not change.,ALLERGY,NON ALLERGY,RO-cause_of
502808355,7/13/2014 15:58:57,,1321952088,7/13/2014 15:58:31,prodege,0.669,27096445,GBR,H9,London,86.186.168.254,no_relation,115,151,,122,162,contraindicates,0.471404520791032,900413-FS1-10,Acute steady state moderate exercise significantly altered circulating IgE concentrations in volunteers with known ALLERGY while IgE concentrations in NON ALLERGY sufferers did not change.,ALLERGY,NON ALLERGY,RO-cause_of
502808355,7/13/2014 16:01:02,,1321952900,7/13/2014 16:00:21,prodege,0.596,27934334,GBR,E4,Loughton,86.162.38.12,no_relation,115,151,,122,162,contraindicates,0.471404520791032,900413-FS1-10,Acute steady state moderate exercise significantly altered circulating IgE concentrations in volunteers with known ALLERGY while IgE concentrations in NON ALLERGY sufferers did not change.,ALLERGY,NON ALLERGY,RO-cause_of
502808355,7/13/2014 16:15:30,,1321958575,7/13/2014 16:14:40,instagc,0.7496,22391553,CAN,NB,Bathurst,156.34.43.239,ALLERGY contraindicates NON ALLERGY,115,151,,122,162,contraindicates,0.471404520791032,900413-FS1-10,Acute steady state moderate exercise significantly altered circulating IgE concentrations in volunteers with known ALLERGY while IgE concentrations in NON ALLERGY sufferers did not change.,ALLERGY,NON ALLERGY,RO-cause_of
502808356,7/13/2014 15:03:15,,1321929913,7/13/2014 15:02:19,elite,0.7333,28397222,GBR,"","",31.49.231.211,SALMETEROL treats EXERCISE INDUCED ASTHMA,21,0,,44,10,treats,0.99654575824488,907104-FS1-2,"SALMETEROL prevented EXERCISE INDUCED ASTHMA in all 13 children studied, at 1, 5, and 9 hours.",EXERCISE INDUCED ASTHMA,SALMETEROL,RO-may_prevent
502808356,7/13/2014 15:18:57,,1321936336,7/13/2014 15:18:23,quickrewards,0.6764,20452113,USA,NY,Port Henry,108.176.206.207,SALMETEROL treats EXERCISE INDUCED ASTHMA,21,0,,44,10,treats,0.99654575824488,907104-FS1-2,"SALMETEROL prevented EXERCISE INDUCED ASTHMA in all 13 children studied, at 1, 5, and 9 hours.",EXERCISE INDUCED ASTHMA,SALMETEROL,RO-may_prevent
502808356,7/13/2014 15:58:30,,1321951897,7/13/2014 15:58:03,prodege,0.669,27096445,GBR,H9,London,86.186.168.254,SALMETEROL treats EXERCISE INDUCED ASTHMA,21,0,,44,10,treats,0.99654575824488,907104-FS1-2,"SALMETEROL prevented EXERCISE INDUCED ASTHMA in all 13 children studied, at 1, 5, and 9 hours.",EXERCISE INDUCED ASTHMA,SALMETEROL,RO-may_prevent
502808356,7/13/2014 16:15:04,,1321958398,7/13/2014 16:14:49,fusioncash,0.7619,22139728,USA,"","",66.67.91.242,SALMETEROL treats EXERCISE INDUCED ASTHMA,21,0,,44,10,treats,0.99654575824488,907104-FS1-2,"SALMETEROL prevented EXERCISE INDUCED ASTHMA in all 13 children studied, at 1, 5, and 9 hours.",EXERCISE INDUCED ASTHMA,SALMETEROL,RO-may_prevent
