_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,direction,b1,b2,direction_gold,e1,e2,relation,relex_relcos,sent_id,sentence,term1,term2,twrex
503460422,7/16/2014 13:07:34,,1324244333,7/16/2014 13:07:18,clixsense,1.0,19803139,NLD,06,Veldhoven,212.61.84.196,ACTIVE FORM OF VITAMIN D treats OSTEOPOROSIS,117,71,,128,95,treats,1,907445-FS1-2,Some misunderstandings exist internationally about the efficacy of the ACTIVE FORM OF VITAMIN D for the treatment of OSTEOPOROSIS,OSTEOPOROSIS,ACTIVE FORM OF VITAMIN D,RO-may_prevent
503460422,7/16/2014 13:26:30,,1324252000,7/16/2014 13:26:04,neodev,0.8806,21515166,NLD,11,Nootdorp,83.86.58.179,ACTIVE FORM OF VITAMIN D treats OSTEOPOROSIS,117,71,,128,95,treats,1,907445-FS1-2,Some misunderstandings exist internationally about the efficacy of the ACTIVE FORM OF VITAMIN D for the treatment of OSTEOPOROSIS,OSTEOPOROSIS,ACTIVE FORM OF VITAMIN D,RO-may_prevent
503460422,7/16/2014 15:00:43,,1324288251,7/16/2014 15:00:11,prodege,0.6956,17780691,CAN,ON,Toronto,24.114.226.82,ACTIVE FORM OF VITAMIN D treats OSTEOPOROSIS,117,71,,128,95,treats,1,907445-FS1-2,Some misunderstandings exist internationally about the efficacy of the ACTIVE FORM OF VITAMIN D for the treatment of OSTEOPOROSIS,OSTEOPOROSIS,ACTIVE FORM OF VITAMIN D,RO-may_prevent
503460422,7/16/2014 15:41:25,,1324302587,7/16/2014 15:40:41,prodege,0.5256,15220325,USA,PA,Troy,24.229.175.37,ACTIVE FORM OF VITAMIN D treats OSTEOPOROSIS,117,71,,128,95,treats,1,907445-FS1-2,Some misunderstandings exist internationally about the efficacy of the ACTIVE FORM OF VITAMIN D for the treatment of OSTEOPOROSIS,OSTEOPOROSIS,ACTIVE FORM OF VITAMIN D,RO-may_prevent
503460422,7/16/2014 17:21:08,,1324344691,7/16/2014 17:20:30,prodege,0.521,19026375,GBR,Z1,Swansea,92.26.69.100,ACTIVE FORM OF VITAMIN D treats OSTEOPOROSIS,117,71,,128,95,treats,1,907445-FS1-2,Some misunderstandings exist internationally about the efficacy of the ACTIVE FORM OF VITAMIN D for the treatment of OSTEOPOROSIS,OSTEOPOROSIS,ACTIVE FORM OF VITAMIN D,RO-may_prevent
503460422,7/16/2014 18:23:00,,1324399223,7/16/2014 18:22:47,gifthulk,0.6992,21916793,GBR,"","",87.113.87.199,ACTIVE FORM OF VITAMIN D treats OSTEOPOROSIS,117,71,,128,95,treats,1,907445-FS1-2,Some misunderstandings exist internationally about the efficacy of the ACTIVE FORM OF VITAMIN D for the treatment of OSTEOPOROSIS,OSTEOPOROSIS,ACTIVE FORM OF VITAMIN D,RO-may_prevent
503460422,7/16/2014 18:34:40,,1324404351,7/16/2014 18:34:31,instagc,0.4563,15445601,USA,FL,Jacksonville,24.129.68.254,no_relation,117,71,,128,95,treats,1,907445-FS1-2,Some misunderstandings exist internationally about the efficacy of the ACTIVE FORM OF VITAMIN D for the treatment of OSTEOPOROSIS,OSTEOPOROSIS,ACTIVE FORM OF VITAMIN D,RO-may_prevent
503460423,7/16/2014 13:11:49,,1324246021,7/16/2014 13:11:38,clixsense,0.9167,20614047,USA,MO,Maryville,174.32.162.147,PEMPHIGUS VULGARIS is location of DISEASE OF THE SKIN AND MUCOUS MEMBRANES,47,0,,86,18,is location of,0.800640769025436,902397-FS1-9,PEMPHIGUS VULGARIS is an autoimmune blistering DISEASE OF THE SKIN AND MUCOUS MEMBRANES that is caused by anti desmoglein 3 IgG autoantibodies.,DISEASE OF THE SKIN AND MUCOUS MEMBRANES,PEMPHIGUS VULGARIS,RO-disease_has_primary_anatomic_site
503460423,7/16/2014 13:33:20,,1324255058,7/16/2014 13:32:41,clixsense,0.7278,24896327,GBR,V2,Glasgow,94.2.231.4,no_relation,47,0,,86,18,is location of,0.800640769025436,902397-FS1-9,PEMPHIGUS VULGARIS is an autoimmune blistering DISEASE OF THE SKIN AND MUCOUS MEMBRANES that is caused by anti desmoglein 3 IgG autoantibodies.,DISEASE OF THE SKIN AND MUCOUS MEMBRANES,PEMPHIGUS VULGARIS,RO-disease_has_primary_anatomic_site
503460423,7/16/2014 14:42:53,,1324282454,7/16/2014 14:42:18,fusioncash,0.6587,7012325,USA,CT,Stamford,24.185.182.15,no_relation,47,0,,86,18,is location of,0.800640769025436,902397-FS1-9,PEMPHIGUS VULGARIS is an autoimmune blistering DISEASE OF THE SKIN AND MUCOUS MEMBRANES that is caused by anti desmoglein 3 IgG autoantibodies.,DISEASE OF THE SKIN AND MUCOUS MEMBRANES,PEMPHIGUS VULGARIS,RO-disease_has_primary_anatomic_site
