_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,direction,b1,b2,direction_gold,e1,e2,relation,relex_relcos,sent_id,sentence,term1,term2,twrex
503335426,7/15/2014 20:55:47,,1323836590,7/15/2014 20:55:25,instagc,0.9583,24252915,GBR,B7,Bristol,77.98.139.82,DIABETES causes DIABETIC NEUROPATHY,0,57,,18,65,causes,1,900359-FS1-4,DIABETIC NEUROPATHY is the most frequent complication of DIABETES and the leading cause of polyneuropathy in the Western world.,DIABETIC NEUROPATHY,DIABETES,RO-cause_of
503335426,7/15/2014 21:39:50,,1323854545,7/15/2014 21:39:28,tremorgames,0.6875,24449707,CAN,QC,Laval,96.21.249.72,DIABETES causes DIABETIC NEUROPATHY,0,57,,18,65,causes,1,900359-FS1-4,DIABETIC NEUROPATHY is the most frequent complication of DIABETES and the leading cause of polyneuropathy in the Western world.,DIABETIC NEUROPATHY,DIABETES,RO-cause_of
503335426,7/15/2014 21:46:58,,1323856992,7/15/2014 21:46:29,clixsense,0.6875,19638651,USA,"","",173.23.121.63,DIABETES causes DIABETIC NEUROPATHY,0,57,,18,65,causes,1,900359-FS1-4,DIABETIC NEUROPATHY is the most frequent complication of DIABETES and the leading cause of polyneuropathy in the Western world.,DIABETIC NEUROPATHY,DIABETES,RO-cause_of
503335426,7/15/2014 22:43:21,,1323882543,7/15/2014 22:43:12,instagc,0.6708,15445601,USA,FL,Jacksonville,24.129.68.254,DIABETIC NEUROPATHY causes DIABETES,0,57,,18,65,causes,1,900359-FS1-4,DIABETIC NEUROPATHY is the most frequent complication of DIABETES and the leading cause of polyneuropathy in the Western world.,DIABETIC NEUROPATHY,DIABETES,RO-cause_of
503335426,7/16/2014 01:04:53,,1323959436,7/16/2014 01:04:24,bitcoinget,0.6514,28377798,GBR,"","",195.166.117.126,DIABETES causes DIABETIC NEUROPATHY,0,57,,18,65,causes,1,900359-FS1-4,DIABETIC NEUROPATHY is the most frequent complication of DIABETES and the leading cause of polyneuropathy in the Western world.,DIABETIC NEUROPATHY,DIABETES,RO-cause_of
503335426,7/16/2014 02:25:56,,1323999639,7/16/2014 02:25:26,instagc,0.7429,28519532,USA,IA,Honey Creek,12.73.110.156,DIABETES causes DIABETIC NEUROPATHY,0,57,,18,65,causes,1,900359-FS1-4,DIABETIC NEUROPATHY is the most frequent complication of DIABETES and the leading cause of polyneuropathy in the Western world.,DIABETIC NEUROPATHY,DIABETES,RO-cause_of
503335426,7/16/2014 05:06:15,,1324060067,7/16/2014 05:05:50,eup_slw,0.7258,28186528,USA,IN,Bloomington,74.204.124.9,DIABETES causes DIABETIC NEUROPATHY,0,57,,18,65,causes,1,900359-FS1-4,DIABETIC NEUROPATHY is the most frequent complication of DIABETES and the leading cause of polyneuropathy in the Western world.,DIABETIC NEUROPATHY,DIABETES,RO-cause_of
503335427,7/15/2014 22:42:25,,1323882096,7/15/2014 22:42:19,instagc,0.6708,15445601,USA,FL,Jacksonville,24.129.68.254,no_relation,126,211,,152,251,diagnosed by,0.762492851663023,906758-FS1-13,The response of urethral pressure to administration of an alpha stimulant was compared between a group of eight patients with CHRONIC NEUROGENIC BLADDERS as evidenced by positive denervation supersensitivity to PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE and a group of ten control patients.,CHRONIC NEUROGENIC BLADDERS,PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE,RO-may_diagnose
503335427,7/16/2014 02:45:53,,1324006540,7/16/2014 02:45:17,rewardsspot,0.7526,24482174,GBR,H9,London,46.23.68.180,CHRONIC NEUROGENIC BLADDERS diagnosed by PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE,126,211,,152,251,diagnosed by,0.762492851663023,906758-FS1-13,The response of urethral pressure to administration of an alpha stimulant was compared between a group of eight patients with CHRONIC NEUROGENIC BLADDERS as evidenced by positive denervation supersensitivity to PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE and a group of ten control patients.,CHRONIC NEUROGENIC BLADDERS,PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE,RO-may_diagnose
503335427,7/16/2014 07:28:59,,1324106782,7/16/2014 07:28:06,vivatic,0.6569,25451531,GBR,"","",83.67.28.193,CHRONIC NEUROGENIC BLADDERS diagnosed by PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE,126,211,,152,251,diagnosed by,0.762492851663023,906758-FS1-13,The response of urethral pressure to administration of an alpha stimulant was compared between a group of eight patients with CHRONIC NEUROGENIC BLADDERS as evidenced by positive denervation supersensitivity to PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE and a group of ten control patients.,CHRONIC NEUROGENIC BLADDERS,PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE,RO-may_diagnose
503335427,7/16/2014 10:57:04,,1324196371,7/16/2014 10:56:47,clixsense,0.6653,24896327,GBR,V2,Glasgow,94.2.231.4,no_relation,126,211,,152,251,diagnosed by,0.762492851663023,906758-FS1-13,The response of urethral pressure to administration of an alpha stimulant was compared between a group of eight patients with CHRONIC NEUROGENIC BLADDERS as evidenced by positive denervation supersensitivity to PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE and a group of ten control patients.,CHRONIC NEUROGENIC BLADDERS,PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE,RO-may_diagnose
503335427,7/16/2014 11:28:38,,1324207113,7/16/2014 11:28:08,vivatic,0.4931,24842942,GBR,H9,London,149.254.51.63,no_relation,126,211,,152,251,diagnosed by,0.762492851663023,906758-FS1-13,The response of urethral pressure to administration of an alpha stimulant was compared between a group of eight patients with CHRONIC NEUROGENIC BLADDERS as evidenced by positive denervation supersensitivity to PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE and a group of ten control patients.,CHRONIC NEUROGENIC BLADDERS,PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE,RO-may_diagnose
503335427,7/16/2014 11:48:02,,1324213850,7/16/2014 11:47:34,prodege,0.5516,28039757,GBR,L8,Southport,109.155.158.54,CHRONIC NEUROGENIC BLADDERS diagnosed by PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE,126,211,,152,251,diagnosed by,0.762492851663023,906758-FS1-13,The response of urethral pressure to administration of an alpha stimulant was compared between a group of eight patients with CHRONIC NEUROGENIC BLADDERS as evidenced by positive denervation supersensitivity to PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE and a group of ten control patients.,CHRONIC NEUROGENIC BLADDERS,PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE,RO-may_diagnose
503335427,7/16/2014 12:32:20,,1324229196,7/16/2014 12:32:13,neodev,0.0,11043386,CAN,"","",162.156.205.17,PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE diagnosed by CHRONIC NEUROGENIC BLADDERS,126,211,,152,251,diagnosed by,0.762492851663023,906758-FS1-13,The response of urethral pressure to administration of an alpha stimulant was compared between a group of eight patients with CHRONIC NEUROGENIC BLADDERS as evidenced by positive denervation supersensitivity to PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE and a group of ten control patients.,CHRONIC NEUROGENIC BLADDERS,PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE,RO-may_diagnose
503335428,7/15/2014 21:07:36,,1323841998,7/15/2014 21:07:33,instagc,0.6944,25990856,USA,NV,Las Vegas,68.108.98.78,no_relation,99,20,,111,32,is location of,0.872871560943969,902202-FS1-9,"In the oral cavity, LYMPHANGIOMA is a rare, non odontogenic, benign neoplasm which originates from LYMPH VESSELS",LYMPH VESSELS,LYMPHANGIOMA,RO-disease_has_primary_anatomic_site
