_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,direction,b1,b2,direction_gold,e1,e2,relation,relex_relcos,sent_id,sentence,term1,term2,twrex
724398393,5/21/2015 12:05:59,1640275878,5/21/2015 12:05:24,false,cotter,0.8294,13805544,USA,MI,Battle Creek,107.140.176.37,no_relation,135,42,,149,65,causes,0.348742916231458,805281-FS1-4,Three  versus four week administration of BENZATHINE PENICILLIN G: effects on incidence of streptococcal infections and recurrences of RHEUMATIC FEVER,RHEUMATIC FEVER,BENZATHINE PENICILLIN G,TWrex-cause
724398393,5/21/2015 12:08:11,1640276933,5/21/2015 12:07:39,false,neodev,0.7917,12115558,USA,OH,Twinsburg,98.27.164.131,BENZATHINE PENICILLIN G causes RHEUMATIC FEVER,135,42,,149,65,causes,0.348742916231458,805281-FS1-4,Three  versus four week administration of BENZATHINE PENICILLIN G: effects on incidence of streptococcal infections and recurrences of RHEUMATIC FEVER,RHEUMATIC FEVER,BENZATHINE PENICILLIN G,TWrex-cause
724398393,5/21/2015 12:29:46,1640286584,5/21/2015 12:28:54,false,neodev,0.6944,30588889,NLD,07,Amsterdam,77.248.175.222,no_relation,135,42,,149,65,causes,0.348742916231458,805281-FS1-4,Three  versus four week administration of BENZATHINE PENICILLIN G: effects on incidence of streptococcal infections and recurrences of RHEUMATIC FEVER,RHEUMATIC FEVER,BENZATHINE PENICILLIN G,TWrex-cause
724398393,5/21/2015 12:37:28,1640289776,5/21/2015 12:36:20,false,clixsense,0.6062,22947672,GBR,"","",88.144.127.68,no_relation,135,42,,149,65,causes,0.348742916231458,805281-FS1-4,Three  versus four week administration of BENZATHINE PENICILLIN G: effects on incidence of streptococcal infections and recurrences of RHEUMATIC FEVER,RHEUMATIC FEVER,BENZATHINE PENICILLIN G,TWrex-cause
724398393,5/21/2015 12:47:34,1640294223,5/21/2015 12:47:13,false,pocketmoneygpt,0.675,28884030,USA,WI,Minocqua,75.143.134.247,BENZATHINE PENICILLIN G causes RHEUMATIC FEVER,135,42,,149,65,causes,0.348742916231458,805281-FS1-4,Three  versus four week administration of BENZATHINE PENICILLIN G: effects on incidence of streptococcal infections and recurrences of RHEUMATIC FEVER,RHEUMATIC FEVER,BENZATHINE PENICILLIN G,TWrex-cause
724398393,5/21/2015 12:49:21,1640294943,5/21/2015 12:49:04,false,instagc,0.6417,13581319,USA,IL,Mount Vernon,66.232.166.86,no_relation,135,42,,149,65,causes,0.348742916231458,805281-FS1-4,Three  versus four week administration of BENZATHINE PENICILLIN G: effects on incidence of streptococcal infections and recurrences of RHEUMATIC FEVER,RHEUMATIC FEVER,BENZATHINE PENICILLIN G,TWrex-cause
724398393,5/21/2015 12:56:08,1640297789,5/21/2015 12:55:42,false,prodege,0.6825,21417560,GBR,C3,Cambridge,151.225.116.143,no_relation,135,42,,149,65,causes,0.348742916231458,805281-FS1-4,Three  versus four week administration of BENZATHINE PENICILLIN G: effects on incidence of streptococcal infections and recurrences of RHEUMATIC FEVER,RHEUMATIC FEVER,BENZATHINE PENICILLIN G,TWrex-cause
724398394,5/21/2015 12:04:39,1640275275,5/21/2015 12:04:03,false,cotter,0.8294,13805544,USA,MI,Battle Creek,107.140.176.37,PSEUDOHYPOPARATHYROIDISM causes HYPOCALCEMIA,81,0,,92,24,causes,1,812050-FS1-4,"PSEUDOHYPOPARATHYROIDISM is caused by inherited PTH resistance, which results in HYPOCALCEMIA and secondary marked elevations of PTH levels.",HYPOCALCEMIA,PSEUDOHYPOPARATHYROIDISM,TWrex-cause
724398394,5/21/2015 12:06:48,1640276239,5/21/2015 12:06:10,false,neodev,0.7917,12115558,USA,OH,Twinsburg,98.27.164.131,no_relation,81,0,,92,24,causes,1,812050-FS1-4,"PSEUDOHYPOPARATHYROIDISM is caused by inherited PTH resistance, which results in HYPOCALCEMIA and secondary marked elevations of PTH levels.",HYPOCALCEMIA,PSEUDOHYPOPARATHYROIDISM,TWrex-cause
724398394,5/21/2015 12:26:22,1640285002,5/21/2015 12:25:44,false,neodev,0.6944,30588889,NLD,07,Amsterdam,77.248.175.222,PSEUDOHYPOPARATHYROIDISM causes HYPOCALCEMIA,81,0,,92,24,causes,1,812050-FS1-4,"PSEUDOHYPOPARATHYROIDISM is caused by inherited PTH resistance, which results in HYPOCALCEMIA and secondary marked elevations of PTH levels.",HYPOCALCEMIA,PSEUDOHYPOPARATHYROIDISM,TWrex-cause
724398394,5/21/2015 12:35:13,1640288869,5/21/2015 12:31:09,false,clixsense,0.6062,22947672,GBR,"","",88.144.127.68,no_relation,81,0,,92,24,causes,1,812050-FS1-4,"PSEUDOHYPOPARATHYROIDISM is caused by inherited PTH resistance, which results in HYPOCALCEMIA and secondary marked elevations of PTH levels.",HYPOCALCEMIA,PSEUDOHYPOPARATHYROIDISM,TWrex-cause
724398394,5/21/2015 12:46:43,1640293916,5/21/2015 12:46:20,false,pocketmoneygpt,0.675,28884030,USA,WI,Minocqua,75.143.134.247,PSEUDOHYPOPARATHYROIDISM causes HYPOCALCEMIA,81,0,,92,24,causes,1,812050-FS1-4,"PSEUDOHYPOPARATHYROIDISM is caused by inherited PTH resistance, which results in HYPOCALCEMIA and secondary marked elevations of PTH levels.",HYPOCALCEMIA,PSEUDOHYPOPARATHYROIDISM,TWrex-cause
724398394,5/21/2015 12:48:31,1640294608,5/21/2015 12:48:16,false,instagc,0.6417,13581319,USA,IL,Mount Vernon,66.232.166.86,HYPOCALCEMIA causes PSEUDOHYPOPARATHYROIDISM,81,0,,92,24,causes,1,812050-FS1-4,"PSEUDOHYPOPARATHYROIDISM is caused by inherited PTH resistance, which results in HYPOCALCEMIA and secondary marked elevations of PTH levels.",HYPOCALCEMIA,PSEUDOHYPOPARATHYROIDISM,TWrex-cause
724398394,5/21/2015 12:54:45,1640297241,5/21/2015 12:54:16,false,prodege,0.6825,21417560,GBR,C3,Cambridge,151.225.116.143,PSEUDOHYPOPARATHYROIDISM causes HYPOCALCEMIA,81,0,,92,24,causes,1,812050-FS1-4,"PSEUDOHYPOPARATHYROIDISM is caused by inherited PTH resistance, which results in HYPOCALCEMIA and secondary marked elevations of PTH levels.",HYPOCALCEMIA,PSEUDOHYPOPARATHYROIDISM,TWrex-cause
724398395,5/21/2015 10:35:58,1640234240,5/21/2015 10:33:25,false,instagc,1.0,18531561,CAN,ON,Mississauga,99.229.92.227,PREECLAMPSIA causes PROTEINURIA,80,0,,90,12,causes,0.707106781186547,814472-FS1-4,PREECLAMPSIA AND ECLAMPSIA  PREECLAMPSIA is pregnancy induced hypertension plus PROTEINURIA,PROTEINURIA,PREECLAMPSIA,TWrex-cause
724398395,5/21/2015 10:57:00,1640245255,5/21/2015 10:56:40,false,instagc,0.9167,20845955,GBR,I2,Manchester,90.214.24.62,no_relation,80,0,,90,12,causes,0.707106781186547,814472-FS1-4,PREECLAMPSIA AND ECLAMPSIA  PREECLAMPSIA is pregnancy induced hypertension plus PROTEINURIA,PROTEINURIA,PREECLAMPSIA,TWrex-cause
724398395,5/21/2015 11:21:02,1640255754,5/21/2015 11:20:47,false,bitcoinget,0.75,30546513,GBR,G6,Hull,194.42.67.50,no_relation,80,0,,90,12,causes,0.707106781186547,814472-FS1-4,PREECLAMPSIA AND ECLAMPSIA  PREECLAMPSIA is pregnancy induced hypertension plus PROTEINURIA,PROTEINURIA,PREECLAMPSIA,TWrex-cause
724398395,5/21/2015 11:39:02,1640263784,5/21/2015 11:38:09,false,clixsense,0.9056,31579138,AUS,02,Hurstville,14.200.129.68,no_relation,80,0,,90,12,causes,0.707106781186547,814472-FS1-4,PREECLAMPSIA AND ECLAMPSIA  PREECLAMPSIA is pregnancy induced hypertension plus PROTEINURIA,PROTEINURIA,PREECLAMPSIA,TWrex-cause
724398395,5/21/2015 11:39:05,1640263823,5/21/2015 11:38:23,false,prodege,0.8847,27934334,GBR,D2,Derby,86.162.35.12,PREECLAMPSIA causes PROTEINURIA,80,0,,90,12,causes,0.707106781186547,814472-FS1-4,PREECLAMPSIA AND ECLAMPSIA  PREECLAMPSIA is pregnancy induced hypertension plus PROTEINURIA,PROTEINURIA,PREECLAMPSIA,TWrex-cause
724398395,5/21/2015 12:02:50,1640274501,5/21/2015 12:01:06,false,instagc,0.6786,15176395,USA,IN,Greenwood,50.195.163.121,PROTEINURIA causes PREECLAMPSIA,80,0,,90,12,causes,0.707106781186547,814472-FS1-4,PREECLAMPSIA AND ECLAMPSIA  PREECLAMPSIA is pregnancy induced hypertension plus PROTEINURIA,PROTEINURIA,PREECLAMPSIA,TWrex-cause
724398395,5/21/2015 12:03:05,1640274549,5/21/2015 12:00:41,false,elite,0.4821,31913360,USA,DE,"",108.59.8.218,PREECLAMPSIA causes PROTEINURIA,80,0,,90,12,causes,0.707106781186547,814472-FS1-4,PREECLAMPSIA AND ECLAMPSIA  PREECLAMPSIA is pregnancy induced hypertension plus PROTEINURIA,PROTEINURIA,PREECLAMPSIA,TWrex-cause
724398396,5/21/2015 10:36:16,1640234408,5/21/2015 10:35:59,false,instagc,1.0,18531561,CAN,ON,Mississauga,99.229.92.227,CELL MEDIATED HYPERSENSITIVITY REACTION causes ALLERGIC CONTACT DERMATITIS,0,45,,26,84,causes,1,810193-FS1-4,"ALLERGIC CONTACT DERMATITIS is caused by a T CELL MEDIATED HYPERSENSITIVITY REACTION to environmental allergens, either natural or synthetic.",ALLERGIC CONTACT DERMATITIS,CELL MEDIATED HYPERSENSITIVITY REACTION,TWrex-cause
724398396,5/21/2015 10:57:15,1640245346,5/21/2015 10:57:01,false,instagc,0.9167,20845955,GBR,I2,Manchester,90.214.24.62,CELL MEDIATED HYPERSENSITIVITY REACTION causes ALLERGIC CONTACT DERMATITIS,0,45,,26,84,causes,1,810193-FS1-4,"ALLERGIC CONTACT DERMATITIS is caused by a T CELL MEDIATED HYPERSENSITIVITY REACTION to environmental allergens, either natural or synthetic.",ALLERGIC CONTACT DERMATITIS,CELL MEDIATED HYPERSENSITIVITY REACTION,TWrex-cause
724398396,5/21/2015 11:21:41,1640255947,5/21/2015 11:21:04,false,bitcoinget,0.75,30546513,GBR,G6,Hull,194.42.67.50,CELL MEDIATED HYPERSENSITIVITY REACTION causes ALLERGIC CONTACT DERMATITIS,0,45,,26,84,causes,1,810193-FS1-4,"ALLERGIC CONTACT DERMATITIS is caused by a T CELL MEDIATED HYPERSENSITIVITY REACTION to environmental allergens, either natural or synthetic.",ALLERGIC CONTACT DERMATITIS,CELL MEDIATED HYPERSENSITIVITY REACTION,TWrex-cause
724398396,5/21/2015 11:39:32,1640263996,5/21/2015 11:39:13,false,prodege,0.8847,27934334,GBR,D2,Derby,86.162.35.12,CELL MEDIATED HYPERSENSITIVITY REACTION causes ALLERGIC CONTACT DERMATITIS,0,45,,26,84,causes,1,810193-FS1-4,"ALLERGIC CONTACT DERMATITIS is caused by a T CELL MEDIATED HYPERSENSITIVITY REACTION to environmental allergens, either natural or synthetic.",ALLERGIC CONTACT DERMATITIS,CELL MEDIATED HYPERSENSITIVITY REACTION,TWrex-cause
