_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,direction,b1,b2,direction_gold,e1,e2,relation,relex_relcos,sent_id,sentence,term1,term2,twrex
718228457,5/10/2015 13:33:03,1633642267,5/10/2015 13:32:42,false,elite,0.869,31883685,GBR,H2,Accrington,80.47.186.28,NOCARDIA causes NOCARDIOSIS,89,119,,1,99,causes,0.995893206467704,810907-FS1-4,"c ,   116  Nocardiosis  Tetracyclines are alternative to co trimoxazole for treatment of NOCARDIOSIS   +    caused by  NOCARDIA",NOCARDIOSIS,NOCARDIA,TWrex-cause
718228457,5/10/2015 13:59:34,1633649008,5/10/2015 13:58:54,false,sharecashgpt,0.75,28627999,CAN,ON,Sudbury,66.103.55.12,NOCARDIA causes NOCARDIOSIS,89,119,,1,99,causes,0.995893206467704,810907-FS1-4,"c ,   116  Nocardiosis  Tetracyclines are alternative to co trimoxazole for treatment of NOCARDIOSIS   +    caused by  NOCARDIA",NOCARDIOSIS,NOCARDIA,TWrex-cause
718228457,5/10/2015 14:14:57,1633653003,5/10/2015 14:14:47,false,instagc,0.625,31184650,USA,IA,Mason City,173.26.27.82,NOCARDIA causes NOCARDIOSIS,89,119,,1,99,causes,0.995893206467704,810907-FS1-4,"c ,   116  Nocardiosis  Tetracyclines are alternative to co trimoxazole for treatment of NOCARDIOSIS   +    caused by  NOCARDIA",NOCARDIOSIS,NOCARDIA,TWrex-cause
718228457,5/10/2015 14:26:10,1633656072,5/10/2015 14:25:34,false,clixsense,0.5327,10798016,GBR,C7,Coventry,86.24.245.191,NOCARDIOSIS causes NOCARDIA,89,119,,1,99,causes,0.995893206467704,810907-FS1-4,"c ,   116  Nocardiosis  Tetracyclines are alternative to co trimoxazole for treatment of NOCARDIOSIS   +    caused by  NOCARDIA",NOCARDIOSIS,NOCARDIA,TWrex-cause
718228457,5/10/2015 14:37:41,1633659050,5/10/2015 14:37:36,false,neodev,0.3542,32103286,CAN,AB,Edmonton,208.123.223.44,NOCARDIA causes NOCARDIOSIS,89,119,,1,99,causes,0.995893206467704,810907-FS1-4,"c ,   116  Nocardiosis  Tetracyclines are alternative to co trimoxazole for treatment of NOCARDIOSIS   +    caused by  NOCARDIA",NOCARDIOSIS,NOCARDIA,TWrex-cause
718228457,5/10/2015 14:58:54,1633664550,5/10/2015 14:58:18,false,neodev,0.6022,24564999,GBR,H9,London,86.145.227.9,no_relation,89,119,,1,99,causes,0.995893206467704,810907-FS1-4,"c ,   116  Nocardiosis  Tetracyclines are alternative to co trimoxazole for treatment of NOCARDIOSIS   +    caused by  NOCARDIA",NOCARDIOSIS,NOCARDIA,TWrex-cause
718228457,5/10/2015 15:04:16,1633665890,5/10/2015 15:03:33,false,neodev,0.7119,14096345,NLD,03,Eibergen,77.174.124.109,NOCARDIA causes NOCARDIOSIS,89,119,,1,99,causes,0.995893206467704,810907-FS1-4,"c ,   116  Nocardiosis  Tetracyclines are alternative to co trimoxazole for treatment of NOCARDIOSIS   +    caused by  NOCARDIA",NOCARDIOSIS,NOCARDIA,TWrex-cause
718228458,5/10/2015 13:34:49,1633642739,5/10/2015 13:34:12,false,elite,0.869,31883685,GBR,H2,Accrington,80.47.186.28,CROHN'S DISEASE causes DIARRHEA,68,34,,1,75,causes,0.926367113173171,813383-FS1-4,"C]  5.1 Hospitalize patients with CROHN'S DISEASE with uncontrolled DIARRHEA uncontrolled pain, dehydration, or severe malnutrition.",DIARRHEA,CROHN'S DISEASE,TWrex-cause
718228458,5/10/2015 14:00:05,1633649127,5/10/2015 13:59:36,false,sharecashgpt,0.75,28627999,CAN,ON,Sudbury,66.103.55.12,no_relation,68,34,,1,75,causes,0.926367113173171,813383-FS1-4,"C]  5.1 Hospitalize patients with CROHN'S DISEASE with uncontrolled DIARRHEA uncontrolled pain, dehydration, or severe malnutrition.",DIARRHEA,CROHN'S DISEASE,TWrex-cause
718228458,5/10/2015 14:26:56,1633656309,5/10/2015 14:26:12,false,clixsense,0.5327,10798016,GBR,C7,Coventry,86.24.245.191,DIARRHEA causes CROHN'S DISEASE,68,34,,1,75,causes,0.926367113173171,813383-FS1-4,"C]  5.1 Hospitalize patients with CROHN'S DISEASE with uncontrolled DIARRHEA uncontrolled pain, dehydration, or severe malnutrition.",DIARRHEA,CROHN'S DISEASE,TWrex-cause
718228458,5/10/2015 14:59:16,1633664609,5/10/2015 14:58:55,false,neodev,0.6022,24564999,GBR,H9,London,86.145.227.9,CROHN'S DISEASE causes DIARRHEA,68,34,,1,75,causes,0.926367113173171,813383-FS1-4,"C]  5.1 Hospitalize patients with CROHN'S DISEASE with uncontrolled DIARRHEA uncontrolled pain, dehydration, or severe malnutrition.",DIARRHEA,CROHN'S DISEASE,TWrex-cause
718228458,5/10/2015 15:04:50,1633666068,5/10/2015 15:04:17,false,neodev,0.7119,14096345,NLD,03,Eibergen,77.174.124.109,CROHN'S DISEASE causes DIARRHEA,68,34,,1,75,causes,0.926367113173171,813383-FS1-4,"C]  5.1 Hospitalize patients with CROHN'S DISEASE with uncontrolled DIARRHEA uncontrolled pain, dehydration, or severe malnutrition.",DIARRHEA,CROHN'S DISEASE,TWrex-cause
718228458,5/10/2015 15:15:36,1633668800,5/10/2015 15:15:22,false,neodev,0.6667,18180666,NLD,04,Groningen,195.241.153.97,no_relation,68,34,,1,75,causes,0.926367113173171,813383-FS1-4,"C]  5.1 Hospitalize patients with CROHN'S DISEASE with uncontrolled DIARRHEA uncontrolled pain, dehydration, or severe malnutrition.",DIARRHEA,CROHN'S DISEASE,TWrex-cause
718228458,5/10/2015 15:25:14,1633671551,5/10/2015 15:24:58,false,clixsense,0.7052,9343409,NLD,03,Hattem,77.171.50.249,DIARRHEA causes CROHN'S DISEASE,68,34,,1,75,causes,0.926367113173171,813383-FS1-4,"C]  5.1 Hospitalize patients with CROHN'S DISEASE with uncontrolled DIARRHEA uncontrolled pain, dehydration, or severe malnutrition.",DIARRHEA,CROHN'S DISEASE,TWrex-cause
718228459,5/10/2015 13:33:03,1633642268,5/10/2015 13:32:42,false,elite,0.869,31883685,GBR,H2,Accrington,80.47.186.28,CHOLERA causes V CHOLERAE,33,31,,1,39,causes,0.625,811161-FS1-4,3.3 Obtain stool cultures for  V CHOLERAE  O1 or O139 to confirm the diagnosis of CHOLERA,CHOLERA,V CHOLERAE,TWrex-cause
718228459,5/10/2015 13:59:34,1633649019,5/10/2015 13:58:54,false,sharecashgpt,0.75,28627999,CAN,ON,Sudbury,66.103.55.12,no_relation,33,31,,1,39,causes,0.625,811161-FS1-4,3.3 Obtain stool cultures for  V CHOLERAE  O1 or O139 to confirm the diagnosis of CHOLERA,CHOLERA,V CHOLERAE,TWrex-cause
718228459,5/10/2015 14:14:57,1633653009,5/10/2015 14:14:47,false,instagc,0.625,31184650,USA,IA,Mason City,173.26.27.82,no_relation,33,31,,1,39,causes,0.625,811161-FS1-4,3.3 Obtain stool cultures for  V CHOLERAE  O1 or O139 to confirm the diagnosis of CHOLERA,CHOLERA,V CHOLERAE,TWrex-cause
718228459,5/10/2015 14:26:10,1633656077,5/10/2015 14:25:34,false,clixsense,0.5327,10798016,GBR,C7,Coventry,86.24.245.191,CHOLERA causes V CHOLERAE,33,31,,1,39,causes,0.625,811161-FS1-4,3.3 Obtain stool cultures for  V CHOLERAE  O1 or O139 to confirm the diagnosis of CHOLERA,CHOLERA,V CHOLERAE,TWrex-cause
