_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,direction,b1,b2,direction_gold,e1,e2,relation,relex_relcos,sent_id,sentence,term1,term2,twrex
502932172,7/14/2014 17:25:58,,1322976523,7/14/2014 17:25:44,elite,0.6415,28276268,USA,MI,Taylor,67.149.247.166,ALLERGIC CONTACT DERMATITIS diagnosed by HYPERSENSITIVITY,91,124,,117,140,diagnosed by,0.549442255794756,900279-FS1-13,"a  Patch testing (e.g., 1% bacitracin in petrolatum) may be useful in diagnosing suspected ALLERGIC CONTACT DERMATITIS when HYPERSENSITIVITY to other topical antibiotics (e.g., neomycin) is suspected.",ALLERGIC CONTACT DERMATITIS,HYPERSENSITIVITY,RO-cause_of
502932172,7/14/2014 18:46:21,,1323023340,7/14/2014 18:45:44,instagc,0.5032,25990856,USA,NV,Las Vegas,68.108.98.78,no_relation,91,124,,117,140,diagnosed by,0.549442255794756,900279-FS1-13,"a  Patch testing (e.g., 1% bacitracin in petrolatum) may be useful in diagnosing suspected ALLERGIC CONTACT DERMATITIS when HYPERSENSITIVITY to other topical antibiotics (e.g., neomycin) is suspected.",ALLERGIC CONTACT DERMATITIS,HYPERSENSITIVITY,RO-cause_of
502932172,7/14/2014 18:50:13,,1323025387,7/14/2014 18:50:08,clixsense,0.2853,19162475,GBR,M3,Frome,82.33.126.30,ALLERGIC CONTACT DERMATITIS diagnosed by HYPERSENSITIVITY,91,124,,117,140,diagnosed by,0.549442255794756,900279-FS1-13,"a  Patch testing (e.g., 1% bacitracin in petrolatum) may be useful in diagnosing suspected ALLERGIC CONTACT DERMATITIS when HYPERSENSITIVITY to other topical antibiotics (e.g., neomycin) is suspected.",ALLERGIC CONTACT DERMATITIS,HYPERSENSITIVITY,RO-cause_of
502932172,7/14/2014 19:02:16,,1323033110,7/14/2014 19:01:39,instagc,0.6101,19686223,CAN,BC,Surrey,184.65.16.6,ALLERGIC CONTACT DERMATITIS diagnosed by HYPERSENSITIVITY,91,124,,117,140,diagnosed by,0.549442255794756,900279-FS1-13,"a  Patch testing (e.g., 1% bacitracin in petrolatum) may be useful in diagnosing suspected ALLERGIC CONTACT DERMATITIS when HYPERSENSITIVITY to other topical antibiotics (e.g., neomycin) is suspected.",ALLERGIC CONTACT DERMATITIS,HYPERSENSITIVITY,RO-cause_of
502932172,7/14/2014 19:27:57,,1323048153,7/14/2014 19:27:35,clixsense,0.3805,15189335,GBR,A7,Birmingham,94.197.121.232,HYPERSENSITIVITY diagnosed by ALLERGIC CONTACT DERMATITIS,91,124,,117,140,diagnosed by,0.549442255794756,900279-FS1-13,"a  Patch testing (e.g., 1% bacitracin in petrolatum) may be useful in diagnosing suspected ALLERGIC CONTACT DERMATITIS when HYPERSENSITIVITY to other topical antibiotics (e.g., neomycin) is suspected.",ALLERGIC CONTACT DERMATITIS,HYPERSENSITIVITY,RO-cause_of
502932172,7/14/2014 19:28:02,,1323048238,7/14/2014 19:27:34,neodev,0.4529,14861092,GBR,I2,Manchester,90.194.137.76,ALLERGIC CONTACT DERMATITIS diagnosed by HYPERSENSITIVITY,91,124,,117,140,diagnosed by,0.549442255794756,900279-FS1-13,"a  Patch testing (e.g., 1% bacitracin in petrolatum) may be useful in diagnosing suspected ALLERGIC CONTACT DERMATITIS when HYPERSENSITIVITY to other topical antibiotics (e.g., neomycin) is suspected.",ALLERGIC CONTACT DERMATITIS,HYPERSENSITIVITY,RO-cause_of
502932172,7/14/2014 19:38:14,,1323054609,7/14/2014 19:37:58,prodege,0.3393,22360212,GBR,I1,Luton,82.6.41.191,no_relation,91,124,,117,140,diagnosed by,0.549442255794756,900279-FS1-13,"a  Patch testing (e.g., 1% bacitracin in petrolatum) may be useful in diagnosing suspected ALLERGIC CONTACT DERMATITIS when HYPERSENSITIVITY to other topical antibiotics (e.g., neomycin) is suspected.",ALLERGIC CONTACT DERMATITIS,HYPERSENSITIVITY,RO-cause_of
502932173,7/14/2014 17:16:16,,1322971380,7/14/2014 17:15:31,prodege,0.7431,2767509,CAN,BC,Victoria,96.54.172.117,no_relation,172,220,,194,232,causes,0.577350269189626,902487-FS1-4,"Our results indicate, for the first time, an association between Graves' disease and a VDR polymorphism in the Japanese and suggest that a VDR FokI polymorphism may affect BONE MINERAL METABOLISM and can predict risk of OSTEOPOROSIS as a complication of Graves' disease in patients in remission.",BONE MINERAL METABOLISM,OSTEOPOROSIS,RO-disease_has_primary_anatomic_site
502932173,7/14/2014 17:25:23,,1322976149,7/14/2014 17:25:07,pokerowned,0.5625,18747884,USA,MI,Snover,209.40.219.170,BONE MINERAL METABOLISM causes OSTEOPOROSIS,172,220,,194,232,causes,0.577350269189626,902487-FS1-4,"Our results indicate, for the first time, an association between Graves' disease and a VDR polymorphism in the Japanese and suggest that a VDR FokI polymorphism may affect BONE MINERAL METABOLISM and can predict risk of OSTEOPOROSIS as a complication of Graves' disease in patients in remission.",BONE MINERAL METABOLISM,OSTEOPOROSIS,RO-disease_has_primary_anatomic_site
502932173,7/14/2014 17:47:46,,1322995715,7/14/2014 17:47:13,neodev,0.4944,11014534,GBR,B8,West Wickham,86.18.149.6,no_relation,172,220,,194,232,causes,0.577350269189626,902487-FS1-4,"Our results indicate, for the first time, an association between Graves' disease and a VDR polymorphism in the Japanese and suggest that a VDR FokI polymorphism may affect BONE MINERAL METABOLISM and can predict risk of OSTEOPOROSIS as a complication of Graves' disease in patients in remission.",BONE MINERAL METABOLISM,OSTEOPOROSIS,RO-disease_has_primary_anatomic_site
