_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,direction,b1,b2,direction_gold,e1,e2,relation,relex_relcos,sent_id,sentence,term1,term2,twrex
724124091,5/20/2015 21:13:06,1639872429,5/20/2015 21:12:41,false,neodev,0.748,18881135,CAN,ON,Ajax,99.243.87.224,no_relation,92,58,,103,74,causes,0.478091443733758,813381-FS1-4,Evidence:  The estimated pretest probability is ~0.5% for PHEOCHROMOCYTOMA In patients with HYPERTENSION ( 1.,HYPERTENSION,PHEOCHROMOCYTOMA,TWrex-cause
724124091,5/20/2015 21:14:17,1639872954,5/20/2015 21:13:54,false,instagc,0.7401,30326470,USA,CA,Santee,99.44.37.73,HYPERTENSION causes PHEOCHROMOCYTOMA,92,58,,103,74,causes,0.478091443733758,813381-FS1-4,Evidence:  The estimated pretest probability is ~0.5% for PHEOCHROMOCYTOMA In patients with HYPERTENSION ( 1.,HYPERTENSION,PHEOCHROMOCYTOMA,TWrex-cause
724124091,5/20/2015 21:29:46,1639878843,5/20/2015 21:29:20,false,neodev,0.8278,11014534,GBR,"","",213.205.194.72,no_relation,92,58,,103,74,causes,0.478091443733758,813381-FS1-4,Evidence:  The estimated pretest probability is ~0.5% for PHEOCHROMOCYTOMA In patients with HYPERTENSION ( 1.,HYPERTENSION,PHEOCHROMOCYTOMA,TWrex-cause
724124091,5/20/2015 21:33:40,1639880212,5/20/2015 21:32:45,false,instagc,0.772,18531561,CAN,ON,Mississauga,99.229.92.227,PHEOCHROMOCYTOMA causes HYPERTENSION,92,58,,103,74,causes,0.478091443733758,813381-FS1-4,Evidence:  The estimated pretest probability is ~0.5% for PHEOCHROMOCYTOMA In patients with HYPERTENSION ( 1.,HYPERTENSION,PHEOCHROMOCYTOMA,TWrex-cause
724124091,5/20/2015 21:36:08,1639881070,5/20/2015 21:35:29,false,elite,0.7361,32173500,GBR,E4,Rayleigh,176.24.16.182,HYPERTENSION causes PHEOCHROMOCYTOMA,92,58,,103,74,causes,0.478091443733758,813381-FS1-4,Evidence:  The estimated pretest probability is ~0.5% for PHEOCHROMOCYTOMA In patients with HYPERTENSION ( 1.,HYPERTENSION,PHEOCHROMOCYTOMA,TWrex-cause
724124091,5/20/2015 21:36:10,1639881071,5/20/2015 21:35:17,false,points4rewards,0.754,20113482,USA,OR,Portland,67.213.218.72,no_relation,92,58,,103,74,causes,0.478091443733758,813381-FS1-4,Evidence:  The estimated pretest probability is ~0.5% for PHEOCHROMOCYTOMA In patients with HYPERTENSION ( 1.,HYPERTENSION,PHEOCHROMOCYTOMA,TWrex-cause
724124091,5/20/2015 22:28:05,1639890130,5/20/2015 22:27:45,false,clixsense,0.8381,10798016,GBR,C7,Coventry,86.24.245.191,no_relation,92,58,,103,74,causes,0.478091443733758,813381-FS1-4,Evidence:  The estimated pretest probability is ~0.5% for PHEOCHROMOCYTOMA In patients with HYPERTENSION ( 1.,HYPERTENSION,PHEOCHROMOCYTOMA,TWrex-cause
724124092,5/20/2015 22:31:07,1639891107,5/20/2015 22:30:48,false,elite,0.875,31883685,GBR,H2,Accrington,80.47.186.28,no_relation,108,23,,115,41,causes,0.911684611677103,812177-FS1-4,Cutaneous reactions to PSYCHOTROPIC DRUGS; atrial fibrillation and anabolic steroids; accidental olanzapine OVERDOSE in a child.,OVERDOSE,PSYCHOTROPIC DRUGS,TWrex-cause
724124092,5/20/2015 22:56:47,1639900316,5/20/2015 22:56:24,false,instagc,0.7833,32352104,USA,ME,Bangor,74.75.63.81,PSYCHOTROPIC DRUGS causes OVERDOSE,108,23,,115,41,causes,0.911684611677103,812177-FS1-4,Cutaneous reactions to PSYCHOTROPIC DRUGS; atrial fibrillation and anabolic steroids; accidental olanzapine OVERDOSE in a child.,OVERDOSE,PSYCHOTROPIC DRUGS,TWrex-cause
724124092,5/20/2015 23:06:50,1639904351,5/20/2015 23:06:18,false,instagc,0.7252,15864091,USA,OK,Oklahoma City,104.0.113.133,PSYCHOTROPIC DRUGS causes OVERDOSE,108,23,,115,41,causes,0.911684611677103,812177-FS1-4,Cutaneous reactions to PSYCHOTROPIC DRUGS; atrial fibrillation and anabolic steroids; accidental olanzapine OVERDOSE in a child.,OVERDOSE,PSYCHOTROPIC DRUGS,TWrex-cause
