_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,b1,b2,confirmids1,confirmids2,e1,e2,factor1,factor2,firstfactor,saveselectionids1,saveselectionids2,secondfactor,sentence,wordid1,wordid2,orig_b1,orig_b2,baseline-decision,orig_e1,orig_e2,relation,sent_id,orig_sentence,term1,term2
717899712,5/9/2015 14:17:59,1633198339,5/9/2015 14:17:37,false,clixsense,1,10032240,USA,FL,Naples,76.101.211.223,49,104,,,63,127,HETEROPHYIASIS,HETEROPHYES HETEROPHYES,HETEROPHYIASIS,49,104-116,HETEROPHYES HETEROPHYES,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish.",49,104 116,49,104,1,63,127,TWrex-cause,810704,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish",heterophyiasis,Heterophyes heterophyes
717899712,5/9/2015 14:19:00,1633198741,5/9/2015 14:18:39,false,dailyrewardsca,1,32438879,CAN,NL,Mount Pearl,47.54.197.0,49,104,,,63,127,HETEROPHYIASIS,HETEROPHYES HETEROPHYES,HETEROPHYIASIS,49,104-116,HETEROPHYES HETEROPHYES,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish.",49,104 116,49,104,1,63,127,TWrex-cause,810704,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish",heterophyiasis,Heterophyes heterophyes
717899712,5/9/2015 14:24:44,1633201368,5/9/2015 14:23:43,false,clixsense,1,11106820,USA,MA,Taunton,173.48.52.95,49,104,,,63,127,HETEROPHYIASIS,HETEROPHYES HETEROPHYES,HETEROPHYIASIS,49,104-116,HETEROPHYES HETEROPHYES,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish.",49,104 116,49,104,1,63,127,TWrex-cause,810704,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish",heterophyiasis,Heterophyes heterophyes
717899712,5/9/2015 15:35:16,1633231885,5/9/2015 15:34:04,false,clixsense,1,6338946,CAN,QC,Montréal,209.197.170.96,49,104,,,63,127,HETEROPHYIASIS,HETEROPHYES HETEROPHYES,HETEROPHYIASIS,49,104-116,HETEROPHYES HETEROPHYES,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish.",49,104 116,49,104,1,63,127,TWrex-cause,810704,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish",heterophyiasis,Heterophyes heterophyes
717899712,5/9/2015 15:45:04,1633236722,5/9/2015 15:44:11,false,instagc,1,20312760,GBR,I2,Manchester,90.244.150.108,49,104,,,63,127,HETEROPHYIASIS,HETEROPHYES HETEROPHYES,HETEROPHYIASIS,49,104-116,HETEROPHYES HETEROPHYES,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish.",49,104 116,49,104,1,63,127,TWrex-cause,810704,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish",heterophyiasis,Heterophyes heterophyes
717899712,5/9/2015 16:01:17,1633244008,5/9/2015 16:00:46,false,prodege,1,27934334,GBR,A7,Birmingham,86.143.148.75,49,104,,,63,127,HETEROPHYIASIS,HETEROPHYES HETEROPHYES,HETEROPHYIASIS,49,104-116,HETEROPHYES HETEROPHYES,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish.",49,104 116,49,104,1,63,127,TWrex-cause,810704,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish",heterophyiasis,Heterophyes heterophyes
717899712,5/9/2015 16:22:10,1633251693,5/9/2015 16:21:42,false,instagc,1,22981457,CAN,ON,Kitchener,174.113.174.129,49,104,,,63,127,HETEROPHYIASIS,HETEROPHYES HETEROPHYES,HETEROPHYIASIS,49,104-116,HETEROPHYES HETEROPHYES,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish.",49,104 116,49,104,1,63,127,TWrex-cause,810704,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish",heterophyiasis,Heterophyes heterophyes
717899712,5/9/2015 16:26:52,1633253780,5/9/2015 16:26:35,false,instagc,1,25990856,USA,NV,Las Vegas,98.160.220.169,49,104,,,63,127,HETEROPHYIASIS,HETEROPHYES HETEROPHYES,RELATED TREMATODE INFECTIONS HETEROPHYIASIS,19-27-37-49,104-116,HETEROPHYES HETEROPHYES,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish.",49,104 116,49,104,1,63,127,TWrex-cause,810704,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish",heterophyiasis,Heterophyes heterophyes
717899712,5/9/2015 16:31:25,1633255527,5/9/2015 16:31:09,false,clixsense,1,32549163,CAN,MB,Winnipeg,206.45.167.246,49,104,,,63,127,HETEROPHYIASIS,HETEROPHYES HETEROPHYES,HETEROPHYIASIS,49,104-116,HETEROPHYES HETEROPHYES,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish.",49,104 116,49,104,1,63,127,TWrex-cause,810704,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish",heterophyiasis,Heterophyes heterophyes
717899712,5/9/2015 16:32:47,1633256010,5/9/2015 16:31:35,false,zoombucks,1,6744840,CAN,BC,Kelowna,174.4.58.160,49,104,,,63,127,HETEROPHYIASIS,HETEROPHYES HETEROPHYES,TREMATODE INFECTIONS HETEROPHYIASIS,27-37-49,86-97-104-116,intestinal fluke HETEROPHYES HETEROPHYES,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish.",49,104 116,49,104,1,63,127,TWrex-cause,810704,"HETEROPHYIASIS AND RELATED TREMATODE INFECTIONS  Heterophyiasis is infection with the intestinal fluke  Heterophyes heterophyes , which is acquired by eating infected, raw or undercooked freshwater fish",heterophyiasis,Heterophyes heterophyes
