_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,b1,b2,confirmids1,confirmids2,e1,e2,factor1,factor2,firstfactor,saveselectionids1,saveselectionids2,secondfactor,sentence,wordid1,wordid2,orig_b1,orig_b2,baseline-decision,orig_e1,orig_e2,relation,sent_id,orig_sentence,term1,term2
718483636,5/11/2015 17:06:41,1634162544,5/11/2015 17:06:06,false,points4rewards,1,20113482,USA,OR,Portland,67.213.218.72,243,196,,,247,205,PAIN,LIDOCAINE,chronic PAIN circuits.,235-243-248,196,LIDOCAINE,"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits.",243,196,243,196,-1,247,205,TWrex-cause,804142,"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits",pain,lidocaine
718483636,5/11/2015 17:10:59,1634165307,5/11/2015 17:10:46,false,points4rewards,1,20306700,USA,WA,Bothell,50.125.145.37,243,196,,,247,205,PAIN,LIDOCAINE,chronic PAIN circuits.,235-243-248,196,LIDOCAINE,"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits.",243,196,243,196,-1,247,205,TWrex-cause,804142,"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits",pain,lidocaine
718483636,5/11/2015 17:19:41,1634169629,5/11/2015 17:19:22,false,prodege,1,4253262,CAN,ON,Aylmer,206.132.49.137,243,196,,,247,205,PAIN,LIDOCAINE,chronic PAIN,235-243,188-190-193-196-206-209-216,2 or 5% LIDOCAINE in glaxal base),"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits.",243,196,243,196,-1,247,205,TWrex-cause,804142,"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits",pain,lidocaine
718483636,5/11/2015 17:28:25,1634179666,5/11/2015 17:27:57,false,prodege,1,16101132,GBR,F9,Hayes,2.223.214.149,243,196,,,247,205,PAIN,LIDOCAINE,chronic PAIN,235-243,196,LIDOCAINE,"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits.",243,196,243,196,-1,247,205,TWrex-cause,804142,"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits",pain,lidocaine
718483636,5/11/2015 17:42:05,1634205639,5/11/2015 17:41:49,false,instagc,1,16888714,USA,FL,Davenport,72.64.156.174,243,196,,,247,205,PAIN,LIDOCAINE,chronic PAIN circuits.,235-243-248,196,LIDOCAINE,"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits.",243,196,243,196,-1,247,205,TWrex-cause,804142,"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits",pain,lidocaine
718483636,5/11/2015 17:47:05,1634216922,5/11/2015 17:46:51,false,instagc,1,20312760,GBR,I2,Manchester,90.244.159.123,243,196,,,247,205,PAIN,LIDOCAINE,chronic PAIN,235-243,196,LIDOCAINE,"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits.",243,196,243,196,-1,247,205,TWrex-cause,804142,"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits",pain,lidocaine
718483636,5/11/2015 18:08:05,1634256963,5/11/2015 18:07:34,false,clixsense,1,29155723,GBR,H8,Liverpool,92.15.162.187,243,196,,,247,205,PAIN,LIDOCAINE,chronic PAIN circuits.,235-243-248,196-206-209-216,LIDOCAINE in glaxal base),"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits.",243,196,243,196,-1,247,205,TWrex-cause,804142,"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits",pain,lidocaine
718483636,5/11/2015 18:09:28,1634257742,5/11/2015 18:09:09,false,neodev,1,31743852,GBR,G5,Dover,85.210.121.216,243,196,,,247,205,PAIN,LIDOCAINE,2% cromoglycate 2 or 5% lidocaine interrupt chronic PAIN circuits.,169-172-188-190-193-225-235-243-248-196,188-190-193-196-206-209-216,2 or 5% LIDOCAINE in glaxal base),"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits.",243,196,243,196,-1,247,205,TWrex-cause,804142,"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits",pain,lidocaine
718483636,5/11/2015 18:10:12,1634258085,5/11/2015 18:09:39,false,clixsense,1,6338946,CAN,QC,Montréal,209.197.170.96,243,196,,,247,205,PAIN,LIDOCAINE,chronic PAIN,235-243,196-206-209-216,LIDOCAINE in glaxal base),"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits.",243,196,243,196,-1,247,205,TWrex-cause,804142,"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits",pain,lidocaine
718483636,5/11/2015 18:30:08,1634269814,5/11/2015 18:29:53,false,dailyrewardsca,1,32438879,CAN,NL,Mount Pearl,47.54.197.0,243,196,,,247,205,PAIN,LIDOCAINE,chronic PAIN,235-243,196,LIDOCAINE,"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits.",243,196,243,196,-1,247,205,TWrex-cause,804142,"Commonly used but unproven approaches involve avoiding topical irritants and using systemic drugs (eg, tricyclic antidepressants, anticonvulsants) or topical drugs (eg, 2% cromoglycate or 2 or 5% lidocaine in glaxal base) to interrupt chronic pain circuits",pain,lidocaine
