_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,b1,b2,confirmids1,confirmids2,e1,e2,factor1,factor2,firstfactor,saveselectionids1,saveselectionids2,secondfactor,sentence,wordid1,wordid2,orig_b1,orig_b2,orig_e1,orig_e2,expertdecision,relation,sent_id,orig_sentence,term1,term2
503336081,7/15/2014 21:10:39,,1323843438,7/15/2014 21:10:14,irazoo,1,10644009,USA,,,166.137.94.104,40,99,,,46,114,GLUTEN,COELIAC DISEASE,GLUTEN,40,99-107,COELIAC DISEASE,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease.,40,99 107,40,99,46,114,1,RO-has_causative_agent,903990,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease,gluten,coeliac disease
503336081,7/15/2014 21:15:18,,1323845300,7/15/2014 21:14:52,clixsense,1,25595227,CAN,SK,North Battleford,24.72.96.119,40,99,,,46,114,GLUTEN,COELIAC DISEASE,GLUTEN challenge,40-47,99-107,COELIAC DISEASE,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease.,40,99 107,40,99,46,114,1,RO-has_causative_agent,903990,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease,gluten,coeliac disease
503336081,7/15/2014 21:15:53,,1323845551,7/15/2014 21:15:37,instagc,1,24252915,GBR,B7,Bristol,77.98.139.82,40,99,,,46,114,GLUTEN,COELIAC DISEASE,GLUTEN challenge,40-47,99-107,COELIAC DISEASE,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease.,40,99 107,40,99,46,114,1,RO-has_causative_agent,903990,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease,gluten,coeliac disease
503336081,7/15/2014 21:18:14,,1323846491,7/15/2014 21:17:28,neodev,1,21515166,NLD,11,Nootdorp,83.86.58.179,40,99,,,46,114,GLUTEN,COELIAC DISEASE,importance of GLUTEN challenge,26-37-40-47,86-96-99-107,diagnosis of COELIAC DISEASE,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease.,40,99 107,40,99,46,114,1,RO-has_causative_agent,903990,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease,gluten,coeliac disease
503336081,7/15/2014 21:20:06,,1323847175,7/15/2014 21:19:57,tremorgames,1,24449707,CAN,QC,Laval,96.21.249.72,40,99,,,46,114,GLUTEN,COELIAC DISEASE,GLUTEN challenge,40-47,99-107,COELIAC DISEASE,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease.,40,99 107,40,99,46,114,1,RO-has_causative_agent,903990,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease,gluten,coeliac disease
503336081,7/15/2014 21:24:12,,1323848997,7/15/2014 21:24:00,prodege,1,6579519,USA,OH,Mansfield,71.55.46.27,40,99,,,46,114,GLUTEN,COELIAC DISEASE,GLUTEN,40,99-107,COELIAC DISEASE,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease.,40,99 107,40,99,46,114,1,RO-has_causative_agent,903990,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease,gluten,coeliac disease
503336081,7/15/2014 21:49:07,,1323857669,7/15/2014 21:48:36,elite,1,27385296,GBR,U8,Edinburgh,77.102.46.226,40,99,,,46,114,GLUTEN,COELIAC DISEASE,GLUTEN,40,99-107,COELIAC DISEASE,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease.,40,99 107,40,99,46,114,1,RO-has_causative_agent,903990,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease,gluten,coeliac disease
503336081,7/15/2014 21:51:57,,1323858609,7/15/2014 21:51:29,neodev,1,11087793,GBR,K6,Southsea,82.24.115.185,40,99,,,46,114,GLUTEN,COELIAC DISEASE,GLUTEN challenge,40-47,99-107,COELIAC DISEASE,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease.,40,99 107,40,99,46,114,1,RO-has_causative_agent,903990,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease,gluten,coeliac disease
503336081,7/15/2014 21:58:53,,1323861512,7/15/2014 21:58:35,pedtoclick,1,20864559,GBR,B8,Bromley,213.106.94.78,40,99,,,46,114,GLUTEN,COELIAC DISEASE,GLUTEN,40,99-107,COELIAC DISEASE,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease.,40,99 107,40,99,46,114,1,RO-has_causative_agent,903990,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease,gluten,coeliac disease
503336081,7/15/2014 22:28:57,,1323875257,7/15/2014 22:28:44,clixsense,1,23585686,GBR,H9,London,31.51.221.173,40,99,,,46,114,GLUTEN,COELIAC DISEASE,GLUTEN coeliac disease,40-99-107,99-107,COELIAC DISEASE,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease.,40,99 107,40,99,46,114,1,RO-has_causative_agent,903990,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3-month gluten challenge (as described above) excludes coeliac disease,gluten,coeliac disease
