_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,b1,b2,confirmids1,confirmids2,e1,e2,factor1,factor2,firstfactor,saveselectionids1,saveselectionids2,secondfactor,sentence,wordid1,wordid2,orig_b1,orig_b2,baseline-decision,orig_e1,orig_e2,relation,sent_id,orig_sentence,term1,term2
724993699,5/22/2015 17:02:54,1641428411,5/22/2015 17:02:03,false,instagc,1,24252915,GBR,K6,Southsea,80.44.194.25,81,178,,,92,194,OPTIC NERVE,OPTIC NEUROPATHY,OPTIC NERVE,81-87,170-178-184-161,adjacent retina OPTIC NEUROPATHY,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve.,81 87,178 184,81,178,-1,92,194,TWrex-cause,802186,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve,optic nerve,optic neuropathy
724993699,5/22/2015 17:09:11,1641432192,5/22/2015 17:08:26,false,points4rewards,1,28703583,USA,,,97.73.84.132,81,178,,,92,194,OPTIC NERVE,OPTIC NEUROPATHY,Optic nerve coloboma OPTIC NERVE,19-25-31-81-87,19-25-31-178-184,Optic nerve coloboma OPTIC NEUROPATHY,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve.,81 87,178 184,81,178,-1,92,194,TWrex-cause,802186,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve,optic nerve,optic neuropathy
724993699,5/22/2015 17:10:53,1641433440,5/22/2015 17:09:54,false,gifthunterclub,1,24043308,GBR,,,94.102.147.250,81,178,,,92,194,OPTIC NERVE,OPTIC NEUROPATHY,OPTIC NERVE,81-87,170-178-184,retina OPTIC NEUROPATHY,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve.,81 87,178 184,81,178,-1,92,194,TWrex-cause,802186,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve,optic nerve,optic neuropathy
724993699,5/22/2015 17:12:14,1641434346,5/22/2015 17:11:23,false,clixsense,1,22947672,GBR,,,88.144.127.68,81,178,,,92,194,OPTIC NERVE,OPTIC NEUROPATHY,OPTIC NERVE,81-87,178-184,OPTIC NEUROPATHY,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve.,81 87,178 184,81,178,-1,92,194,TWrex-cause,802186,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve,optic nerve,optic neuropathy
724993699,5/22/2015 17:15:10,1641436330,5/22/2015 17:14:43,false,elite,1,32610458,CAN,ON,Thunder Bay,216.211.18.206,81,178,,,92,194,OPTIC NERVE,OPTIC NEUROPATHY,OPTIC NERVE,81-87,178-184,OPTIC NEUROPATHY,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve.,81 87,178 184,81,178,-1,92,194,TWrex-cause,802186,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve,optic nerve,optic neuropathy
724993699,5/22/2015 17:18:35,1641438600,5/22/2015 17:18:14,false,instagc,1,30326470,USA,CA,Santee,99.44.37.73,81,178,,,92,194,OPTIC NERVE,OPTIC NEUROPATHY,OPTIC NERVE,81-87,170-178-184,retina OPTIC NEUROPATHY,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve.,81 87,178 184,81,178,-1,92,194,TWrex-cause,802186,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve,optic nerve,optic neuropathy
724993699,5/22/2015 17:19:06,1641438937,5/22/2015 17:18:41,false,clixsense,1,30681826,GBR,I3,Rochester,86.163.150.232,81,178,,,92,194,OPTIC NERVE,OPTIC NEUROPATHY,OPTIC NERVE,81-87,178-184-170,retina OPTIC NEUROPATHY,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve.,81 87,178 184,81,178,-1,92,194,TWrex-cause,802186,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve,optic nerve,optic neuropathy
724993699,5/22/2015 17:19:51,1641439464,5/22/2015 17:19:26,false,points4rewards,1,20113482,USA,OR,Portland,67.213.218.72,81,178,,,92,194,OPTIC NERVE,OPTIC NEUROPATHY,OPTIC NERVE,81-87,170-178-184,retina OPTIC NEUROPATHY,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve.,81 87,178 184,81,178,-1,92,194,TWrex-cause,802186,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve,optic nerve,optic neuropathy
724993699,5/22/2015 17:24:00,1641442072,5/22/2015 17:23:42,false,sharecashgpt,1,28627999,CAN,ON,Sudbury,66.103.55.12,81,178,,,92,194,OPTIC NERVE,OPTIC NEUROPATHY,OPTIC NERVE,81-87,170-178-184,retina OPTIC NEUROPATHY,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve.,81 87,178 184,81,178,-1,92,194,TWrex-cause,802186,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve,optic nerve,optic neuropathy
724993699,5/22/2015 17:25:44,1641442974,5/22/2015 17:24:38,false,clixsense,1,10798016,GBR,C7,Coventry,86.24.245.191,81,178,,,92,194,OPTIC NERVE,OPTIC NEUROPATHY,A congenitally missing portion of the OPTIC NERVE which may be associated with a corresponding missing portion of the adjacent retina Optic neuropathy Damage due to a disease of the optic nerve.,43-45-58-66-74-77-81-87-93-99-103-106-117-122-124-138-146-154-157-161-170-178-184-198-205-209-212-214-222-225-229-235,43-45-58-66-74-77-81-87-93-99-103-106-117-122-124-138-146-154-157-161-170-178-184-198-205-209-212-214-222-225-229-235,A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina OPTIC NEUROPATHY Damage due to a disease of the optic nerve.,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve.,81 87,178 184,81,178,-1,92,194,TWrex-cause,802186,of the nerve head  Optic nerve coloboma  - A congenitally missing portion of the optic nerve which may be associated with a corresponding missing portion of the adjacent retina  Optic neuropathy  - Damage due to a disease of the optic nerve,optic nerve,optic neuropathy
