_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,b1,b2,confirmids1,confirmids2,e1,e2,factor1,factor2,firstfactor,saveselectionids1,saveselectionids2,secondfactor,sentence,wordid1,wordid2,orig_b1,orig_b2,baseline-decision,orig_e1,orig_e2,relation,sent_id,orig_sentence,term1,term2
718413277,5/11/2015 14:07:54,1634080660,5/11/2015 14:07:42,false,dailyrewardsca,1,32438879,CAN,NL,Mount Pearl,47.54.197.0,129,91,,,138,102,INFECTION,CEFTAZIDIME,urinary tract INFECTION.,115-123-129,91,CEFTAZIDIME,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection.",129,91,129,91,-1,138,102,TWrex-cause,804017,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection",infection,ceftazidime
718413277,5/11/2015 14:24:37,1634093252,5/11/2015 14:24:21,false,neodev,1,18881135,CAN,ON,Ajax,99.243.87.224,129,91,,,138,102,INFECTION,CEFTAZIDIME,urinary tract INFECTION.,115-123-129,91-103,CEFTAZIDIME therapy,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection.",129,91,129,91,-1,138,102,TWrex-cause,804017,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection",infection,ceftazidime
718413277,5/11/2015 14:31:20,1634096581,5/11/2015 14:31:03,false,clixsense,1,10032240,USA,FL,Naples,76.101.211.223,129,91,,,138,102,INFECTION,CEFTAZIDIME,urinary tract INFECTION.,115-123-129,91,CEFTAZIDIME,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection.",129,91,129,91,-1,138,102,TWrex-cause,804017,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection",infection,ceftazidime
718413277,5/11/2015 14:32:53,1634097328,5/11/2015 14:31:54,false,prodege,1,2145087,USA,NY,New York,107.107.63.225,129,91,,,138,102,INFECTION,CEFTAZIDIME,urinary tract INFECTION.,115-123-129,91,CEFTAZIDIME,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection.",129,91,129,91,-1,138,102,TWrex-cause,804017,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection",infection,ceftazidime
718413277,5/11/2015 14:35:39,1634098508,5/11/2015 14:35:23,false,clixsense,1,30681826,GBR,I3,Rochester,86.163.150.232,129,91,,,138,102,INFECTION,CEFTAZIDIME,INFECTION.,129,91,CEFTAZIDIME,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection.",129,91,129,91,-1,138,102,TWrex-cause,804017,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection",infection,ceftazidime
718413277,5/11/2015 14:50:59,1634104328,5/11/2015 14:50:16,false,meprizescf,1,20102110,USA,TX,Dallas,71.21.217.183,129,91,,,138,102,INFECTION,CEFTAZIDIME,urinary tract INFECTION.,115-123-129,91-103,CEFTAZIDIME therapy,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection.",129,91,129,91,-1,138,102,TWrex-cause,804017,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection",infection,ceftazidime
718413277,5/11/2015 15:09:39,1634112245,5/11/2015 15:09:09,false,sharecashgpt,1,28627999,CAN,ON,Sudbury,66.103.55.12,129,91,,,138,102,INFECTION,CEFTAZIDIME,urinary tract INFECTION.,115-123-129,91,CEFTAZIDIME,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection.",129,91,129,91,-1,138,102,TWrex-cause,804017,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection",infection,ceftazidime
718413277,5/11/2015 15:39:04,1634123624,5/11/2015 15:38:55,false,clixsense,1,6417722,USA,MI,Taylor,99.170.106.105,129,91,,,138,102,INFECTION,CEFTAZIDIME,urinary tract INFECTION.,115-123-129,78-87-91,cefepime and CEFTAZIDIME,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection.",129,91,129,91,-1,138,102,TWrex-cause,804017,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection",infection,ceftazidime
718413277,5/11/2015 15:43:06,1634124899,5/11/2015 15:42:55,false,clixsense,1,32549163,CAN,MB,Winnipeg,206.45.167.246,129,91,,,138,102,INFECTION,CEFTAZIDIME,urinary tract INFECTION.,115-123-129,91,CEFTAZIDIME,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection.",129,91,129,91,-1,138,102,TWrex-cause,804017,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection",infection,ceftazidime
718413277,5/11/2015 15:55:32,1634129074,5/11/2015 15:54:31,false,instagc,1,30398579,USA,MA,Winchendon,73.38.174.116,129,91,,,138,102,INFECTION,CEFTAZIDIME,cefepime ceftazidime therapy urinary tract INFECTION.,78-91-115-123-129-103,78-91-103-115-123-129,cefepime CEFTAZIDIME therapy urinary tract infection.,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection.",129,91,129,91,-1,138,102,TWrex-cause,804017,"Preheim LC, Childs SJ, Rajfer J et al. Randomized, double-blind comparison of cefepime and ceftazidime therapy for urinary tract infection",infection,ceftazidime
718413278,5/11/2015 12:59:43,1634050298,5/11/2015 12:59:19,false,onestopgpt,1,21275875,CAN,ON,Hamilton,24.36.121.10,83,9,,,95,11,HYPERTENSION,PC,HYPERTENSION.,83,9-0,"Gotzsche PC,","Gotzsche PC, Safar M, Helgeland A. Enalapril, atenolol, and hydrochlorothiazide in hypertension.",83,9,83,9,1,95,11,TWrex-cause,812618,"Gotzsche PC, Safar M, Helgeland A. Enalapril, atenolol, and hydrochlorothiazide in hypertension",hypertension,pc
