_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,b1,b2,confirmids1,confirmids2,e1,e2,factor1,factor2,firstfactor,saveselectionids1,saveselectionids2,secondfactor,sentence,wordid1,wordid2,orig_b1,orig_b2,orig_e1,orig_e2,expertdecision,relation,sent_id,orig_sentence,term1,term2
502805246,7/13/2014 11:30:00,,1321838201,7/13/2014 11:29:55,neodev,1,17610000,GBR,I2,Manchester,90.200.140.201,59,104,,,71,114,TUBERCULOSIS,TUBERCULIN,"knwon exposure to TUBERCULOSIS, two positive responses USDA",41-47-56-59-73-77-86-99,86-96-99-104-115-120-133-77,positive responses to USDA TUBERCULIN were demonstrated and,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD.",59,104,59,104,71,114,1,RO-may_diagnose,906772,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD",tuberculosis,tuberculin
502805246,7/13/2014 11:40:15,,1321842157,7/13/2014 11:40:01,instagc,1,24252915,GBR,B7,Bristol,77.98.139.82,59,104,,,71,114,TUBERCULOSIS,TUBERCULIN,"TUBERCULOSIS,",59,99-104,USDA TUBERCULIN,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD.",59,104,59,104,71,114,1,RO-may_diagnose,906772,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD",tuberculosis,tuberculin
502805246,7/13/2014 11:43:24,,1321843559,7/13/2014 11:43:10,gifthulk,1,22552178,AUS,05,Adelaide,121.45.89.85,59,104,,,71,114,TUBERCULOSIS,TUBERCULIN,"TUBERCULOSIS,",59,104,TUBERCULIN,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD.",59,104,59,104,71,114,1,RO-may_diagnose,906772,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD",tuberculosis,tuberculin
502805246,7/13/2014 11:44:35,,1321843985,7/13/2014 11:44:27,clixsense,1,24763049,GBR,"","",86.133.47.213,59,104,,,71,114,TUBERCULOSIS,TUBERCULIN,"knwon exposure to TUBERCULOSIS, two positive responses",41-47-56-59-73-77-86,86-96-99-104-115-120-133,responses to USDA TUBERCULIN were demonstrated and,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD.",59,104,59,104,71,114,1,RO-may_diagnose,906772,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD",tuberculosis,tuberculin
502805246,7/13/2014 11:52:38,,1321846995,7/13/2014 11:52:36,prodege,1.0,12944140,GBR,I4,Mitcham,92.21.66.102,59,104,,,71,114,TUBERCULOSIS,TUBERCULIN,"knwon exposure to TUBERCULOSIS, two positive responses",41-47-56-59-73-77-86,86-96-99-104-115-120-133,responses to USDA TUBERCULIN were demonstrated and,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD.",59,104,59,104,71,114,1,RO-may_diagnose,906772,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD",tuberculosis,tuberculin
502805246,7/13/2014 11:53:14,,1321847217,7/13/2014 11:52:59,tremorgames,1,26860817,NLD,06,Boxmeer,84.29.157.221,59,104,,,71,114,TUBERCULOSIS,TUBERCULIN,"TUBERCULOSIS,",59,104,TUBERCULIN,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD.",59,104,59,104,71,114,1,RO-may_diagnose,906772,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD",tuberculosis,tuberculin
502805246,7/13/2014 11:59:04,,1321849442,7/13/2014 11:58:34,prodege,1.0,27934334,GBR,E4,Loughton,86.162.38.12,59,104,,,71,114,TUBERCULOSIS,TUBERCULIN,"TUBERCULOSIS,",59,99-104,USDA TUBERCULIN,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD.",59,104,59,104,71,114,1,RO-may_diagnose,906772,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD",tuberculosis,tuberculin
502805246,7/13/2014 11:59:33,,1321849649,7/13/2014 11:59:22,clixsense,1.0,27871219,NLD,07,Amsterdam,87.210.207.223,59,104,,,71,114,TUBERCULOSIS,TUBERCULIN,"TUBERCULOSIS,",59,99-104,USDA TUBERCULIN,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD.",59,104,59,104,71,114,1,RO-may_diagnose,906772,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD",tuberculosis,tuberculin
502805246,7/13/2014 12:00:55,,1321850234,7/13/2014 12:00:35,sendearnings,1.0,11896941,USA,FL,Seminole,97.106.105.251,59,104,,,71,114,TUBERCULOSIS,TUBERCULIN,"exposure to TUBERCULOSIS,",47-56-59,104,TUBERCULIN,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD.",59,104,59,104,71,114,1,RO-may_diagnose,906772,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD",tuberculosis,tuberculin
502805246,7/13/2014 12:02:50,,1321850930,7/13/2014 12:02:38,neodev,1,18755947,GBR,H2,Accrington,80.47.185.52,59,104,,,71,114,TUBERCULOSIS,TUBERCULIN,"TUBERCULOSIS,",59,99-104,USDA TUBERCULIN,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD.",59,104,59,104,71,114,1,RO-may_diagnose,906772,"In a comparison group of 70 dogs without knwon exposure to tuberculosis, two positive responses to USDA tuberculin were demonstrated and none to PPD",tuberculosis,tuberculin
502805247,7/13/2014 11:37:28,,1321841100,7/13/2014 11:37:12,eup_slw,1.0,21338859,GBR,K6,Portsmouth,86.6.113.168,188,116,,,203,130,THROMBOCYTHEMIA,THROMBOCYTOSIS,bone marrow (THROMBOCYTHEMIA.,175-180-187,115,(THROMBOCYTOSIS),Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia.,,,188,116,203,130,-1,RO-has_definitional_manifestation,904548,Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia,thrombocythemia,thrombocytosis
502805247,7/13/2014 11:39:01,,1321841704,7/13/2014 11:38:37,instagc,1.0,24252915,GBR,B7,Bristol,77.98.139.82,188,116,,,203,130,THROMBOCYTHEMIA,THROMBOCYTOSIS,(THROMBOCYTHEMIA.,187,115,(THROMBOCYTOSIS),Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia.,,,188,116,203,130,-1,RO-has_definitional_manifestation,904548,Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia,thrombocythemia,thrombocytosis
502805247,7/13/2014 11:39:12,,1321841790,7/13/2014 11:38:41,clixsense,1.0,27969116,NLD,04,Veendam,185.12.216.74,188,116,,,203,130,THROMBOCYTHEMIA,THROMBOCYTOSIS,primary disorder bone marrow (THROMBOCYTHEMIA.,159-175-180-187-151,95-104-115,systemic conditions (THROMBOCYTOSIS),Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia.,,,188,116,203,130,-1,RO-has_definitional_manifestation,904548,Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia,thrombocythemia,thrombocytosis
502805247,7/13/2014 11:41:31,,1321842732,7/13/2014 11:41:23,clixsense,1.0,24763049,GBR,"","",86.133.47.213,188,116,,,203,130,THROMBOCYTHEMIA,THROMBOCYTOSIS,bone marrow (THROMBOCYTHEMIA.,175-180-187,95-104-115-132-135-139,systemic conditions (THROMBOCYTOSIS) or may represent,Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia.,,,188,116,203,130,-1,RO-has_definitional_manifestation,904548,Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia,thrombocythemia,thrombocytosis
502805247,7/13/2014 11:57:27,,1321848792,7/13/2014 11:56:48,vivatic,1.0,25451531,GBR,"","",83.67.28.193,188,116,,,203,130,THROMBOCYTHEMIA,THROMBOCYTOSIS,(THROMBOCYTHEMIA.,187,115,(THROMBOCYTOSIS),Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia.,,,188,116,203,130,-1,RO-has_definitional_manifestation,904548,Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia,thrombocythemia,thrombocytosis
502805247,7/13/2014 12:01:37,,1321850491,7/13/2014 12:00:43,clixsense,1.0,8769423,AUS,06,Launceston,121.223.145.102,188,116,,,203,130,THROMBOCYTHEMIA,THROMBOCYTOSIS,bone marrow (THROMBOCYTHEMIA.,175-180-187,115,(THROMBOCYTOSIS),Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia.,,,188,116,203,130,-1,RO-has_definitional_manifestation,904548,Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia,thrombocythemia,thrombocytosis
502805247,7/13/2014 12:01:46,,1321850516,7/13/2014 12:01:34,neodev,1.0,18755947,GBR,H2,Accrington,80.47.185.52,188,116,,,203,130,THROMBOCYTHEMIA,THROMBOCYTOSIS,(THROMBOCYTHEMIA.,187,115,(THROMBOCYTOSIS),Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia.,,,188,116,203,130,-1,RO-has_definitional_manifestation,904548,Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia,thrombocythemia,thrombocytosis
502805247,7/13/2014 12:03:52,,1321851244,7/13/2014 12:03:36,instagc,1.0,13763729,USA,"","",75.182.89.225,188,116,,,203,130,THROMBOCYTHEMIA,THROMBOCYTOSIS,(THROMBOCYTHEMIA.,187,115,(THROMBOCYTOSIS),Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia.,,,188,116,203,130,-1,RO-has_definitional_manifestation,904548,Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia,thrombocythemia,thrombocytosis
502805247,7/13/2014 12:05:03,,1321851629,7/13/2014 12:04:51,neodev,1.0,18517457,GBR,"","",86.29.147.112,188,116,,,203,130,THROMBOCYTHEMIA,THROMBOCYTOSIS,(THROMBOCYTHEMIA.,187,115,(THROMBOCYTOSIS),Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia.,,,188,116,203,130,-1,RO-has_definitional_manifestation,904548,Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia,thrombocythemia,thrombocytosis
502805247,7/13/2014 12:06:14,,1321852077,7/13/2014 12:05:47,prodege,1.0,27934334,GBR,E4,Loughton,86.162.38.12,188,116,,,203,130,THROMBOCYTHEMIA,THROMBOCYTOSIS,(THROMBOCYTHEMIA.,187,115,(THROMBOCYTOSIS),Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia.,,,188,116,203,130,-1,RO-has_definitional_manifestation,904548,Elevated platelet counts may be encountered as a reactive phenomenon secondary to a variety of systemic conditions (thrombocytosis) or may represent a primary disorder of the bone marrow (thrombocythemia,thrombocythemia,thrombocytosis
502805248,7/13/2014 11:31:12,,1321838678,7/13/2014 11:31:05,neodev,1.0,17610000,GBR,I2,Manchester,90.200.140.201,148,110,,,167,120,NEURAL TUBE DEFECTS,FOLIC ACID,which the risk of NEURAL TUBE DEFECTS.,136-140-145-148-155-160-122,96-99-104-110-116-122-128-136-86,"even it does (e.g. FOLIC ACID, which reduces the","At the same time, regulations may forbid claims that a food product prevents disease, even when it does (e.g. folic acid, which reduces the risk of neural tube defects.",148 155 160,110 116,148,110,167,120,1,RO-may_prevent,907227,"At the same time, regulations may forbid claims that a food product prevents disease, even when it does (e.g. folic acid, which reduces the risk of neural tube defects",neural tube defects,folic acid
502805248,7/13/2014 11:38:51,,1321841652,7/13/2014 11:38:37,eup_slw,1.0,21338859,GBR,K6,Portsmouth,86.6.113.168,148,110,,,167,120,NEURAL TUBE DEFECTS,FOLIC ACID,NEURAL TUBE DEFECTS.,148-155-160,110-116,"FOLIC ACID,","At the same time, regulations may forbid claims that a food product prevents disease, even when it does (e.g. folic acid, which reduces the risk of neural tube defects.",148 155 160,110 116,148,110,167,120,1,RO-may_prevent,907227,"At the same time, regulations may forbid claims that a food product prevents disease, even when it does (e.g. folic acid, which reduces the risk of neural tube defects",neural tube defects,folic acid
502805248,7/13/2014 11:41:00,,1321842526,7/13/2014 11:40:37,clixsense,1.0,27969116,NLD,04,Veendam,185.12.216.74,148,110,,,167,120,NEURAL TUBE DEFECTS,FOLIC ACID,NEURAL TUBE DEFECTS.,148-155-160,110-116-148-155-160,"FOLIC ACID, neural tube defects.","At the same time, regulations may forbid claims that a food product prevents disease, even when it does (e.g. folic acid, which reduces the risk of neural tube defects.",148 155 160,110 116,148,110,167,120,1,RO-may_prevent,907227,"At the same time, regulations may forbid claims that a food product prevents disease, even when it does (e.g. folic acid, which reduces the risk of neural tube defects",neural tube defects,folic acid
