_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,b1,b2,confirmids1,confirmids2,e1,e2,factor1,factor2,firstfactor,saveselectionids1,saveselectionids2,secondfactor,sentence,wordid1,wordid2,orig_b1,orig_b2,baseline-decision,orig_e1,orig_e2,relation,sent_id,orig_sentence,term1,term2
725343038,5/24/2015 14:38:07,1642638086,5/24/2015 14:37:44,false,clixsense,1,30544555,USA,TX,Longview,208.180.9.42,149,48,,,164,51,LYMPHADENOPATHY,CLL,Symptoms Signs Onset insidious; CLL evaluation of asymptomatic LYMPHADENOPATHY.,0-13-20-37-122-133-136-149-48,26-29-37-48-52-55-61-71-122-133-136-149,is usually insidious; CLL is often diagnosed incidentally evaluation of asymptomatic lymphadenopathy.,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy.,149,48,149,48,1,164,51,TWrex-cause,813148,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy,lymphadenopathy,CLL
725343038,5/24/2015 14:44:20,1642639654,5/24/2015 14:43:59,false,sharecashgpt,1,28627999,CAN,ON,Sudbury,66.103.55.12,149,48,,,164,51,LYMPHADENOPATHY,CLL,asymptomatic LYMPHADENOPATHY.,136-149,48,CLL,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy.,149,48,149,48,1,164,51,TWrex-cause,813148,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy,lymphadenopathy,CLL
725343038,5/24/2015 14:50:29,1642641008,5/24/2015 14:50:07,false,clixsense,1,6363498,USA,GA,Fort Valley,23.125.3.6,149,48,,,164,51,LYMPHADENOPATHY,CLL,asymptomatic LYMPHADENOPATHY.,136-149,48,CLL,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy.,149,48,149,48,1,164,51,TWrex-cause,813148,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy,lymphadenopathy,CLL
725343038,5/24/2015 15:01:06,1642643110,5/24/2015 14:58:38,false,onestopgpt,1,21275875,CAN,ON,Hamilton,24.36.121.10,149,48,,,164,51,LYMPHADENOPATHY,CLL,asymptomatic LYMPHADENOPATHY.,136-149,48,CLL,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy.,149,48,149,48,1,164,51,TWrex-cause,813148,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy,lymphadenopathy,CLL
725343038,5/24/2015 15:20:10,1642646924,5/24/2015 15:19:56,false,neodev,1,32087449,USA,DE,,108.59.10.153,149,48,,,164,51,LYMPHADENOPATHY,CLL,asymptomatic LYMPHADENOPATHY.,136-149,37-48,insidious; CLL,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy.,149,48,149,48,1,164,51,TWrex-cause,813148,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy,lymphadenopathy,CLL
725343038,5/24/2015 15:22:52,1642647532,5/24/2015 15:22:06,false,points4rewards,1,28703583,USA,,,97.73.85.209,149,48,,,164,51,LYMPHADENOPATHY,CLL,CLL asymptomatic LYMPHADENOPATHY.,48-136-149,48-136-149,CLL asymptomatic lymphadenopathy.,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy.,149,48,149,48,1,164,51,TWrex-cause,813148,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy,lymphadenopathy,CLL
725343038,5/24/2015 15:26:00,1642648313,5/24/2015 15:25:34,false,clixsense,1,31579138,AUS,2,Hurstville,14.200.129.68,149,48,,,164,51,LYMPHADENOPATHY,CLL,asymptomatic LYMPHADENOPATHY.,136-149,48,CLL,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy.,149,48,149,48,1,164,51,TWrex-cause,813148,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy,lymphadenopathy,CLL
725343038,5/24/2015 15:31:38,1642649404,5/24/2015 15:31:26,false,meprizescf,1,31395940,USA,NY,Victor,72.230.179.20,149,48,,,164,51,LYMPHADENOPATHY,CLL,LYMPHADENOPATHY.,149,48,CLL,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy.,149,48,149,48,1,164,51,TWrex-cause,813148,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy,lymphadenopathy,CLL
725343038,5/24/2015 15:32:32,1642649634,5/24/2015 15:32:18,false,prodege,1,13300986,CAN,AB,Edmonton,68.150.40.134,149,48,,,164,51,LYMPHADENOPATHY,CLL,asymptomatic LYMPHADENOPATHY.,136-149,48,CLL,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy.,149,48,149,48,1,164,51,TWrex-cause,813148,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy,lymphadenopathy,CLL
725343038,5/24/2015 15:46:53,1642653337,5/24/2015 15:46:36,false,clixsense,1,10032240,USA,FL,Naples,76.101.211.223,149,48,,,164,51,LYMPHADENOPATHY,CLL,LYMPHADENOPATHY.,149,48,CLL,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy.,149,48,149,48,1,164,51,TWrex-cause,813148,Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of asymptomatic lymphadenopathy,lymphadenopathy,CLL
