_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,b1,b2,confirmids1,confirmids2,e1,e2,factor1,factor2,firstfactor,saveselectionids1,saveselectionids2,secondfactor,sentence,wordid1,wordid2,orig_b1,orig_b2,orig_e1,orig_e2,exp_decision,relation,sent_id,orig_sentence,term1,term2
788747770,9/15/2015 16:26:28,1738775714,9/15/2015 16:26:18,false,bitcoinget,1,21743413,USA,WA,Port Angeles,24.113.29.97,103,33,,,115,40,HYPOGLYCEMIA,GLUCOSE,HYPOGLYCEMIA.,103,33,GLUCOSE,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia.,103,33,103,33,115,40,-1,RO-may_treat,820090,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia,hypoglycemia,glucose
788747770,9/15/2015 16:31:26,1738777354,9/15/2015 16:31:09,false,instagc,1,18960682,GBR,U2,Annan,92.18.213.181,103,33,,,115,40,HYPOGLYCEMIA,GLUCOSE,HYPOGLYCEMIA.,103,27-33-41,blood GLUCOSE levels,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia.,103,33,103,33,115,40,-1,RO-may_treat,820090,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia,hypoglycemia,glucose
788747770,9/15/2015 16:37:14,1738779344,9/15/2015 16:37:00,false,elite,1,34356654,USA,DE,"",108.59.11.227,103,33,,,115,40,HYPOGLYCEMIA,GLUCOSE,after intensive exercise prevent or abort HYPOGLYCEMIA.,58-74-86-94-97-103-64,16-21-27-33-41-48-55-58-64-74-103,also check blood GLUCOSE levels before or after intensive exercise hypoglycemia.,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia.,103,33,103,33,115,40,-1,RO-may_treat,820090,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia,hypoglycemia,glucose
788747770,9/15/2015 16:39:33,1738780389,9/15/2015 16:38:26,false,elite,1,30312592,CAN,ON,Sudbury,66.103.55.12,103,33,,,115,40,HYPOGLYCEMIA,GLUCOSE,HYPOGLYCEMIA.,103,27-33-41,blood GLUCOSE levels,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia.,103,33,103,33,115,40,-1,RO-may_treat,820090,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia,hypoglycemia,glucose
788747770,9/15/2015 16:42:29,1738781952,9/15/2015 16:42:12,false,prodege,1,6309240,USA,CA,San Diego,108.178.173.218,103,33,,,115,40,HYPOGLYCEMIA,GLUCOSE,HYPOGLYCEMIA.,103,27-33-41-55,blood GLUCOSE levels or,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia.,103,33,103,33,115,40,-1,RO-may_treat,820090,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia,hypoglycemia,glucose
788747770,9/15/2015 16:46:11,1738784715,9/15/2015 16:45:08,false,clixsense,1,33878524,CAN,BC,Princeton,75.156.83.71,103,33,,,115,40,HYPOGLYCEMIA,GLUCOSE,HYPOGLYCEMIA.,103,27-33-41,blood GLUCOSE levels,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia.,103,33,103,33,115,40,-1,RO-may_treat,820090,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia,hypoglycemia,glucose
788747770,9/15/2015 16:47:19,1738785578,9/15/2015 16:47:07,false,neodev,1,30627835,GBR,D8,Bishop Auckland,217.44.84.223,103,33,,,115,40,HYPOGLYCEMIA,GLUCOSE,HYPOGLYCEMIA.,103,27-33-41,blood GLUCOSE levels,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia.,103,33,103,33,115,40,-1,RO-may_treat,820090,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia,hypoglycemia,glucose
788747770,9/15/2015 16:54:52,1738791960,9/15/2015 16:54:42,false,elite,1,33798502,USA,VA,Manassas,207.244.77.3,103,33,,,115,40,HYPOGLYCEMIA,GLUCOSE,blood glucose intensive prevent or abort HYPOGLYCEMIA.,33-64-86-94-97-103-27,16-21-27-33-41-48-55-86-103,also check blood GLUCOSE levels before or prevent hypoglycemia.,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia.,103,33,103,33,115,40,-1,RO-may_treat,820090,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia,hypoglycemia,glucose
788747770,9/15/2015 16:55:42,1738792676,9/15/2015 16:54:54,false,instagc,1,26024737,GBR,H2,Preston,78.144.133.234,103,33,,,115,40,HYPOGLYCEMIA,GLUCOSE,HYPOGLYCEMIA.,103,33,GLUCOSE,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia.,103,33,103,33,115,40,-1,RO-may_treat,820090,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia,hypoglycemia,glucose
788747770,9/15/2015 17:10:54,1738807735,9/15/2015 17:10:41,false,zoombucks,1,4711962,CAN,ON,Markham,174.88.29.138,103,33,,,115,40,HYPOGLYCEMIA,GLUCOSE,intensive exercise to prevent or abort HYPOGLYCEMIA.,64-74-86-94-97-103-83,16-21-27-33-41-48-55-58-64-74,also check blood GLUCOSE levels before or after intensive exercise,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia.,103,33,103,33,115,40,-1,RO-may_treat,820090,Patients should also check blood glucose levels before or after intensive exercise to prevent or abort hypoglycemia,hypoglycemia,glucose
788747771,9/15/2015 17:23:06,1738814675,9/15/2015 17:22:49,false,gifthunterclub,1,29582088,GBR,I2,Manchester,2.99.153.19,106,23,,,119,30,HYPERGLYCEMIA,INSULIN,HYPERGLYCEMIA,106,23,INSULIN,"In contrast, the later insulin response was enhanced, probably mainly as a result of the higher degree of hyperglycemia induced in experiments with the drug.",106,23,106,23,119,30,-1,RO-may_treat,820111,"In contrast, the later insulin response was enhanced, probably mainly as a result of the higher degree of hyperglycemia induced in experiments with the drug",hyperglycemia,insulin
788747771,9/15/2015 18:09:42,1738879609,9/15/2015 18:09:17,false,neodev,1,14861092,GBR,V2,Glasgow,90.214.139.127,106,23,,,119,30,HYPERGLYCEMIA,INSULIN,HYPERGLYCEMIA,106,23,INSULIN,"In contrast, the later insulin response was enhanced, probably mainly as a result of the higher degree of hyperglycemia induced in experiments with the drug.",106,23,106,23,119,30,-1,RO-may_treat,820111,"In contrast, the later insulin response was enhanced, probably mainly as a result of the higher degree of hyperglycemia induced in experiments with the drug",hyperglycemia,insulin
788747771,9/15/2015 18:19:34,1738888569,9/15/2015 18:19:17,false,neodev,1,20306047,GBR,"","",80.41.0.252,106,23,,,119,30,HYPERGLYCEMIA,INSULIN,HYPERGLYCEMIA,106,23,INSULIN,"In contrast, the later insulin response was enhanced, probably mainly as a result of the higher degree of hyperglycemia induced in experiments with the drug.",106,23,106,23,119,30,-1,RO-may_treat,820111,"In contrast, the later insulin response was enhanced, probably mainly as a result of the higher degree of hyperglycemia induced in experiments with the drug",hyperglycemia,insulin
788747771,9/15/2015 18:25:24,1738892257,9/15/2015 18:25:10,false,instagc,1,31184650,USA,IA,Mason City,173.26.179.94,106,23,,,119,30,HYPERGLYCEMIA,INSULIN,HYPERGLYCEMIA,106,23,INSULIN,"In contrast, the later insulin response was enhanced, probably mainly as a result of the higher degree of hyperglycemia induced in experiments with the drug.",106,23,106,23,119,30,-1,RO-may_treat,820111,"In contrast, the later insulin response was enhanced, probably mainly as a result of the higher degree of hyperglycemia induced in experiments with the drug",hyperglycemia,insulin
