_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,b1,b2,confirmids1,confirmids2,e1,e2,factor1,factor2,firstfactor,saveselectionids1,saveselectionids2,secondfactor,sentence,wordid1,wordid2,orig_b1,orig_b2,orig_e1,orig_e2,exp_decision,relation,sent_id,orig_sentence,term1,term2
788862735,9/15/2015 22:58:42,1739068993,9/15/2015 22:58:13,false,fusioncash,1,31742806,USA,OH,Kent,66.61.82.242,103,25,,,109,37,ASTHMA,THEOPHYLLINE,ASTHMA,103,25-88,THEOPHYLLINE allopurinol,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline.,103,25,103,25,109,37,-1,RO-may_treat,820114,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline,asthma,theophylline
788862735,9/15/2015 23:54:44,1739086026,9/15/2015 23:54:23,false,clixsense,1,31304413,CAN,BC,Kelowna,66.183.36.177,103,25,,,109,37,ASTHMA,THEOPHYLLINE,ASTHMA,103,25,THEOPHYLLINE,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline.,103,25,103,25,109,37,-1,RO-may_treat,820114,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline,asthma,theophylline
788862735,9/15/2015 23:55:06,1739086113,9/15/2015 23:54:34,false,elite,1,33238902,NLD,06,Budel,77.248.148.5,103,25,,,109,37,ASTHMA,THEOPHYLLINE,administration of allopurinol in ASTHMA patients,85-88-100-103-110-70,25-38,THEOPHYLLINE ingestion,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline.,103,25,103,25,109,37,-1,RO-may_treat,820114,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline,asthma,theophylline
788862735,9/16/2015 00:14:59,1739091084,9/16/2015 00:14:31,false,clixsense,1,26531841,CAN,ON,Toronto,64.231.8.24,103,25,,,109,37,ASTHMA,THEOPHYLLINE,ASTHMA,103,25,THEOPHYLLINE,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline.,103,25,103,25,109,37,-1,RO-may_treat,820114,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline,asthma,theophylline
788862735,9/16/2015 00:29:59,1739094296,9/16/2015 00:29:40,false,instagc,1,31771119,USA,NY,Victor,72.230.179.20,103,25,,,109,37,ASTHMA,THEOPHYLLINE,ASTHMA,103,25,THEOPHYLLINE,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline.,103,25,103,25,109,37,-1,RO-may_treat,820114,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline,asthma,theophylline
788862735,9/16/2015 00:45:43,1739098192,9/16/2015 00:44:08,false,neodev,1,32114597,USA,"","",73.151.173.249,103,25,,,109,37,ASTHMA,THEOPHYLLINE,Excretory theophylline allopurinol ASTHMA rats existence metabolic pathways of theophylline.,0-25-88-103-126-143-162-172-184-181,0-25-70-88-103-110-126-131-143-156-162-172-184-181,Excretory THEOPHYLLINE administration allopurinol asthma patients rats suggest existence three metabolic pathways of theophylline.,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline.,103,25,103,25,109,37,-1,RO-may_treat,820114,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline,asthma,theophylline
788862735,9/16/2015 01:16:58,1739113043,9/16/2015 01:15:58,false,clixsense,1,20587495,CAN,NB,Saint John,142.162.106.74,103,25,,,109,37,ASTHMA,THEOPHYLLINE,Excretory theophylline in ASTHMA metabolic pathways theophylline.,0-25-100-103-162-184-172,0-10-25-38-88-103-110-162-172-184,Excretory patterns THEOPHYLLINE ingestion allopurinol asthma patients metabolic pathways theophylline.,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline.,103,25,103,25,109,37,-1,RO-may_treat,820114,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline,asthma,theophylline
788862735,9/16/2015 01:28:05,1739119746,9/16/2015 01:27:38,false,neodev,1,33739202,USA,MS,Madison,75.65.195.220,103,25,,,109,37,ASTHMA,THEOPHYLLINE,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in ASTHMA patients and in rats suggest the existence of three metabolic pathways theophylline.,0-10-19-25-38-48-55-59-66-70-85-88-100-103-110-119-123-126-131-139-143-153-156-162-172-184,0-10-19-25-38-48-55-59-66-70-85,Excretory patterns after THEOPHYLLINE ingestion before and during the administration of,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline.,103,25,103,25,109,37,-1,RO-may_treat,820114,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline,asthma,theophylline
788862735,9/16/2015 01:28:46,1739120032,9/16/2015 01:28:03,false,points4rewards,1,20306700,USA,WA,Bothell,50.106.46.70,103,25,,,109,37,ASTHMA,THEOPHYLLINE,Excretory patterns ingestion ASTHMA,0-10-38-103,0-10-19-25-38,Excretory patterns after THEOPHYLLINE ingestion,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline.,103,25,103,25,109,37,-1,RO-may_treat,820114,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline,asthma,theophylline
788862735,9/16/2015 01:37:24,1739127103,9/16/2015 01:36:43,false,prodege,1,10959404,USA,CA,Studio City,108.217.110.104,103,25,,,109,37,ASTHMA,THEOPHYLLINE,ASTHMA,103,25,THEOPHYLLINE,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline.,103,25,103,25,109,37,-1,RO-may_treat,820114,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in asthma patients and in rats suggest the existence of three metabolic pathways of theophylline,asthma,theophylline
