_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,relations,step_1_select_the_valid_relations,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,e1,e2,expertdecision,relation,sent_id,sentence,term1,term2
497934019,7/3/2014 23:58:41,,1314450171,7/3/2014 23:58:26,clixsense,1,27871219,NLD,07,Amsterdam,87.210.207.223,[SYMPTOM],[SYMPTOM],characterized by,N/A,78,0,90,23,1,RO-disease_may_have_finding,902642,HEMOPHAGOCYTIC SYNDROME (HPS) is a life-threatening disorder characterized by PANCYTOPENIA and activation of macrophages,PANCYTOPENIA,HEMOPHAGOCYTIC SYNDROME
497934019,7/4/2014 00:00:55,,1314451568,7/4/2014 00:00:31,bitcoinget,1,23510223,GBR,H9,London,86.171.91.238,[MANIFESTATION],[MANIFESTATION],characterized by,N/A,78,0,90,23,1,RO-disease_may_have_finding,902642,HEMOPHAGOCYTIC SYNDROME (HPS) is a life-threatening disorder characterized by PANCYTOPENIA and activation of macrophages,PANCYTOPENIA,HEMOPHAGOCYTIC SYNDROME
497934019,7/4/2014 00:16:18,,1314459551,7/4/2014 00:16:07,fepcrowdflower,1,17940235,GBR,X5,Cardiff,176.252.22.6,[SYMPTOM],[SYMPTOM],characterized,N/A,78,0,90,23,1,RO-disease_may_have_finding,902642,HEMOPHAGOCYTIC SYNDROME (HPS) is a life-threatening disorder characterized by PANCYTOPENIA and activation of macrophages,PANCYTOPENIA,HEMOPHAGOCYTIC SYNDROME
497934019,7/4/2014 01:20:23,,1314493312,7/4/2014 01:20:04,clixsense,1,17950689,GBR,X5,Cardiff,89.168.38.216,[PREVENTS],[PREVENTS],PANCYTOPENIA,NONE,78,0,90,23,1,RO-disease_may_have_finding,902642,HEMOPHAGOCYTIC SYNDROME (HPS) is a life-threatening disorder characterized by PANCYTOPENIA and activation of macrophages,PANCYTOPENIA,HEMOPHAGOCYTIC SYNDROME
497934019,7/4/2014 01:47:47,,1314510512,7/4/2014 01:47:16,instagc,1,23149109,USA,NC,Durham,75.189.206.205,[SYMPTOM],[SYMPTOM],HEMOPHAGOCYTIC SYNDROME disorder characterized by PANCYTOPENIA,N/A,78,0,90,23,1,RO-disease_may_have_finding,902642,HEMOPHAGOCYTIC SYNDROME (HPS) is a life-threatening disorder characterized by PANCYTOPENIA and activation of macrophages,PANCYTOPENIA,HEMOPHAGOCYTIC SYNDROME
497934019,7/4/2014 02:07:18,,1314523865,7/4/2014 02:06:55,instagc,1,18531561,CAN,ON,Mississauga,99.229.185.45,[SYMPTOM],[SYMPTOM],characterized by,n/a,78,0,90,23,1,RO-disease_may_have_finding,902642,HEMOPHAGOCYTIC SYNDROME (HPS) is a life-threatening disorder characterized by PANCYTOPENIA and activation of macrophages,PANCYTOPENIA,HEMOPHAGOCYTIC SYNDROME
497934019,7/4/2014 03:01:03,,1314553363,7/4/2014 03:00:03,instagc,1,19686223,CAN,BC,Surrey,154.20.153.229,[IS_A],[IS_A],HEMOPHAGOCYTIC SYNDROME is a life-threatening disorder,N/A,78,0,90,23,1,RO-disease_may_have_finding,902642,HEMOPHAGOCYTIC SYNDROME (HPS) is a life-threatening disorder characterized by PANCYTOPENIA and activation of macrophages,PANCYTOPENIA,HEMOPHAGOCYTIC SYNDROME
497934019,7/4/2014 03:39:28,,1314570690,7/4/2014 03:38:58,zoombucks,1,5919735,USA,PA,Lansdale,96.245.83.248,[MANIFESTATION],[MANIFESTATION],characterized,N/A,78,0,90,23,1,RO-disease_may_have_finding,902642,HEMOPHAGOCYTIC SYNDROME (HPS) is a life-threatening disorder characterized by PANCYTOPENIA and activation of macrophages,PANCYTOPENIA,HEMOPHAGOCYTIC SYNDROME
497934019,7/4/2014 04:12:25,,1314584423,7/4/2014 04:11:41,rewardsspot,1,24482174,GBR,H9,London,46.23.68.180,[SYMPTOM],[SYMPTOM],HEMOPHAGOCYTIC SYNDROME (HPS) PANCYTOPENIA,n/a,78,0,90,23,1,RO-disease_may_have_finding,902642,HEMOPHAGOCYTIC SYNDROME (HPS) is a life-threatening disorder characterized by PANCYTOPENIA and activation of macrophages,PANCYTOPENIA,HEMOPHAGOCYTIC SYNDROME
497934019,7/4/2014 05:19:43,,1314615569,7/4/2014 05:19:01,tremorgames,1,25257192,CAN,ON,North York,207.188.64.245,[SYMPTOM] [ASSOCIATED_WITH],"[SYMPTOM]
[ASSOCIATED_WITH]",HEMOPHAGOCYTIC SYNDROME (HPS) is a life-threatening disorder characterized by PANCYTOPENIA,N/A,78,0,90,23,1,RO-disease_may_have_finding,902642,HEMOPHAGOCYTIC SYNDROME (HPS) is a life-threatening disorder characterized by PANCYTOPENIA and activation of macrophages,PANCYTOPENIA,HEMOPHAGOCYTIC SYNDROME
497934019,7/4/2014 05:29:43,,1314619605,7/4/2014 05:28:59,rewardsspot,1,17763704,USA,IL,Chicago,67.212.175.123,[SYMPTOM],[SYMPTOM],HEMOPHAGOCYTIC SYNDROME (HPS) PANCYTOPENIA,n/a,78,0,90,23,1,RO-disease_may_have_finding,902642,HEMOPHAGOCYTIC SYNDROME (HPS) is a life-threatening disorder characterized by PANCYTOPENIA and activation of macrophages,PANCYTOPENIA,HEMOPHAGOCYTIC SYNDROME
497934019,7/4/2014 06:47:21,,1314654089,7/4/2014 06:46:39,clixsense,1,19162475,GBR,M3,Frome,82.33.126.30,[SYMPTOM] [ASSOCIATED_WITH],"[SYMPTOM]
[ASSOCIATED_WITH]",characterized by,n/a,78,0,90,23,1,RO-disease_may_have_finding,902642,HEMOPHAGOCYTIC SYNDROME (HPS) is a life-threatening disorder characterized by PANCYTOPENIA and activation of macrophages,PANCYTOPENIA,HEMOPHAGOCYTIC SYNDROME
497934019,7/4/2014 07:13:03,,1314669876,7/4/2014 07:12:48,neodev,1,18517457,GBR,"","",86.29.55.201,[MANIFESTATION] [SYMPTOM],"[SYMPTOM]
[MANIFESTATION]",characterized by,N/a,78,0,90,23,1,RO-disease_may_have_finding,902642,HEMOPHAGOCYTIC SYNDROME (HPS) is a life-threatening disorder characterized by PANCYTOPENIA and activation of macrophages,PANCYTOPENIA,HEMOPHAGOCYTIC SYNDROME
497934019,7/4/2014 07:28:51,,1314677875,7/4/2014 07:28:45,prodege,1,18960400,GBR,A2,Edgware,31.54.207.221,[MANIFESTATION],[MANIFESTATION],SYNDROME,dssdds,78,0,90,23,1,RO-disease_may_have_finding,902642,HEMOPHAGOCYTIC SYNDROME (HPS) is a life-threatening disorder characterized by PANCYTOPENIA and activation of macrophages,PANCYTOPENIA,HEMOPHAGOCYTIC SYNDROME
497934019,7/4/2014 07:50:31,,1314687627,7/4/2014 07:50:02,clixsense,1,10428985,GBR,M3,South Petherton,86.186.150.111,[MANIFESTATION],[MANIFESTATION],characterized,N/A,78,0,90,23,1,RO-disease_may_have_finding,902642,HEMOPHAGOCYTIC SYNDROME (HPS) is a life-threatening disorder characterized by PANCYTOPENIA and activation of macrophages,PANCYTOPENIA,HEMOPHAGOCYTIC SYNDROME
497934020,7/3/2014 23:25:12,,1314432090,7/3/2014 23:24:28,clixsense,1.0,27871219,NLD,07,Amsterdam,87.210.207.223,[MANIFESTATION] [SYMPTOM],"[SYMPTOM]
[MANIFESTATION]",in patients with,N/A,35,68,50,81,1,RO-disease_may_have_finding,902649,We do not recommend observation of SPLENIC RUPTURE in patients with MONONUCLEOSIS because of the danger of delayed hemorrhage,SPLENIC RUPTURE,MONONUCLEOSIS
497934020,7/3/2014 23:41:56,,1314441079,7/3/2014 23:40:49,instagc,1.0,18531561,CAN,ON,Mississauga,99.229.185.45,[MANIFESTATION],[MANIFESTATION],in patients with,n/a,35,68,50,81,1,RO-disease_may_have_finding,902649,We do not recommend observation of SPLENIC RUPTURE in patients with MONONUCLEOSIS because of the danger of delayed hemorrhage,SPLENIC RUPTURE,MONONUCLEOSIS
