_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,relations,step_1_select_the_valid_relations,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,baselinedec,e1,e2,rel-type,sent_id,sentence,term1,term2
788660702,9/15/2015 10:42:08,1738660341,9/15/2015 10:41:44,false,instagc,1,18960682,GBR,U2,Annan,92.18.213.181,[LOCATION],[LOCATION],appearing in,N/A,69,0,86,85,22,RO-may_treat,820127-FS1,CLINDAMYCIN RESISTANCE followed the expected pattern by appearing in A STRAIN OF STAPH,A STRAIN OF STAPH,CLINDAMYCIN RESISTANCE
788660702,9/15/2015 10:43:18,1738660637,9/15/2015 10:43:02,false,clixsense,1,19162475,GBR,P8,Trowbridge,82.33.126.30,[ASSOCIATED_WITH],[ASSOCIATED_WITH],expected pattern by,n/a,69,0,86,85,22,RO-may_treat,820127-FS1,CLINDAMYCIN RESISTANCE followed the expected pattern by appearing in A STRAIN OF STAPH,A STRAIN OF STAPH,CLINDAMYCIN RESISTANCE
788660702,9/15/2015 10:44:59,1738660983,9/15/2015 10:44:45,false,elite,1,33453990,USA,VA,Manassas,207.244.89.75,[ASSOCIATED_WITH],[ASSOCIATED_WITH],followed,N/A,69,0,86,85,22,RO-may_treat,820127-FS1,CLINDAMYCIN RESISTANCE followed the expected pattern by appearing in A STRAIN OF STAPH,A STRAIN OF STAPH,CLINDAMYCIN RESISTANCE
788660702,9/15/2015 10:51:38,1738662580,9/15/2015 10:50:52,false,clixsense,1,33115750,GBR,I3,Rochester,90.222.106.192,[DIAGNOSE_BY_TEST_OR_DRUG],[DIAGNOSE_BY_TEST_OR_DRUG],appearing,N/A,69,0,86,85,22,RO-may_treat,820127-FS1,CLINDAMYCIN RESISTANCE followed the expected pattern by appearing in A STRAIN OF STAPH,A STRAIN OF STAPH,CLINDAMYCIN RESISTANCE
788660702,9/15/2015 10:53:04,1738662908,9/15/2015 10:52:25,false,elite,1,34356654,USA,CA,San Jose,50.118.198.254,[TREATS],[TREATS],RESISTANCE,Treat,69,0,86,85,22,RO-may_treat,820127-FS1,CLINDAMYCIN RESISTANCE followed the expected pattern by appearing in A STRAIN OF STAPH,A STRAIN OF STAPH,CLINDAMYCIN RESISTANCE
788660702,9/15/2015 10:53:37,1738663038,9/15/2015 10:53:23,false,elite,1,30659551,USA,VA,Manassas,207.244.89.77,[SIDE_EFFECT],[SIDE_EFFECT],followed,N/A,69,0,86,85,22,RO-may_treat,820127-FS1,CLINDAMYCIN RESISTANCE followed the expected pattern by appearing in A STRAIN OF STAPH,A STRAIN OF STAPH,CLINDAMYCIN RESISTANCE
788660702,9/15/2015 10:56:41,1738663754,9/15/2015 10:56:01,false,prodege,1,22031444,GBR,M4,Southampton,2.98.205.228,[MANIFESTATION],[MANIFESTATION],appearing in,N/a,69,0,86,85,22,RO-may_treat,820127-FS1,CLINDAMYCIN RESISTANCE followed the expected pattern by appearing in A STRAIN OF STAPH,A STRAIN OF STAPH,CLINDAMYCIN RESISTANCE
788660702,9/15/2015 11:04:36,1738665450,9/15/2015 11:04:21,false,elite,1,30659615,USA,"","",162.250.145.234,[SIDE_EFFECT],[SIDE_EFFECT],followed,N/A,69,0,86,85,22,RO-may_treat,820127-FS1,CLINDAMYCIN RESISTANCE followed the expected pattern by appearing in A STRAIN OF STAPH,A STRAIN OF STAPH,CLINDAMYCIN RESISTANCE
788660702,9/15/2015 11:29:49,1738676749,9/15/2015 11:28:42,false,points4rewards,1,20113482,USA,PA,Philadelphia,162.208.49.45,[MANIFESTATION] [ASSOCIATED_WITH],"[MANIFESTATION]
[ASSOCIATED_WITH]",followed the expected pattern by,N/A,69,0,86,85,22,RO-may_treat,820127-FS1,CLINDAMYCIN RESISTANCE followed the expected pattern by appearing in A STRAIN OF STAPH,A STRAIN OF STAPH,CLINDAMYCIN RESISTANCE
788660702,9/15/2015 11:34:41,1738678877,9/15/2015 11:33:50,false,prodege,1,27934334,GBR,C8,Croydon,81.159.60.206,[ASSOCIATED_WITH] [LOCATION],"[LOCATION]
[ASSOCIATED_WITH]",appearing in,N/A,69,0,86,85,22,RO-may_treat,820127-FS1,CLINDAMYCIN RESISTANCE followed the expected pattern by appearing in A STRAIN OF STAPH,A STRAIN OF STAPH,CLINDAMYCIN RESISTANCE
