_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,relations,step_1_select_the_valid_relations,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,e1,e2,expdec,rel-type,sent_id,sentence,term1,term2
502929263,7/14/2014 16:52:40,,1322959572,7/14/2014 16:52:33,neodev,1,25224036,CAN,ON,Sudbury,67.204.218.187,[MANIFESTATION],[MANIFESTATION],disorder,N/A,337,251,352,258,1,RO-may_treat,907591-FS1,"30  Efficacy in the acute treatment of mood episodes has yet to be fully established,  31   but is considered a first line agent by the APA for the management of acute depressive episodes in patients with bipolar disorder   +    and an alternative to LITHIUM valproic acid, or divalproex in the management of patients with rapid cycling BIPOLAR DISORDER   +   , particularly in those with the bipolar 2 form of rapid cycling.",BIPOLAR DISORDER,LITHIUM
502929263,7/14/2014 16:56:10,,1322961249,7/14/2014 16:56:03,instagc,1,27753923,GBR,"","",94.196.229.196,[CAUSES],[CAUSES],particularly with,n/a,337,251,352,258,1,RO-may_treat,907591-FS1,"30  Efficacy in the acute treatment of mood episodes has yet to be fully established,  31   but is considered a first line agent by the APA for the management of acute depressive episodes in patients with bipolar disorder   +    and an alternative to LITHIUM valproic acid, or divalproex in the management of patients with rapid cycling BIPOLAR DISORDER   +   , particularly in those with the bipolar 2 form of rapid cycling.",BIPOLAR DISORDER,LITHIUM
502929263,7/14/2014 16:56:34,,1322961513,7/14/2014 16:56:22,neodev,1,17610000,GBR,I2,Manchester,90.200.140.201,[PREVENTS],[PREVENTS],+,da,337,251,352,258,1,RO-may_treat,907591-FS1,"30  Efficacy in the acute treatment of mood episodes has yet to be fully established,  31   but is considered a first line agent by the APA for the management of acute depressive episodes in patients with bipolar disorder   +    and an alternative to LITHIUM valproic acid, or divalproex in the management of patients with rapid cycling BIPOLAR DISORDER   +   , particularly in those with the bipolar 2 form of rapid cycling.",BIPOLAR DISORDER,LITHIUM
502929263,7/14/2014 17:01:36,,1322964038,7/14/2014 16:59:39,neodev,1,20929875,USA,MA,Boston,140.241.0.20,[TREATS],[TREATS],but is considered a first line agent the management of acute depressive episodes,N/A,337,251,352,258,1,RO-may_treat,907591-FS1,"30  Efficacy in the acute treatment of mood episodes has yet to be fully established,  31   but is considered a first line agent by the APA for the management of acute depressive episodes in patients with bipolar disorder   +    and an alternative to LITHIUM valproic acid, or divalproex in the management of patients with rapid cycling BIPOLAR DISORDER   +   , particularly in those with the bipolar 2 form of rapid cycling.",BIPOLAR DISORDER,LITHIUM
502929263,7/14/2014 17:05:46,,1322965918,7/14/2014 17:05:16,instagc,1,21350475,USA,SC,Fountain Inn,98.84.97.226,[TREATS],[TREATS],management,N/A,337,251,352,258,1,RO-may_treat,907591-FS1,"30  Efficacy in the acute treatment of mood episodes has yet to be fully established,  31   but is considered a first line agent by the APA for the management of acute depressive episodes in patients with bipolar disorder   +    and an alternative to LITHIUM valproic acid, or divalproex in the management of patients with rapid cycling BIPOLAR DISORDER   +   , particularly in those with the bipolar 2 form of rapid cycling.",BIPOLAR DISORDER,LITHIUM
502929263,7/14/2014 17:08:06,,1322967061,7/14/2014 17:07:49,instagc,1.0,13763729,USA,"","",75.182.89.225,[TREATS],[TREATS],management of,N/A,337,251,352,258,1,RO-may_treat,907591-FS1,"30  Efficacy in the acute treatment of mood episodes has yet to be fully established,  31   but is considered a first line agent by the APA for the management of acute depressive episodes in patients with bipolar disorder   +    and an alternative to LITHIUM valproic acid, or divalproex in the management of patients with rapid cycling BIPOLAR DISORDER   +   , particularly in those with the bipolar 2 form of rapid cycling.",BIPOLAR DISORDER,LITHIUM
502929263,7/14/2014 17:14:01,,1322970168,7/14/2014 17:13:42,prodege,1,2143114,CAN,BC,Vancouver,24.84.160.12,[ASSOCIATED_WITH],[ASSOCIATED_WITH],or,N/A,337,251,352,258,1,RO-may_treat,907591-FS1,"30  Efficacy in the acute treatment of mood episodes has yet to be fully established,  31   but is considered a first line agent by the APA for the management of acute depressive episodes in patients with bipolar disorder   +    and an alternative to LITHIUM valproic acid, or divalproex in the management of patients with rapid cycling BIPOLAR DISORDER   +   , particularly in those with the bipolar 2 form of rapid cycling.",BIPOLAR DISORDER,LITHIUM
502929263,7/14/2014 17:17:53,,1322972147,7/14/2014 17:17:25,clixsense,1.0,19803139,NLD,06,Veldhoven,212.61.84.196,[TREATS],[TREATS],management,N/A,337,251,352,258,1,RO-may_treat,907591-FS1,"30  Efficacy in the acute treatment of mood episodes has yet to be fully established,  31   but is considered a first line agent by the APA for the management of acute depressive episodes in patients with bipolar disorder   +    and an alternative to LITHIUM valproic acid, or divalproex in the management of patients with rapid cycling BIPOLAR DISORDER   +   , particularly in those with the bipolar 2 form of rapid cycling.",BIPOLAR DISORDER,LITHIUM
502929263,7/14/2014 17:18:46,,1322972482,7/14/2014 17:18:00,neodev,1,12115558,USA,OH,Twinsburg,75.187.196.41,[OTHER],[OTHER],the management of patients,N/A,337,251,352,258,1,RO-may_treat,907591-FS1,"30  Efficacy in the acute treatment of mood episodes has yet to be fully established,  31   but is considered a first line agent by the APA for the management of acute depressive episodes in patients with bipolar disorder   +    and an alternative to LITHIUM valproic acid, or divalproex in the management of patients with rapid cycling BIPOLAR DISORDER   +   , particularly in those with the bipolar 2 form of rapid cycling.",BIPOLAR DISORDER,LITHIUM
502929263,7/14/2014 17:23:44,,1322975041,7/14/2014 17:22:48,neodev,1.0,21515166,NLD,11,Nootdorp,83.86.58.179,[TREATS] [PREVENTS],"[TREATS]
[PREVENTS]","to be established, management of",N/A,337,251,352,258,1,RO-may_treat,907591-FS1,"30  Efficacy in the acute treatment of mood episodes has yet to be fully established,  31   but is considered a first line agent by the APA for the management of acute depressive episodes in patients with bipolar disorder   +    and an alternative to LITHIUM valproic acid, or divalproex in the management of patients with rapid cycling BIPOLAR DISORDER   +   , particularly in those with the bipolar 2 form of rapid cycling.",BIPOLAR DISORDER,LITHIUM
