_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,relations,step_1_select_the_valid_relations,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,e1,e2,expdec,rel-type,sent_id,sentence,term1,term2
502912758,7/14/2014 12:48:35,,1322813721,7/14/2014 12:48:27,neodev,1,17610000,GBR,I2,Manchester,90.200.140.201,[CAUSES],[CAUSES],"protocol,",eda,105,238,116,249,1,RO-may_treat,908360-FS1,"The development of antibodies to factor VIII is a serious complication of the treatment of patients with HEMOPHILIA A We successfully induced immune tolerance in patients with such antibodies with a new treatment protocol, which combined FACTOR VIII, cyclophosphamide, and high dose intravenous IgG, followed by regular prophylactic treatment with factor VIII.",HEMOPHILIA A,FACTOR VIII
502912758,7/14/2014 12:50:57,,1322815401,7/14/2014 12:50:37,prodege,1,7664351,USA,NY,Cicero,74.111.0.21,[TREATS],[TREATS],"with a new treatment protocol,",n/a,105,238,116,249,1,RO-may_treat,908360-FS1,"The development of antibodies to factor VIII is a serious complication of the treatment of patients with HEMOPHILIA A We successfully induced immune tolerance in patients with such antibodies with a new treatment protocol, which combined FACTOR VIII, cyclophosphamide, and high dose intravenous IgG, followed by regular prophylactic treatment with factor VIII.",HEMOPHILIA A,FACTOR VIII
502912758,7/14/2014 13:10:14,,1322828356,7/14/2014 13:09:25,neodev,1,21515166,NLD,11,Nootdorp,83.86.58.179,[TREATS],[TREATS],induced with,N/A,105,238,116,249,1,RO-may_treat,908360-FS1,"The development of antibodies to factor VIII is a serious complication of the treatment of patients with HEMOPHILIA A We successfully induced immune tolerance in patients with such antibodies with a new treatment protocol, which combined FACTOR VIII, cyclophosphamide, and high dose intravenous IgG, followed by regular prophylactic treatment with factor VIII.",HEMOPHILIA A,FACTOR VIII
502912758,7/14/2014 13:26:16,,1322839301,7/14/2014 13:25:49,prodege,1,22031444,GBR,B7,Bristol,77.98.139.82,[TREATS],[TREATS],"with a new treatment protocol, which combined",N/A,105,238,116,249,1,RO-may_treat,908360-FS1,"The development of antibodies to factor VIII is a serious complication of the treatment of patients with HEMOPHILIA A We successfully induced immune tolerance in patients with such antibodies with a new treatment protocol, which combined FACTOR VIII, cyclophosphamide, and high dose intravenous IgG, followed by regular prophylactic treatment with factor VIII.",HEMOPHILIA A,FACTOR VIII
502912758,7/14/2014 13:31:29,,1322842708,7/14/2014 13:29:53,gifthulk,1,22144176,GBR,U8,Edinburgh,129.215.149.99,[OTHER],[OTHER],complication,N/A,105,238,116,249,1,RO-may_treat,908360-FS1,"The development of antibodies to factor VIII is a serious complication of the treatment of patients with HEMOPHILIA A We successfully induced immune tolerance in patients with such antibodies with a new treatment protocol, which combined FACTOR VIII, cyclophosphamide, and high dose intravenous IgG, followed by regular prophylactic treatment with factor VIII.",HEMOPHILIA A,FACTOR VIII
502912758,7/14/2014 13:35:17,,1322845512,7/14/2014 13:34:34,clixsense,1,27871219,NLD,07,Amsterdam,87.210.207.223,[TREATS],[TREATS],treatment with,N/A,105,238,116,249,1,RO-may_treat,908360-FS1,"The development of antibodies to factor VIII is a serious complication of the treatment of patients with HEMOPHILIA A We successfully induced immune tolerance in patients with such antibodies with a new treatment protocol, which combined FACTOR VIII, cyclophosphamide, and high dose intravenous IgG, followed by regular prophylactic treatment with factor VIII.",HEMOPHILIA A,FACTOR VIII
502912758,7/14/2014 13:43:49,,1322851795,7/14/2014 13:43:10,rewardsspot,1,24482174,GBR,H9,London,46.23.68.180,[TREATS],[TREATS],"HEMOPHILIA FACTOR VIII,",n/a,105,238,116,249,1,RO-may_treat,908360-FS1,"The development of antibodies to factor VIII is a serious complication of the treatment of patients with HEMOPHILIA A We successfully induced immune tolerance in patients with such antibodies with a new treatment protocol, which combined FACTOR VIII, cyclophosphamide, and high dose intravenous IgG, followed by regular prophylactic treatment with factor VIII.",HEMOPHILIA A,FACTOR VIII
502912758,7/14/2014 13:53:56,,1322859194,7/14/2014 13:51:27,neodev,1,12115558,USA,OH,Twinsburg,75.187.196.41,[ASSOCIATED_WITH],[ASSOCIATED_WITH],successfully induced immune tolerance in,N/A,105,238,116,249,1,RO-may_treat,908360-FS1,"The development of antibodies to factor VIII is a serious complication of the treatment of patients with HEMOPHILIA A We successfully induced immune tolerance in patients with such antibodies with a new treatment protocol, which combined FACTOR VIII, cyclophosphamide, and high dose intravenous IgG, followed by regular prophylactic treatment with factor VIII.",HEMOPHILIA A,FACTOR VIII
502912758,7/14/2014 13:55:50,,1322860542,7/14/2014 13:53:49,clixsense,1,8100278,USA,FL,Orlando,98.70.77.97,[TREATS],[TREATS],"treatment of patients with HEMOPHILIA A with new treatment protocol, which combined FACTOR VIII, and IgG,",N/A,105,238,116,249,1,RO-may_treat,908360-FS1,"The development of antibodies to factor VIII is a serious complication of the treatment of patients with HEMOPHILIA A We successfully induced immune tolerance in patients with such antibodies with a new treatment protocol, which combined FACTOR VIII, cyclophosphamide, and high dose intravenous IgG, followed by regular prophylactic treatment with factor VIII.",HEMOPHILIA A,FACTOR VIII
502912758,7/14/2014 13:57:49,,1322861832,7/14/2014 13:57:34,clixsense,1,27793793,GBR,C5,Chester,151.230.27.155,[OTHER],[OTHER],combined,Na,105,238,116,249,1,RO-may_treat,908360-FS1,"The development of antibodies to factor VIII is a serious complication of the treatment of patients with HEMOPHILIA A We successfully induced immune tolerance in patients with such antibodies with a new treatment protocol, which combined FACTOR VIII, cyclophosphamide, and high dose intravenous IgG, followed by regular prophylactic treatment with factor VIII.",HEMOPHILIA A,FACTOR VIII
