_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,relations,step_1_select_the_valid_relations,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,e1,e2,expdec,rel-type,sent_id,sentence,term1,term2
502912814,7/14/2014 12:51:18,,1322815609,7/14/2014 12:51:12,neodev,1,17610000,GBR,I2,Manchester,90.200.140.201,[TREATS],[TREATS],common,da,51,0,96,18,1,RO-has_causative_agent,903749-FS1,TARDIVE DYSKINESIA (TD) is a common side effect of LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS.,LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS,TARDIVE DYSKINESIA
502912814,7/14/2014 13:07:06,,1322826079,7/14/2014 13:06:29,clixsense,1,27871219,NLD,07,Amsterdam,87.210.207.223,[CAUSES],[CAUSES],side effect of,N/A,51,0,96,18,1,RO-has_causative_agent,903749-FS1,TARDIVE DYSKINESIA (TD) is a common side effect of LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS.,LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS,TARDIVE DYSKINESIA
502912814,7/14/2014 13:22:48,,1322836963,7/14/2014 13:22:35,clixsense,1,6500439,AUS,02,Ingleburn,115.146.65.99,[SIDE_EFFECT],[SIDE_EFFECT],common side effect of,n/a,51,0,96,18,1,RO-has_causative_agent,903749-FS1,TARDIVE DYSKINESIA (TD) is a common side effect of LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS.,LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS,TARDIVE DYSKINESIA
502912814,7/14/2014 13:27:18,,1322839985,7/14/2014 13:26:16,clixsense,1,15189335,GBR,K3,Peterborough,81.156.166.189,[SIDE_EFFECT],[SIDE_EFFECT],common side effect,na,51,0,96,18,1,RO-has_causative_agent,903749-FS1,TARDIVE DYSKINESIA (TD) is a common side effect of LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS.,LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS,TARDIVE DYSKINESIA
502912814,7/14/2014 13:36:35,,1322846585,7/14/2014 13:36:21,zoombucks,1.0,5919735,USA,PA,Doylestown,173.49.91.231,[SIDE_EFFECT],[SIDE_EFFECT],side effect,N/A,51,0,96,18,1,RO-has_causative_agent,903749-FS1,TARDIVE DYSKINESIA (TD) is a common side effect of LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS.,LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS,TARDIVE DYSKINESIA
502912814,7/14/2014 13:42:20,,1322850716,7/14/2014 13:41:55,neodev,1,21515166,NLD,11,Nootdorp,83.86.58.179,[SIDE_EFFECT],[SIDE_EFFECT],is a side effect,N/A,51,0,96,18,1,RO-has_causative_agent,903749-FS1,TARDIVE DYSKINESIA (TD) is a common side effect of LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS.,LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS,TARDIVE DYSKINESIA
502912814,7/14/2014 13:45:57,,1322853292,7/14/2014 13:45:02,clixsense,1,19162475,GBR,M3,Frome,82.33.126.30,[ASSOCIATED_WITH] [SIDE_EFFECT],"[ASSOCIATED_WITH]
[SIDE_EFFECT]",common side effect,n/a,51,0,96,18,1,RO-has_causative_agent,903749-FS1,TARDIVE DYSKINESIA (TD) is a common side effect of LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS.,LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS,TARDIVE DYSKINESIA
502912814,7/14/2014 14:01:46,,1322864631,7/14/2014 14:00:48,clixsense,1,25419319,GBR,H8,Liverpool,94.4.192.228,[SIDE_EFFECT],[SIDE_EFFECT],common side effect of,n/a,51,0,96,18,1,RO-has_causative_agent,903749-FS1,TARDIVE DYSKINESIA (TD) is a common side effect of LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS.,LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS,TARDIVE DYSKINESIA
502912814,7/14/2014 14:07:03,,1322868164,7/14/2014 14:06:32,rewardsspot,1,24482174,GBR,H9,London,46.23.68.180,[SIDE_EFFECT],[SIDE_EFFECT],TARDIVE DYSKINESIA (TD) LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS.,n/a,51,0,96,18,1,RO-has_causative_agent,903749-FS1,TARDIVE DYSKINESIA (TD) is a common side effect of LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS.,LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS,TARDIVE DYSKINESIA
502912814,7/14/2014 14:08:47,,1322869214,7/14/2014 14:08:24,clixsense,1.0,27793793,GBR,C5,Chester,151.230.27.155,[SIDE_EFFECT],[SIDE_EFFECT],common side effect,Na,51,0,96,18,1,RO-has_causative_agent,903749-FS1,TARDIVE DYSKINESIA (TD) is a common side effect of LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS.,LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS,TARDIVE DYSKINESIA
