_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,relations,step_1_select_the_valid_relations,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,e1,e2,expdec,rel-type,sent_id,sentence,term1,term2
502832716,7/13/2014 18:49:18,,1322049107,7/13/2014 18:48:54,clixsense,1,19803139,NLD,11,Leiden,82.139.76.131,[SYMPTOM],[SYMPTOM],symptoms,N/A,35,116,63,135,-1,RO-disease_has_finding,901608-FS1,"A case of a 43 year old woman with SEVERE SUSTAINED HYPERTENSION resistant to many antihypertensive drugs, frequent HYPERTENSIVE CRISIS and symptoms suggestive of pheochromocytoma (symptomatic triad) is presented.",SEVERE SUSTAINED HYPERTENSION,HYPERTENSIVE CRISIS
502832716,7/13/2014 18:52:37,,1322050701,7/13/2014 18:52:20,neodev,1,18517457,GBR,"","",86.29.147.112,[ASSOCIATED_WITH],[ASSOCIATED_WITH],frequent and symptoms,N/a,35,116,63,135,-1,RO-disease_has_finding,901608-FS1,"A case of a 43 year old woman with SEVERE SUSTAINED HYPERTENSION resistant to many antihypertensive drugs, frequent HYPERTENSIVE CRISIS and symptoms suggestive of pheochromocytoma (symptomatic triad) is presented.",SEVERE SUSTAINED HYPERTENSION,HYPERTENSIVE CRISIS
502832716,7/13/2014 18:53:33,,1322051114,7/13/2014 18:52:37,clixsense,1,27871219,NLD,07,Amsterdam,87.210.207.223,[CAUSES],[CAUSES],frequent,N/A,35,116,63,135,-1,RO-disease_has_finding,901608-FS1,"A case of a 43 year old woman with SEVERE SUSTAINED HYPERTENSION resistant to many antihypertensive drugs, frequent HYPERTENSIVE CRISIS and symptoms suggestive of pheochromocytoma (symptomatic triad) is presented.",SEVERE SUSTAINED HYPERTENSION,HYPERTENSIVE CRISIS
502832716,7/13/2014 19:04:42,,1322056197,7/13/2014 19:04:36,neodev,1,17610000,GBR,I2,Manchester,90.200.140.201,[DIAGNOSE_BY_TEST_OR_DRUG],[DIAGNOSE_BY_TEST_OR_DRUG],woman,da,35,116,63,135,-1,RO-disease_has_finding,901608-FS1,"A case of a 43 year old woman with SEVERE SUSTAINED HYPERTENSION resistant to many antihypertensive drugs, frequent HYPERTENSIVE CRISIS and symptoms suggestive of pheochromocytoma (symptomatic triad) is presented.",SEVERE SUSTAINED HYPERTENSION,HYPERTENSIVE CRISIS
502832716,7/13/2014 19:06:50,,1322057103,7/13/2014 19:06:42,neodev,1,25224036,CAN,ON,Sudbury,67.204.218.187,[PART_OF],[PART_OF],SUSTAINED,N/A,35,116,63,135,-1,RO-disease_has_finding,901608-FS1,"A case of a 43 year old woman with SEVERE SUSTAINED HYPERTENSION resistant to many antihypertensive drugs, frequent HYPERTENSIVE CRISIS and symptoms suggestive of pheochromocytoma (symptomatic triad) is presented.",SEVERE SUSTAINED HYPERTENSION,HYPERTENSIVE CRISIS
502832716,7/13/2014 19:10:48,,1322058881,7/13/2014 19:09:35,instagc,1,19686223,CAN,BC,Surrey,154.20.155.106,[SYMPTOM],[SYMPTOM],"43 year old woman with SEVERE SUSTAINED HYPERTENSION resistant to many antihypertensive drugs, frequent HYPERTENSIVE CRISIS and symptoms suggestive of pheochromocytoma is presented.",N/A,35,116,63,135,-1,RO-disease_has_finding,901608-FS1,"A case of a 43 year old woman with SEVERE SUSTAINED HYPERTENSION resistant to many antihypertensive drugs, frequent HYPERTENSIVE CRISIS and symptoms suggestive of pheochromocytoma (symptomatic triad) is presented.",SEVERE SUSTAINED HYPERTENSION,HYPERTENSIVE CRISIS
502832716,7/13/2014 19:13:31,,1322059977,7/13/2014 19:12:27,neodev,1,21515166,NLD,11,Nootdorp,83.86.58.179,[CAUSES],[CAUSES],is presented.,N/A,35,116,63,135,-1,RO-disease_has_finding,901608-FS1,"A case of a 43 year old woman with SEVERE SUSTAINED HYPERTENSION resistant to many antihypertensive drugs, frequent HYPERTENSIVE CRISIS and symptoms suggestive of pheochromocytoma (symptomatic triad) is presented.",SEVERE SUSTAINED HYPERTENSION,HYPERTENSIVE CRISIS
502832716,7/13/2014 19:20:37,,1322062827,7/13/2014 19:19:12,clixsense,1,15189335,GBR,K3,Peterborough,81.156.166.189,[CAUSES],[CAUSES],frequent,na,35,116,63,135,-1,RO-disease_has_finding,901608-FS1,"A case of a 43 year old woman with SEVERE SUSTAINED HYPERTENSION resistant to many antihypertensive drugs, frequent HYPERTENSIVE CRISIS and symptoms suggestive of pheochromocytoma (symptomatic triad) is presented.",SEVERE SUSTAINED HYPERTENSION,HYPERTENSIVE CRISIS
502832716,7/13/2014 19:21:35,,1322063119,7/13/2014 19:20:47,vivatic,1.0,25451531,GBR,"","",83.67.28.193,[OTHER],[OTHER],with and,N/A,35,116,63,135,-1,RO-disease_has_finding,901608-FS1,"A case of a 43 year old woman with SEVERE SUSTAINED HYPERTENSION resistant to many antihypertensive drugs, frequent HYPERTENSIVE CRISIS and symptoms suggestive of pheochromocytoma (symptomatic triad) is presented.",SEVERE SUSTAINED HYPERTENSION,HYPERTENSIVE CRISIS
502832716,7/13/2014 19:26:01,,1322064778,7/13/2014 19:25:20,elite,1.0,28276268,USA,CA,San Diego,76.88.95.100,[PREVENTS] [TREATS],"[TREATS]
[PREVENTS]",resistant to,[PREVENTS] [TREATS],35,116,63,135,-1,RO-disease_has_finding,901608-FS1,"A case of a 43 year old woman with SEVERE SUSTAINED HYPERTENSION resistant to many antihypertensive drugs, frequent HYPERTENSIVE CRISIS and symptoms suggestive of pheochromocytoma (symptomatic triad) is presented.",SEVERE SUSTAINED HYPERTENSION,HYPERTENSIVE CRISIS
