_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,relations,step_1_select_the_valid_relations,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,baselinedec,e1,e2,rel-type,sent_id,sentence,term1,term2
789214323,9/16/2015 13:25:36,1739507453,9/16/2015 13:25:15,false,neodev,1,31329809,USA,DE,Wilmington,162.223.93.194,[PART_OF] [DIAGNOSE_BY_TEST_OR_DRUG],"[DIAGNOSE_BY_TEST_OR_DRUG]
[PART_OF]",of or,N/A,74,15,80,79,34,RO-may_prevent,820369-FS1,"In the future, NON FLUORIDE AGENTS which modify the production of acid in PLAQUE  either antimicrobially, biochemically, or directly  appear to have the most promise for use in topical products and may prove to be effective anticaries systems.",PLAQUE,NON FLUORIDE AGENTS
789214323,9/16/2015 13:48:35,1739516631,9/16/2015 13:48:08,false,neodev,1,33018272,USA,DE,Wilmington,162.223.93.180,[PART_OF] [DIAGNOSE_BY_TEST_OR_DRUG] [SIDE_EFFECT],"[DIAGNOSE_BY_TEST_OR_DRUG]
[SIDE_EFFECT]
[PART_OF]",of or effective,N/A,74,15,80,79,34,RO-may_prevent,820369-FS1,"In the future, NON FLUORIDE AGENTS which modify the production of acid in PLAQUE  either antimicrobially, biochemically, or directly  appear to have the most promise for use in topical products and may prove to be effective anticaries systems.",PLAQUE,NON FLUORIDE AGENTS
789214323,9/16/2015 14:01:07,1739520636,9/16/2015 14:00:03,false,neodev,1,30941227,USA,NV,Las Vegas,192.30.80.166,[PART_OF] [DIAGNOSE_BY_TEST_OR_DRUG] [SIDE_EFFECT],"[DIAGNOSE_BY_TEST_OR_DRUG]
[SIDE_EFFECT]
[PART_OF]",of or effective,N/A,74,15,80,79,34,RO-may_prevent,820369-FS1,"In the future, NON FLUORIDE AGENTS which modify the production of acid in PLAQUE  either antimicrobially, biochemically, or directly  appear to have the most promise for use in topical products and may prove to be effective anticaries systems.",PLAQUE,NON FLUORIDE AGENTS
789214323,9/16/2015 14:12:38,1739524719,9/16/2015 14:12:18,false,clixsense,1,6340330,USA,NY,Canajoharie,67.248.115.74,[PREVENTS],[PREVENTS],modify the production of acid,N/A,74,15,80,79,34,RO-may_prevent,820369-FS1,"In the future, NON FLUORIDE AGENTS which modify the production of acid in PLAQUE  either antimicrobially, biochemically, or directly  appear to have the most promise for use in topical products and may prove to be effective anticaries systems.",PLAQUE,NON FLUORIDE AGENTS
789214323,9/16/2015 14:13:26,1739525007,9/16/2015 14:13:05,false,neodev,1,29363385,USA,DE,Wilmington,162.223.93.162,[PART_OF] [SIDE_EFFECT] [DIAGNOSE_BY_TEST_OR_DRUG],"[DIAGNOSE_BY_TEST_OR_DRUG]
[SIDE_EFFECT]
[PART_OF]",of or effective,N/A,74,15,80,79,34,RO-may_prevent,820369-FS1,"In the future, NON FLUORIDE AGENTS which modify the production of acid in PLAQUE  either antimicrobially, biochemically, or directly  appear to have the most promise for use in topical products and may prove to be effective anticaries systems.",PLAQUE,NON FLUORIDE AGENTS
789214323,9/16/2015 14:24:02,1739528649,9/16/2015 14:23:40,false,neodev,1,33435788,USA,DE,Wilmington,162.223.93.179,[PART_OF] [DIAGNOSE_BY_TEST_OR_DRUG] [SIDE_EFFECT],"[DIAGNOSE_BY_TEST_OR_DRUG]
[SIDE_EFFECT]
[PART_OF]",of or effective,N/A,74,15,80,79,34,RO-may_prevent,820369-FS1,"In the future, NON FLUORIDE AGENTS which modify the production of acid in PLAQUE  either antimicrobially, biochemically, or directly  appear to have the most promise for use in topical products and may prove to be effective anticaries systems.",PLAQUE,NON FLUORIDE AGENTS
789214323,9/16/2015 14:28:56,1739530376,9/16/2015 14:28:00,false,onestopgpt,1,21275875,CAN,ON,Hamilton,24.36.124.79,[PREVENTS],[PREVENTS],modify the production of acid,N/A,74,15,80,79,34,RO-may_prevent,820369-FS1,"In the future, NON FLUORIDE AGENTS which modify the production of acid in PLAQUE  either antimicrobially, biochemically, or directly  appear to have the most promise for use in topical products and may prove to be effective anticaries systems.",PLAQUE,NON FLUORIDE AGENTS
789214323,9/16/2015 14:47:25,1739537353,9/16/2015 14:47:01,false,neodev,1,18881135,CAN,ON,Ajax,99.243.87.224,[PREVENTS],[PREVENTS],NON FLUORIDE AGENTS modify production of PLAQUE,na,74,15,80,79,34,RO-may_prevent,820369-FS1,"In the future, NON FLUORIDE AGENTS which modify the production of acid in PLAQUE  either antimicrobially, biochemically, or directly  appear to have the most promise for use in topical products and may prove to be effective anticaries systems.",PLAQUE,NON FLUORIDE AGENTS
789214323,9/16/2015 14:53:02,1739539540,9/16/2015 14:52:47,false,bitcoinget,1,20311164,NLD,09,Utrecht,84.105.54.251,[PREVENTS],[PREVENTS],modify the production,N/A,74,15,80,79,34,RO-may_prevent,820369-FS1,"In the future, NON FLUORIDE AGENTS which modify the production of acid in PLAQUE  either antimicrobially, biochemically, or directly  appear to have the most promise for use in topical products and may prove to be effective anticaries systems.",PLAQUE,NON FLUORIDE AGENTS
789214323,9/16/2015 15:09:20,1739546254,9/16/2015 15:08:10,false,clixsense,1,32049531,USA,VA,Manassas,198.7.59.110,[NONE],[NONE],none,none,74,15,80,79,34,RO-may_prevent,820369-FS1,"In the future, NON FLUORIDE AGENTS which modify the production of acid in PLAQUE  either antimicrobially, biochemically, or directly  appear to have the most promise for use in topical products and may prove to be effective anticaries systems.",PLAQUE,NON FLUORIDE AGENTS
789214323,9/16/2015 15:09:21,1739546256,9/16/2015 15:08:40,false,prodege,1,22031444,GBR,F2,Gosport,92.24.223.243,[PREVENTS],[PREVENTS],which modify the production of acid in,N/a,74,15,80,79,34,RO-may_prevent,820369-FS1,"In the future, NON FLUORIDE AGENTS which modify the production of acid in PLAQUE  either antimicrobially, biochemically, or directly  appear to have the most promise for use in topical products and may prove to be effective anticaries systems.",PLAQUE,NON FLUORIDE AGENTS
789214323,9/16/2015 15:10:05,1739546587,9/16/2015 15:09:30,false,instagc,1,22981457,CAN,ON,Ottawa,67.69.8.122,[PREVENTS],[PREVENTS],promise for use effective anticaries systems.,N/A,74,15,80,79,34,RO-may_prevent,820369-FS1,"In the future, NON FLUORIDE AGENTS which modify the production of acid in PLAQUE  either antimicrobially, biochemically, or directly  appear to have the most promise for use in topical products and may prove to be effective anticaries systems.",PLAQUE,NON FLUORIDE AGENTS
789214323,9/16/2015 15:15:11,1739548810,9/16/2015 15:14:06,false,neodev,1,23017572,USA,CA,Santa Ana,67.215.241.20,[CAUSES] [ASSOCIATED_WITH],"[CAUSES]
[ASSOCIATED_WITH]",which modify the production of acid,n/a,74,15,80,79,34,RO-may_prevent,820369-FS1,"In the future, NON FLUORIDE AGENTS which modify the production of acid in PLAQUE  either antimicrobially, biochemically, or directly  appear to have the most promise for use in topical products and may prove to be effective anticaries systems.",PLAQUE,NON FLUORIDE AGENTS
789214323,9/16/2015 15:18:38,1739550391,9/16/2015 15:17:33,false,prodege,1,34294822,USA,TX,Allen,99.7.230.126,[TREATS],[TREATS],effective anticaries systems.,N/A,74,15,80,79,34,RO-may_prevent,820369-FS1,"In the future, NON FLUORIDE AGENTS which modify the production of acid in PLAQUE  either antimicrobially, biochemically, or directly  appear to have the most promise for use in topical products and may prove to be effective anticaries systems.",PLAQUE,NON FLUORIDE AGENTS
789214323,9/16/2015 15:19:12,1739550742,9/16/2015 15:17:40,false,neodev,1,32499893,USA,CA,San Jose,23.27.248.207,[MANIFESTATION],[MANIFESTATION],NON FLUORIDE AGENTS PLAQUE,N/A,74,15,80,79,34,RO-may_prevent,820369-FS1,"In the future, NON FLUORIDE AGENTS which modify the production of acid in PLAQUE  either antimicrobially, biochemically, or directly  appear to have the most promise for use in topical products and may prove to be effective anticaries systems.",PLAQUE,NON FLUORIDE AGENTS
789214324,9/16/2015 10:53:03,1739465555,9/16/2015 10:52:13,false,pocketmoneygpt,1,21432964,GBR,F8,Borehamwood,81.159.185.70,[SYMPTOM],[SYMPTOM],resistant sensitive revealed.,N/A,30,80,42,41,90,RO-may_prevent,820205-FS1,In patients with new detected TUBERCULOSIS 23.5% MBT resistant to isoniazid and RIFAMPICIN (MDR) and sensitive to fluoroquinolones were revealed.,TUBERCULOSIS,RIFAMPICIN
789214324,9/16/2015 10:53:04,1739465562,9/16/2015 10:52:41,false,elite,1.0,34356654,USA,DE,"",108.59.11.227,[NONE],[NONE],none,None,30,80,42,41,90,RO-may_prevent,820205-FS1,In patients with new detected TUBERCULOSIS 23.5% MBT resistant to isoniazid and RIFAMPICIN (MDR) and sensitive to fluoroquinolones were revealed.,TUBERCULOSIS,RIFAMPICIN
