_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,relations,step_1_select_the_valid_relations,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,e1,e2,expertdecision,relation,sent_id,sentence,term1,term2
496292921,7/1/2014 15:45:47,false,1311610216,7/1/2014 15:45:17,neodev,1,18339121,USA,SC,Sumter,173.93.188.194,[ASSOCIATED_WITH] [PART_OF],"[ASSOCIATED_WITH]
[PART_OF]",and two patients with,na,114,91,139,109,-1,RO-disease_may_have_finding,902937,Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with REFRACTORY ANAEMIA and HYPERCELLULAR BONE MARROW (preleukaemia?) was studied with the cytophotometric-autoradiographic method,HYPERCELLULAR BONE MARROW,REFRACTORY ANAEMIA
496292921,7/1/2014 15:48:11,false,1311611366,7/1/2014 15:48:00,clixsense,1.0,19162475,GBR,M3,Frome,82.33.126.30,[ASSOCIATED_WITH],[ASSOCIATED_WITH],and,n/a,114,91,139,109,-1,RO-disease_may_have_finding,902937,Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with REFRACTORY ANAEMIA and HYPERCELLULAR BONE MARROW (preleukaemia?) was studied with the cytophotometric-autoradiographic method,HYPERCELLULAR BONE MARROW,REFRACTORY ANAEMIA
496292921,7/1/2014 16:38:59,false,1311653842,7/1/2014 16:37:11,clixsense,1,17950689,GBR,X5,Cardiff,89.168.38.216,[PREVENTS],[PREVENTS],cytophotometric-autoradiographic,NONE,114,91,139,109,-1,RO-disease_may_have_finding,902937,Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with REFRACTORY ANAEMIA and HYPERCELLULAR BONE MARROW (preleukaemia?) was studied with the cytophotometric-autoradiographic method,HYPERCELLULAR BONE MARROW,REFRACTORY ANAEMIA
496292921,7/1/2014 16:52:27,false,1311670719,7/1/2014 16:51:58,clixsense,1.0,27871219,NLD,07,Amsterdam,87.210.207.223,[ASSOCIATED_WITH],[ASSOCIATED_WITH],two patients with and,n/a,114,91,139,109,-1,RO-disease_may_have_finding,902937,Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with REFRACTORY ANAEMIA and HYPERCELLULAR BONE MARROW (preleukaemia?) was studied with the cytophotometric-autoradiographic method,HYPERCELLULAR BONE MARROW,REFRACTORY ANAEMIA
496292921,7/1/2014 17:55:36,false,1311770404,7/1/2014 17:54:57,neodev,1.0,18755947,GBR,H2,Accrington,80.47.187.155,[NONE],[NONE],N/A,Just say conditions that are being studied,114,91,139,109,-1,RO-disease_may_have_finding,902937,Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with REFRACTORY ANAEMIA and HYPERCELLULAR BONE MARROW (preleukaemia?) was studied with the cytophotometric-autoradiographic method,HYPERCELLULAR BONE MARROW,REFRACTORY ANAEMIA
496292921,7/1/2014 18:27:35,false,1311830981,7/1/2014 18:27:15,neodev,1.0,18517457,GBR,"","",86.29.55.201,[ASSOCIATED_WITH],[ASSOCIATED_WITH],and,N/a,114,91,139,109,-1,RO-disease_may_have_finding,902937,Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with REFRACTORY ANAEMIA and HYPERCELLULAR BONE MARROW (preleukaemia?) was studied with the cytophotometric-autoradiographic method,HYPERCELLULAR BONE MARROW,REFRACTORY ANAEMIA
496292921,7/1/2014 18:27:36,false,1311831011,7/1/2014 18:27:21,prodege,1.0,2145087,USA,WV,Fairmont,75.151.236.106,[ASSOCIATED_WITH],[ASSOCIATED_WITH],and,N/A,114,91,139,109,-1,RO-disease_may_have_finding,902937,Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with REFRACTORY ANAEMIA and HYPERCELLULAR BONE MARROW (preleukaemia?) was studied with the cytophotometric-autoradiographic method,HYPERCELLULAR BONE MARROW,REFRACTORY ANAEMIA
496292921,7/1/2014 19:18:48,false,1311922677,7/1/2014 19:18:18,rewardsspot,1.0,24482174,GBR,H9,London,46.23.68.180,[ASSOCIATED_WITH],[ASSOCIATED_WITH],REFRACTORY ANAEMIA HYPERCELLULAR BONE MARROW,n/a,114,91,139,109,-1,RO-disease_may_have_finding,902937,Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with REFRACTORY ANAEMIA and HYPERCELLULAR BONE MARROW (preleukaemia?) was studied with the cytophotometric-autoradiographic method,HYPERCELLULAR BONE MARROW,REFRACTORY ANAEMIA
496292921,7/1/2014 19:27:59,false,1311935991,7/1/2014 19:27:33,instagc,1.0,27747022,USA,"","",73.191.78.63,[ASSOCIATED_WITH],[ASSOCIATED_WITH],patients with and,n/a,114,91,139,109,-1,RO-disease_may_have_finding,902937,Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with REFRACTORY ANAEMIA and HYPERCELLULAR BONE MARROW (preleukaemia?) was studied with the cytophotometric-autoradiographic method,HYPERCELLULAR BONE MARROW,REFRACTORY ANAEMIA
496292921,7/1/2014 19:44:08,false,1311958947,7/1/2014 19:42:56,neodev,1.0,11460728,CAN,BC,Burnaby,70.79.16.165,[SYMPTOM] [MANIFESTATION],"[SYMPTOM]
[MANIFESTATION]",REFRACTORY ANAEMIA HYPERCELLULAR BONE MARROW,"symptom, manifestation",114,91,139,109,-1,RO-disease_may_have_finding,902937,Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with REFRACTORY ANAEMIA and HYPERCELLULAR BONE MARROW (preleukaemia?) was studied with the cytophotometric-autoradiographic method,HYPERCELLULAR BONE MARROW,REFRACTORY ANAEMIA
496292921,7/1/2014 19:53:13,false,1311971735,7/1/2014 19:52:58,prizezombie,1.0,19082757,USA,AL,Birmingham,138.26.153.43,[OTHER],[OTHER],and,NA,114,91,139,109,-1,RO-disease_may_have_finding,902937,Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with REFRACTORY ANAEMIA and HYPERCELLULAR BONE MARROW (preleukaemia?) was studied with the cytophotometric-autoradiographic method,HYPERCELLULAR BONE MARROW,REFRACTORY ANAEMIA
496292921,7/1/2014 22:07:06,false,1312123528,7/1/2014 22:06:38,fepcrowdflower,1.0,17940235,GBR,X5,Cardiff,176.252.22.6,[NONE],[NONE],N/A,"Not related, two seperate things",114,91,139,109,-1,RO-disease_may_have_finding,902937,Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with REFRACTORY ANAEMIA and HYPERCELLULAR BONE MARROW (preleukaemia?) was studied with the cytophotometric-autoradiographic method,HYPERCELLULAR BONE MARROW,REFRACTORY ANAEMIA
496292921,7/1/2014 22:24:43,false,1312139331,7/1/2014 22:24:35,bitcoinget,1.0,27793135,USA,FL,Jacksonville,76.106.186.209,[TREATS],[TREATS],REFRACTORY,N/A,114,91,139,109,-1,RO-disease_may_have_finding,902937,Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with REFRACTORY ANAEMIA and HYPERCELLULAR BONE MARROW (preleukaemia?) was studied with the cytophotometric-autoradiographic method,HYPERCELLULAR BONE MARROW,REFRACTORY ANAEMIA
496292921,7/1/2014 23:33:16,false,1312208858,7/1/2014 23:32:20,prodege,1,7664351,USA,NY,Cicero,74.111.0.21,[NONE],[NONE],n/a,They are both side illnesses.,114,91,139,109,-1,RO-disease_may_have_finding,902937,Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with REFRACTORY ANAEMIA and HYPERCELLULAR BONE MARROW (preleukaemia?) was studied with the cytophotometric-autoradiographic method,HYPERCELLULAR BONE MARROW,REFRACTORY ANAEMIA
496292921,7/1/2014 23:36:28,false,1312212173,7/1/2014 23:35:50,eup_slw,1,18329415,USA,PA,Folcroft,64.121.230.236,[NONE],[NONE],n/a,showed both as presenting in patients,114,91,139,109,-1,RO-disease_may_have_finding,902937,Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with REFRACTORY ANAEMIA and HYPERCELLULAR BONE MARROW (preleukaemia?) was studied with the cytophotometric-autoradiographic method,HYPERCELLULAR BONE MARROW,REFRACTORY ANAEMIA
496292922,7/1/2014 15:57:28,false,1311615606,7/1/2014 15:56:52,clixsense,1.0,27871219,NLD,07,Amsterdam,87.210.207.223,[ASSOCIATED_WITH] [MANIFESTATION],"[MANIFESTATION]
[ASSOCIATED_WITH]",related to,n/a,0,77,25,102,1,RO-cause_of,900386,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION
496292922,7/1/2014 16:10:14,false,1311623445,7/1/2014 16:10:01,clixsense,1.0,19162475,GBR,M3,Frome,82.33.126.30,[ASSOCIATED_WITH],[ASSOCIATED_WITH],benign noninvasive to a,n/a,0,77,25,102,1,RO-cause_of,900386,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION
496292922,7/1/2014 16:20:35,false,1311633414,7/1/2014 16:20:25,clixsense,1.0,17950689,GBR,X5,Cardiff,89.168.38.216,[DIAGNOSE_BY_TEST_OR_DRUG],[DIAGNOSE_BY_TEST_OR_DRUG],SINUSITIS,NONE,0,77,25,102,1,RO-cause_of,900386,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION
496292922,7/1/2014 16:33:05,false,1311647098,7/1/2014 16:32:33,neodev,1.0,18339121,USA,SC,Sumter,173.93.188.194,[PART_OF] [ASSOCIATED_WITH] [MANIFESTATION],"[MANIFESTATION]
[ASSOCIATED_WITH]
[PART_OF]",related to,na,0,77,25,102,1,RO-cause_of,900386,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION
496292922,7/1/2014 16:49:36,false,1311667132,7/1/2014 16:49:06,neodev,1.0,18755947,GBR,H2,Accrington,80.47.187.155,[CAUSES],[CAUSES],related to HYPERSENSITIVITY REACTION,N/A,0,77,25,102,1,RO-cause_of,900386,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION
496292922,7/1/2014 17:44:23,false,1311740304,7/1/2014 17:43:17,superrewards,1.0,23067591,USA,VA,Earlysville,71.48.142.94,[ASSOCIATED_WITH],[ASSOCIATED_WITH],ALLERGIC FUNGAL SINUSITIS related to HYPERSENSITIVITY REACTION,Na,0,77,25,102,1,RO-cause_of,900386,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION
496292922,7/1/2014 18:14:48,false,1311807440,7/1/2014 18:13:14,instagc,1.0,13763729,USA,"","",75.182.89.225,[MANIFESTATION],[MANIFESTATION],ALLERGIC FUNGAL SINUSITIS related to a HYPERSENSITIVITY REACTION to fungal antigens,N/A,0,77,25,102,1,RO-cause_of,900386,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION
496292922,7/1/2014 18:17:21,false,1311811797,7/1/2014 18:16:38,prodege,1.0,2145087,USA,WV,Fairmont,75.151.236.106,[ASSOCIATED_WITH],[ASSOCIATED_WITH],related to,N/A,0,77,25,102,1,RO-cause_of,900386,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION
496292922,7/1/2014 18:29:09,false,1311833730,7/1/2014 18:28:37,neodev,1.0,18517457,GBR,"","",86.29.55.201,[MANIFESTATION],[MANIFESTATION],related to a to fungal antigens,N/a,0,77,25,102,1,RO-cause_of,900386,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION
496292922,7/1/2014 18:46:09,false,1311863860,7/1/2014 18:45:29,rewardsspot,1.0,24482174,GBR,H9,London,46.23.68.180,[ASSOCIATED_WITH],[ASSOCIATED_WITH],ALLERGIC FUNGAL SINUSITIS HYPERSENSITIVITY REACTION,n/a,0,77,25,102,1,RO-cause_of,900386,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION
496292922,7/1/2014 19:35:09,false,1311946277,7/1/2014 19:33:33,neodev,1.0,11460728,CAN,BC,Burnaby,70.79.16.165,[SYMPTOM] [CAUSES],"[CAUSES]
[SYMPTOM]",ALLERGIC FUNGAL SINUSITIS related HYPERSENSITIVITY REACTION fungal antigens,causes and symptom,0,77,25,102,1,RO-cause_of,900386,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION
496292922,7/1/2014 19:39:56,false,1311953062,7/1/2014 19:39:39,instagc,1.0,27747022,USA,"","",73.191.78.63,[OTHER],[OTHER],related to,n/a,0,77,25,102,1,RO-cause_of,900386,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION
