_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,relations,step_1_select_the_valid_relations,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,baselinedec,e1,e2,rel-type,sent_id,sentence,term1,term2
725445927,5/25/2015 12:11:25,1642990832,5/25/2015 12:11:03,false,neodev,1,32438173,USA,VA,Manassas,207.244.77.2,[MANIFESTATION],[MANIFESTATION],WARFARIN STROKE,N/A,141,41,-1,146,49,TWrex-cause,804297-FS1,A meta analysis of 3 RCTs has shown that WARFARIN given after MI to achieve an international normalized ratio of 2.0 to 3.0 reduced risk for STROKE,STROKE,WARFARIN
725445927,5/25/2015 12:12:49,1642991341,5/25/2015 12:12:29,false,neodev,1,31743852,GBR,G5,Margate,85.210.126.147,[PREVENTS],[PREVENTS],WARFARIN reduced risk for STROKE,NONE,141,41,-1,146,49,TWrex-cause,804297-FS1,A meta analysis of 3 RCTs has shown that WARFARIN given after MI to achieve an international normalized ratio of 2.0 to 3.0 reduced risk for STROKE,STROKE,WARFARIN
725445927,5/25/2015 12:17:13,1642992528,5/25/2015 12:16:57,false,meprizescf,1,28483210,USA,WI,Minocqua,75.143.134.247,[PREVENTS],[PREVENTS],reduced,n/a,141,41,-1,146,49,TWrex-cause,804297-FS1,A meta analysis of 3 RCTs has shown that WARFARIN given after MI to achieve an international normalized ratio of 2.0 to 3.0 reduced risk for STROKE,STROKE,WARFARIN
725445927,5/25/2015 12:43:34,1642998027,5/25/2015 12:42:54,false,clixsense,1,17950689,GBR,Y9,Tonypandy,92.2.44.79,[DIAGNOSE_BY_TEST_OR_DRUG],[DIAGNOSE_BY_TEST_OR_DRUG],WARFARIN,N/A,141,41,-1,146,49,TWrex-cause,804297-FS1,A meta analysis of 3 RCTs has shown that WARFARIN given after MI to achieve an international normalized ratio of 2.0 to 3.0 reduced risk for STROKE,STROKE,WARFARIN
725445927,5/25/2015 12:43:49,1642998043,5/25/2015 12:43:29,false,neodev,1,31329809,USA,OH,Columbus,64.79.65.23,[IS_A] [PART_OF],"[IS_A]
[PART_OF]",A of an of,N/A,141,41,-1,146,49,TWrex-cause,804297-FS1,A meta analysis of 3 RCTs has shown that WARFARIN given after MI to achieve an international normalized ratio of 2.0 to 3.0 reduced risk for STROKE,STROKE,WARFARIN
725445927,5/25/2015 12:50:18,1642999182,5/25/2015 12:49:12,false,meprizescf,1,31395940,USA,NY,Victor,72.230.179.20,[OTHER],[OTHER],reduced risk,N/A,141,41,-1,146,49,TWrex-cause,804297-FS1,A meta analysis of 3 RCTs has shown that WARFARIN given after MI to achieve an international normalized ratio of 2.0 to 3.0 reduced risk for STROKE,STROKE,WARFARIN
725445927,5/25/2015 12:51:02,1642999338,5/25/2015 12:50:06,false,clixsense,1,31345986,GBR,X4,Nelson,86.142.70.187,[OTHER] [PART_OF],"[PART_OF]
[OTHER]",reduced risk,N/A,141,41,-1,146,49,TWrex-cause,804297-FS1,A meta analysis of 3 RCTs has shown that WARFARIN given after MI to achieve an international normalized ratio of 2.0 to 3.0 reduced risk for STROKE,STROKE,WARFARIN
725445927,5/25/2015 12:53:03,1642999695,5/25/2015 12:52:32,false,instagc,1,32352104,USA,ME,Bangor,74.75.63.81,[DIAGNOSE_BY_TEST_OR_DRUG] [TREATS],"[TREATS]
[DIAGNOSE_BY_TEST_OR_DRUG]",meta analysis of 3 RCTs has shown WARFARIN given after MI achieve an international normalized ratio of 2.0 to 3.0 reduced risk for STROKE,n/a,141,41,-1,146,49,TWrex-cause,804297-FS1,A meta analysis of 3 RCTs has shown that WARFARIN given after MI to achieve an international normalized ratio of 2.0 to 3.0 reduced risk for STROKE,STROKE,WARFARIN
725445927,5/25/2015 13:00:05,1643000986,5/25/2015 12:59:35,false,neodev,1,18881135,CAN,ON,Ajax,99.243.87.224,[PREVENTS],[PREVENTS],WARFARIN reduced risk for STROKE,na,141,41,-1,146,49,TWrex-cause,804297-FS1,A meta analysis of 3 RCTs has shown that WARFARIN given after MI to achieve an international normalized ratio of 2.0 to 3.0 reduced risk for STROKE,STROKE,WARFARIN
725445927,5/25/2015 13:04:56,1643001769,5/25/2015 13:04:43,false,neodev,1,31726043,GBR,H9,London,37.157.247.44,[DIAGNOSE_BY_TEST_OR_DRUG],[DIAGNOSE_BY_TEST_OR_DRUG],an,hhggh,141,41,-1,146,49,TWrex-cause,804297-FS1,A meta analysis of 3 RCTs has shown that WARFARIN given after MI to achieve an international normalized ratio of 2.0 to 3.0 reduced risk for STROKE,STROKE,WARFARIN
725445927,5/25/2015 13:06:56,1643002198,5/25/2015 13:06:17,false,elite,1,31722487,USA,IL,Chicago,99.198.108.118,[TREATS] [PREVENTS],"[TREATS]
[PREVENTS]",reduced risk for,N/A,141,41,-1,146,49,TWrex-cause,804297-FS1,A meta analysis of 3 RCTs has shown that WARFARIN given after MI to achieve an international normalized ratio of 2.0 to 3.0 reduced risk for STROKE,STROKE,WARFARIN
725445927,5/25/2015 13:07:22,1643002292,5/25/2015 13:06:46,false,neodev,1,31294288,USA,IL,Chicago,99.198.108.118,[TREATS] [PREVENTS],"[TREATS]
[PREVENTS]",reduced risk for,N/A,141,41,-1,146,49,TWrex-cause,804297-FS1,A meta analysis of 3 RCTs has shown that WARFARIN given after MI to achieve an international normalized ratio of 2.0 to 3.0 reduced risk for STROKE,STROKE,WARFARIN
725445927,5/25/2015 13:08:45,1643002442,5/25/2015 13:05:53,false,tremorgames,1,31906954,USA,NY,Middletown,74.68.51.54,[PREVENTS],[PREVENTS],reduced risk for,Says reduces risk,141,41,-1,146,49,TWrex-cause,804297-FS1,A meta analysis of 3 RCTs has shown that WARFARIN given after MI to achieve an international normalized ratio of 2.0 to 3.0 reduced risk for STROKE,STROKE,WARFARIN
725445927,5/25/2015 13:10:05,1643002650,5/25/2015 13:09:47,false,sharecashgpt,1,28627999,CAN,ON,Sudbury,66.103.55.12,[TREATS],[TREATS],shown that,N/A,141,41,-1,146,49,TWrex-cause,804297-FS1,A meta analysis of 3 RCTs has shown that WARFARIN given after MI to achieve an international normalized ratio of 2.0 to 3.0 reduced risk for STROKE,STROKE,WARFARIN
725445927,5/25/2015 13:11:45,1643003032,5/25/2015 13:11:31,false,bitcoinget,1,21614812,USA,NJ,Blackwood,50.153.127.136,[TREATS],[TREATS],reduced risk,N/A,141,41,-1,146,49,TWrex-cause,804297-FS1,A meta analysis of 3 RCTs has shown that WARFARIN given after MI to achieve an international normalized ratio of 2.0 to 3.0 reduced risk for STROKE,STROKE,WARFARIN
725445928,5/25/2015 09:07:06,1642947482,5/25/2015 09:06:51,false,elite,1,31502056,USA,VA,Manassas,198.7.58.103,[ASSOCIATED_WITH],[ASSOCIATED_WITH],with,N/A,0,74,1,15,77,TWrex-cause,813561-FS1,KERATOACANTHOMAS and sebaceous hyperplasia are also seen in patients with MTS,KERATOACANTHOMAS,MTS
725445928,5/25/2015 09:15:59,1642948717,5/25/2015 09:15:39,false,elite,1,30654968,USA,OR,Portland,67.213.218.73,[SIDE_EFFECT],[SIDE_EFFECT],also seen,N/A,0,74,1,15,77,TWrex-cause,813561-FS1,KERATOACANTHOMAS and sebaceous hyperplasia are also seen in patients with MTS,KERATOACANTHOMAS,MTS
725445928,5/25/2015 09:22:46,1642949723,5/25/2015 09:22:14,false,neodev,1,29363385,USA,DE,Wilmington,162.223.93.162,[ASSOCIATED_WITH],[ASSOCIATED_WITH],with,N/A,0,74,1,15,77,TWrex-cause,813561-FS1,KERATOACANTHOMAS and sebaceous hyperplasia are also seen in patients with MTS,KERATOACANTHOMAS,MTS
725445928,5/25/2015 09:24:35,1642949925,5/25/2015 09:24:19,false,elite,1,31856422,GBR,C9,Carlisle,92.19.36.179,[SYMPTOM] [MANIFESTATION],"[SYMPTOM]
[MANIFESTATION]",are also seen in patients with,N/A,0,74,1,15,77,TWrex-cause,813561-FS1,KERATOACANTHOMAS and sebaceous hyperplasia are also seen in patients with MTS,KERATOACANTHOMAS,MTS
725445928,5/25/2015 09:28:02,1642950644,5/25/2015 09:27:50,false,elite,1,31537234,USA,UT,Hooper,50.186.66.157,[TREATS] [NONE],"[TREATS]
[NONE]",N/A,N/A,0,74,1,15,77,TWrex-cause,813561-FS1,KERATOACANTHOMAS and sebaceous hyperplasia are also seen in patients with MTS,KERATOACANTHOMAS,MTS
725445928,5/25/2015 09:28:12,1642950654,5/25/2015 09:25:50,false,gifthunterclub,1,24043308,GBR,"","",94.102.147.250,[ASSOCIATED_WITH],[ASSOCIATED_WITH],also seen,N/A,0,74,1,15,77,TWrex-cause,813561-FS1,KERATOACANTHOMAS and sebaceous hyperplasia are also seen in patients with MTS,KERATOACANTHOMAS,MTS
725445928,5/25/2015 09:32:09,1642951251,5/25/2015 09:31:55,false,instagc,1,13581319,USA,IL,Mount Vernon,66.232.166.86,[ASSOCIATED_WITH],[ASSOCIATED_WITH],seen in,n/a,0,74,1,15,77,TWrex-cause,813561-FS1,KERATOACANTHOMAS and sebaceous hyperplasia are also seen in patients with MTS,KERATOACANTHOMAS,MTS
725445928,5/25/2015 09:41:19,1642952906,5/25/2015 09:40:24,false,clixsense,1,10798016,GBR,C7,Coventry,86.24.245.191,[MANIFESTATION] [ASSOCIATED_WITH],"[MANIFESTATION]
[ASSOCIATED_WITH]",KERATOACANTHOMAS and sebaceous hyperplasia are also seen in patients with MTS,n/a,0,74,1,15,77,TWrex-cause,813561-FS1,KERATOACANTHOMAS and sebaceous hyperplasia are also seen in patients with MTS,KERATOACANTHOMAS,MTS
725445928,5/25/2015 09:51:48,1642954426,5/25/2015 09:50:59,false,prodege,1,2044524,GBR,Z7,Macclesfield,213.104.15.106,[NONE],[NONE],no,unsure,0,74,1,15,77,TWrex-cause,813561-FS1,KERATOACANTHOMAS and sebaceous hyperplasia are also seen in patients with MTS,KERATOACANTHOMAS,MTS
725445928,5/25/2015 09:53:01,1642954585,5/25/2015 09:52:02,false,neodev,1,32350671,USA,DE,Wilmington,162.223.94.90,[SYMPTOM],[SYMPTOM],are seen in patients,N/A,0,74,1,15,77,TWrex-cause,813561-FS1,KERATOACANTHOMAS and sebaceous hyperplasia are also seen in patients with MTS,KERATOACANTHOMAS,MTS
725445928,5/25/2015 09:53:58,1642954654,5/25/2015 09:53:46,false,elite,1,31527522,USA,CA,Los Angeles,72.26.111.155,[DIAGNOSE_BY_TEST_OR_DRUG] [OTHER] [NONE],"[DIAGNOSE_BY_TEST_OR_DRUG]
[OTHER]
[NONE]",N/A,N/A,0,74,1,15,77,TWrex-cause,813561-FS1,KERATOACANTHOMAS and sebaceous hyperplasia are also seen in patients with MTS,KERATOACANTHOMAS,MTS
725445928,5/25/2015 09:53:59,1642954655,5/25/2015 09:53:38,false,elite,1,29216689,USA,"","",172.164.61.103,[MANIFESTATION],[MANIFESTATION],seen in,N/A,0,74,1,15,77,TWrex-cause,813561-FS1,KERATOACANTHOMAS and sebaceous hyperplasia are also seen in patients with MTS,KERATOACANTHOMAS,MTS
725445928,5/25/2015 09:56:12,1642955067,5/25/2015 09:55:47,false,neodev,1,21515166,NLD,11,Den Haag,83.81.176.56,[SYMPTOM],[SYMPTOM],are seen,N/A,0,74,1,15,77,TWrex-cause,813561-FS1,KERATOACANTHOMAS and sebaceous hyperplasia are also seen in patients with MTS,KERATOACANTHOMAS,MTS
725445928,5/25/2015 09:58:50,1642955641,5/25/2015 09:57:48,false,prodege,1,32672123,USA,CA,Irvine,192.171.229.225,[PART_OF],[PART_OF],seen in,N/A,0,74,1,15,77,TWrex-cause,813561-FS1,KERATOACANTHOMAS and sebaceous hyperplasia are also seen in patients with MTS,KERATOACANTHOMAS,MTS
725445928,5/25/2015 10:21:36,1642959713,5/25/2015 10:20:57,false,points4rewards,1,28755767,USA,VA,Chester,68.57.118.32,[ASSOCIATED_WITH],[ASSOCIATED_WITH],KERATOACANTHOMAS are seen with MTS,N/A,0,74,1,15,77,TWrex-cause,813561-FS1,KERATOACANTHOMAS and sebaceous hyperplasia are also seen in patients with MTS,KERATOACANTHOMAS,MTS
725445929,5/25/2015 12:11:41,1642990972,5/25/2015 12:11:27,false,neodev,1.0,32438173,USA,VA,Manassas,207.244.77.2,[LOCATION],[LOCATION],PTSD ANXIETY,N/A,75,12,1,81,16,TWrex-cause,814650-FS1,Rationale • PTSD may be underdiagnosed in patients reporting depression or ANXIETY resulting in unsatisfactory treatment outcomes.,ANXIETY,PTSD
