_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,relations,step_1_select_the_valid_relations,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,e1,e2,expdec,rel-type,sent_id,sentence,term1,term2
503220987,7/15/2014 10:08:57,,1323476006,7/15/2014 10:08:42,clixsense,1,19162475,GBR,M3,Frome,82.33.126.30,[LOCATION],[LOCATION],SKIN LICHENOID ERUPTION,n/a,32,59,35,77,1,RO-has_finding_site,905296-FS1,Histological examination of the SKIN was consistent with a LICHENOID ERUPTION in all cases.,SKIN,LICHENOID ERUPTION
503220987,7/15/2014 11:06:05,,1323513726,7/15/2014 11:05:49,instagc,1,13763729,USA,"","",75.182.89.225,[LOCATION],[LOCATION],examination of the,N/A,32,59,35,77,1,RO-has_finding_site,905296-FS1,Histological examination of the SKIN was consistent with a LICHENOID ERUPTION in all cases.,SKIN,LICHENOID ERUPTION
503220987,7/15/2014 11:32:23,,1323530817,7/15/2014 11:31:48,neodev,1,21515166,NLD,11,Nootdorp,83.86.58.179,[LOCATION],[LOCATION],was consistent with,N/A,32,59,35,77,1,RO-has_finding_site,905296-FS1,Histological examination of the SKIN was consistent with a LICHENOID ERUPTION in all cases.,SKIN,LICHENOID ERUPTION
503220987,7/15/2014 11:42:24,,1323536756,7/15/2014 11:40:59,rewardsspot,1,17763704,USA,VA,Manassas,198.7.62.204,[ASSOCIATED_WITH],[ASSOCIATED_WITH],SKIN LICHENOID ERUPTION,n/a,32,59,35,77,1,RO-has_finding_site,905296-FS1,Histological examination of the SKIN was consistent with a LICHENOID ERUPTION in all cases.,SKIN,LICHENOID ERUPTION
503220987,7/15/2014 12:31:14,,1323558447,7/15/2014 12:30:06,paiddailysurveys,1,11786001,USA,NC,Charlotte,71.28.89.238,[ASSOCIATED_WITH],[ASSOCIATED_WITH],SKIN consistent LICHENOID ERUPTION,N/A,32,59,35,77,1,RO-has_finding_site,905296-FS1,Histological examination of the SKIN was consistent with a LICHENOID ERUPTION in all cases.,SKIN,LICHENOID ERUPTION
503220987,7/15/2014 12:38:25,,1323561179,7/15/2014 12:38:03,elite,1,28503042,USA,NJ,Woodbridge,54.191.150.115,[DIAGNOSE_BY_TEST_OR_DRUG],[DIAGNOSE_BY_TEST_OR_DRUG],examination of SKIN was consistent with LICHENOID ERUPTION,N/A,32,59,35,77,1,RO-has_finding_site,905296-FS1,Histological examination of the SKIN was consistent with a LICHENOID ERUPTION in all cases.,SKIN,LICHENOID ERUPTION
503220987,7/15/2014 12:42:01,,1323562432,7/15/2014 12:40:59,prodege,1,19192508,USA,OK,Broken Arrow,70.177.111.89,[LOCATION],[LOCATION],examination of,N/A,32,59,35,77,1,RO-has_finding_site,905296-FS1,Histological examination of the SKIN was consistent with a LICHENOID ERUPTION in all cases.,SKIN,LICHENOID ERUPTION
503220987,7/15/2014 12:43:32,,1323563024,7/15/2014 12:42:52,prodege,1,27934334,GBR,B9,High Wycombe,86.166.72.139,[LOCATION],[LOCATION],examination of,N/A,32,59,35,77,1,RO-has_finding_site,905296-FS1,Histological examination of the SKIN was consistent with a LICHENOID ERUPTION in all cases.,SKIN,LICHENOID ERUPTION
503220987,7/15/2014 13:14:26,,1323574994,7/15/2014 13:13:42,neodev,1,12115558,USA,OH,Twinsburg,75.187.196.41,[PART_OF],[PART_OF],was consistent with a LICHENOID ERUPTION in all cases.,N/A,32,59,35,77,1,RO-has_finding_site,905296-FS1,Histological examination of the SKIN was consistent with a LICHENOID ERUPTION in all cases.,SKIN,LICHENOID ERUPTION
503220987,7/15/2014 14:04:33,,1323590916,7/15/2014 14:03:45,instagc,1,25901556,GBR,C3,Saint Ives,82.9.129.2,[LOCATION],[LOCATION],of the,n/a,32,59,35,77,1,RO-has_finding_site,905296-FS1,Histological examination of the SKIN was consistent with a LICHENOID ERUPTION in all cases.,SKIN,LICHENOID ERUPTION
503220987,7/15/2014 14:11:49,,1323592879,7/15/2014 14:11:17,elite,1,28276268,USA,FL,Boynton Beach,99.114.225.45,[DIAGNOSE_BY_TEST_OR_DRUG] [MANIFESTATION],"[DIAGNOSE_BY_TEST_OR_DRUG]
[MANIFESTATION]",was consistent with,[DIAGNOSE_BY_TEST_OR_DRUG] [MANIFESTATION],32,59,35,77,1,RO-has_finding_site,905296-FS1,Histological examination of the SKIN was consistent with a LICHENOID ERUPTION in all cases.,SKIN,LICHENOID ERUPTION
503220987,7/15/2014 14:20:09,,1323595304,7/15/2014 14:19:55,zoombucks,1,5919735,USA,PA,Doylestown,173.49.91.231,[LOCATION],[LOCATION],of,N/A,32,59,35,77,1,RO-has_finding_site,905296-FS1,Histological examination of the SKIN was consistent with a LICHENOID ERUPTION in all cases.,SKIN,LICHENOID ERUPTION
503220987,7/15/2014 14:50:57,,1323606126,7/15/2014 14:50:31,clixsense,1,26770238,CAN,ON,London,209.183.157.27,[DIAGNOSE_BY_TEST_OR_DRUG],[DIAGNOSE_BY_TEST_OR_DRUG],examination of,N/A,32,59,35,77,1,RO-has_finding_site,905296-FS1,Histological examination of the SKIN was consistent with a LICHENOID ERUPTION in all cases.,SKIN,LICHENOID ERUPTION
503220987,7/15/2014 16:32:57,,1323681294,7/15/2014 16:32:10,clixsense,1,10428985,GBR,N7,Weybridge,81.132.17.135,[DIAGNOSE_BY_TEST_OR_DRUG],[DIAGNOSE_BY_TEST_OR_DRUG],examination,N/A,32,59,35,77,1,RO-has_finding_site,905296-FS1,Histological examination of the SKIN was consistent with a LICHENOID ERUPTION in all cases.,SKIN,LICHENOID ERUPTION
503220987,7/15/2014 16:56:48,,1323708294,7/15/2014 16:56:21,instagc,1,26784981,USA,CA,San Francisco,73.32.39.90,[DIAGNOSE_BY_TEST_OR_DRUG] [SYMPTOM] [LOCATION],"[DIAGNOSE_BY_TEST_OR_DRUG]
[LOCATION]
[SYMPTOM]",consistent,NA,32,59,35,77,1,RO-has_finding_site,905296-FS1,Histological examination of the SKIN was consistent with a LICHENOID ERUPTION in all cases.,SKIN,LICHENOID ERUPTION
503220988,7/15/2014 10:10:21,,1323476710,7/15/2014 10:09:49,vivatic,1,25451531,GBR,"","",83.67.28.193,[IS_A],[IS_A],part of the spectrum,N/A,113,67,135,70,-1,RO-has_manifestation,906387-FS1,Alveolar hemorrhage occurs in approximately 2% 4% of patients with SLE and may represent part of the spectrum of ACUTE LUPUS PNEUMONITIS (tvml 10tvml ; tvml 32tvml.,ACUTE LUPUS PNEUMONITIS,SLE
503220988,7/15/2014 10:17:50,,1323481276,7/15/2014 10:17:26,clixsense,1,15189335,GBR,E4,Colchester,5.67.141.89,[ASSOCIATED_WITH],[ASSOCIATED_WITH],may represent,na,113,67,135,70,-1,RO-has_manifestation,906387-FS1,Alveolar hemorrhage occurs in approximately 2% 4% of patients with SLE and may represent part of the spectrum of ACUTE LUPUS PNEUMONITIS (tvml 10tvml ; tvml 32tvml.,ACUTE LUPUS PNEUMONITIS,SLE
503220988,7/15/2014 11:07:06,,1323514791,7/15/2014 11:06:23,instagc,1.0,13763729,USA,"","",75.182.89.225,[ASSOCIATED_WITH],[ASSOCIATED_WITH],may represent part,N/A,113,67,135,70,-1,RO-has_manifestation,906387-FS1,Alveolar hemorrhage occurs in approximately 2% 4% of patients with SLE and may represent part of the spectrum of ACUTE LUPUS PNEUMONITIS (tvml 10tvml ; tvml 32tvml.,ACUTE LUPUS PNEUMONITIS,SLE
503220988,7/15/2014 11:24:42,,1323526505,7/15/2014 11:24:26,bitcoinget,1,25255063,GBR,V2,Glasgow,86.174.15.198,[PART_OF],[PART_OF],part of,N/A,113,67,135,70,-1,RO-has_manifestation,906387-FS1,Alveolar hemorrhage occurs in approximately 2% 4% of patients with SLE and may represent part of the spectrum of ACUTE LUPUS PNEUMONITIS (tvml 10tvml ; tvml 32tvml.,ACUTE LUPUS PNEUMONITIS,SLE
503220988,7/15/2014 11:58:55,,1323546325,7/15/2014 11:58:37,clixsense,1.0,6500439,AUS,02,Ingleburn,115.146.65.99,[IS_A],[IS_A],represent part,n/a,113,67,135,70,-1,RO-has_manifestation,906387-FS1,Alveolar hemorrhage occurs in approximately 2% 4% of patients with SLE and may represent part of the spectrum of ACUTE LUPUS PNEUMONITIS (tvml 10tvml ; tvml 32tvml.,ACUTE LUPUS PNEUMONITIS,SLE
503220988,7/15/2014 12:21:35,,1323554926,7/15/2014 12:20:56,rewardsspot,1.0,24482174,GBR,H9,London,46.23.68.180,[PART_OF],[PART_OF],SLE ACUTE LUPUS PNEUMONITIS,n/a,113,67,135,70,-1,RO-has_manifestation,906387-FS1,Alveolar hemorrhage occurs in approximately 2% 4% of patients with SLE and may represent part of the spectrum of ACUTE LUPUS PNEUMONITIS (tvml 10tvml ; tvml 32tvml.,ACUTE LUPUS PNEUMONITIS,SLE
503220988,7/15/2014 12:24:57,,1323556174,7/15/2014 12:23:42,instagc,1.0,18531561,CAN,ON,Mississauga,99.229.185.45,[MANIFESTATION],[MANIFESTATION],part of the spectrum of,n/a,113,67,135,70,-1,RO-has_manifestation,906387-FS1,Alveolar hemorrhage occurs in approximately 2% 4% of patients with SLE and may represent part of the spectrum of ACUTE LUPUS PNEUMONITIS (tvml 10tvml ; tvml 32tvml.,ACUTE LUPUS PNEUMONITIS,SLE
503220988,7/15/2014 12:25:42,,1323556461,7/15/2014 12:24:39,prodege,1.0,19192508,USA,OK,Broken Arrow,70.177.111.89,[ASSOCIATED_WITH],[ASSOCIATED_WITH],part of the spectrum of,N/A,113,67,135,70,-1,RO-has_manifestation,906387-FS1,Alveolar hemorrhage occurs in approximately 2% 4% of patients with SLE and may represent part of the spectrum of ACUTE LUPUS PNEUMONITIS (tvml 10tvml ; tvml 32tvml.,ACUTE LUPUS PNEUMONITIS,SLE
503220988,7/15/2014 14:29:27,,1323598021,7/15/2014 14:29:15,neodev,1,25224036,CAN,ON,Sudbury,67.204.218.187,[MANIFESTATION],[MANIFESTATION],represent,N/A,113,67,135,70,-1,RO-has_manifestation,906387-FS1,Alveolar hemorrhage occurs in approximately 2% 4% of patients with SLE and may represent part of the spectrum of ACUTE LUPUS PNEUMONITIS (tvml 10tvml ; tvml 32tvml.,ACUTE LUPUS PNEUMONITIS,SLE
503220988,7/15/2014 14:57:16,,1323608617,7/15/2014 14:56:06,quickrewards,1,20452113,USA,NY,Port Henry,108.176.206.207,[IS_A],[IS_A],part of the spectrum,N/A,113,67,135,70,-1,RO-has_manifestation,906387-FS1,Alveolar hemorrhage occurs in approximately 2% 4% of patients with SLE and may represent part of the spectrum of ACUTE LUPUS PNEUMONITIS (tvml 10tvml ; tvml 32tvml.,ACUTE LUPUS PNEUMONITIS,SLE
503220988,7/15/2014 15:16:45,,1323617726,7/15/2014 15:16:06,neodev,1.0,14861092,GBR,I2,Manchester,90.194.137.76,[NONE],[NONE],N/A,Separate conditions,113,67,135,70,-1,RO-has_manifestation,906387-FS1,Alveolar hemorrhage occurs in approximately 2% 4% of patients with SLE and may represent part of the spectrum of ACUTE LUPUS PNEUMONITIS (tvml 10tvml ; tvml 32tvml.,ACUTE LUPUS PNEUMONITIS,SLE
503220988,7/15/2014 15:35:41,,1323630521,7/15/2014 15:35:20,clixsense,1.0,19162475,GBR,M3,Frome,82.33.126.30,[ASSOCIATED_WITH],[ASSOCIATED_WITH],and,n/a,113,67,135,70,-1,RO-has_manifestation,906387-FS1,Alveolar hemorrhage occurs in approximately 2% 4% of patients with SLE and may represent part of the spectrum of ACUTE LUPUS PNEUMONITIS (tvml 10tvml ; tvml 32tvml.,ACUTE LUPUS PNEUMONITIS,SLE
503220988,7/15/2014 16:00:00,,1323648930,7/15/2014 15:59:39,neodev,1.0,18755947,GBR,H2,Accrington,80.47.185.52,[ASSOCIATED_WITH],[ASSOCIATED_WITH],part of the spectrum of,n/a,113,67,135,70,-1,RO-has_manifestation,906387-FS1,Alveolar hemorrhage occurs in approximately 2% 4% of patients with SLE and may represent part of the spectrum of ACUTE LUPUS PNEUMONITIS (tvml 10tvml ; tvml 32tvml.,ACUTE LUPUS PNEUMONITIS,SLE
503220988,7/15/2014 16:14:13,,1323660363,7/15/2014 16:13:26,clixsense,1,19500241,USA,NC,Greensboro,174.98.255.13,[NONE],[NONE],N/A,There is no association between the two words.,113,67,135,70,-1,RO-has_manifestation,906387-FS1,Alveolar hemorrhage occurs in approximately 2% 4% of patients with SLE and may represent part of the spectrum of ACUTE LUPUS PNEUMONITIS (tvml 10tvml ; tvml 32tvml.,ACUTE LUPUS PNEUMONITIS,SLE
503220988,7/15/2014 16:46:15,,1323696720,7/15/2014 16:45:40,clixsense,1.0,10428985,GBR,N7,Weybridge,81.132.17.135,[SYMPTOM],[SYMPTOM],hemorrhage occurs,N/A,113,67,135,70,-1,RO-has_manifestation,906387-FS1,Alveolar hemorrhage occurs in approximately 2% 4% of patients with SLE and may represent part of the spectrum of ACUTE LUPUS PNEUMONITIS (tvml 10tvml ; tvml 32tvml.,ACUTE LUPUS PNEUMONITIS,SLE
503220989,7/15/2014 10:01:27,,1323470867,7/15/2014 10:00:30,vivatic,1.0,25451531,GBR,"","",83.67.28.193,[IS_A],[IS_A],With respect to in cases of,N/a,20,47,33,60,1,RO-disease_has_primary_anatomic_site,902065-FS1,With respect to the ATROPHIC BRAIN in cases of HYDROCEPHALUS the fronto nasal approach appeared to be the best and less traumatic way of exposing the frontal base of the skull.,ATROPHIC BRAIN,HYDROCEPHALUS
503220989,7/15/2014 11:08:06,,1323515688,7/15/2014 11:07:08,instagc,1.0,13763729,USA,"","",75.182.89.225,[SYMPTOM],[SYMPTOM],fronto nasal approach exposing frontal base skull.,N/A,20,47,33,60,1,RO-disease_has_primary_anatomic_site,902065-FS1,With respect to the ATROPHIC BRAIN in cases of HYDROCEPHALUS the fronto nasal approach appeared to be the best and less traumatic way of exposing the frontal base of the skull.,ATROPHIC BRAIN,HYDROCEPHALUS
503220989,7/15/2014 11:15:07,,1323520711,7/15/2014 11:14:37,prodege,1,15439740,AUS,02,Jannali,27.96.208.89,[ASSOCIATED_WITH],[ASSOCIATED_WITH],cases of,n/a,20,47,33,60,1,RO-disease_has_primary_anatomic_site,902065-FS1,With respect to the ATROPHIC BRAIN in cases of HYDROCEPHALUS the fronto nasal approach appeared to be the best and less traumatic way of exposing the frontal base of the skull.,ATROPHIC BRAIN,HYDROCEPHALUS
503220989,7/15/2014 11:18:28,,1323522997,7/15/2014 11:17:53,prodege,1,7061586,AUS,02,Toongabbie,114.76.177.0,[PART_OF],[PART_OF],in cases of,N/A,20,47,33,60,1,RO-disease_has_primary_anatomic_site,902065-FS1,With respect to the ATROPHIC BRAIN in cases of HYDROCEPHALUS the fronto nasal approach appeared to be the best and less traumatic way of exposing the frontal base of the skull.,ATROPHIC BRAIN,HYDROCEPHALUS
503220989,7/15/2014 11:33:04,,1323531191,7/15/2014 11:32:24,neodev,1.0,21515166,NLD,11,Nootdorp,83.86.58.179,[MANIFESTATION],[MANIFESTATION],appeared to be,N/A,20,47,33,60,1,RO-disease_has_primary_anatomic_site,902065-FS1,With respect to the ATROPHIC BRAIN in cases of HYDROCEPHALUS the fronto nasal approach appeared to be the best and less traumatic way of exposing the frontal base of the skull.,ATROPHIC BRAIN,HYDROCEPHALUS
503220989,7/15/2014 11:54:32,,1323544080,7/15/2014 11:54:08,prodege,1.0,7664351,USA,NY,Cicero,74.111.0.21,[LOCATION],[LOCATION],With respect to the ATROPHIC BRAIN in cases of HYDROCEPHALUS,n/a,20,47,33,60,1,RO-disease_has_primary_anatomic_site,902065-FS1,With respect to the ATROPHIC BRAIN in cases of HYDROCEPHALUS the fronto nasal approach appeared to be the best and less traumatic way of exposing the frontal base of the skull.,ATROPHIC BRAIN,HYDROCEPHALUS
