_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,relations,step_1_select_the_valid_relations,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,e1,e2,expertdecision,relation,sent_id,sentence,term1,term2
497505641,7/2/2014 23:53:40,,1313494351,7/2/2014 23:53:29,prodege,1,7061586,AUS,02,Toongabbie,114.76.177.0,[TREATS],[TREATS],treatment,n/a,96,17,104,25,-1,RO-has_definitional_manifestation,904946,The treatment of EPILEPSY after the first epileptic seizure decreases effectively the number of SEIZURES within the first three years,SEIZURES,EPILEPSY
497505641,7/3/2014 00:18:34,,1313506261,7/3/2014 00:17:50,clixsense,1,27871219,NLD,07,Amsterdam,87.210.207.223,[SYMPTOM],[SYMPTOM],after the first epileptic seizure,N/A,96,17,104,25,-1,RO-has_definitional_manifestation,904946,The treatment of EPILEPSY after the first epileptic seizure decreases effectively the number of SEIZURES within the first three years,SEIZURES,EPILEPSY
497505641,7/3/2014 00:36:43,,1313514525,7/3/2014 00:36:29,neodev,1,21241714,CAN,ON,Kitchener,216.58.1.155,[ASSOCIATED_WITH],[ASSOCIATED_WITH],after,N/A,96,17,104,25,-1,RO-has_definitional_manifestation,904946,The treatment of EPILEPSY after the first epileptic seizure decreases effectively the number of SEIZURES within the first three years,SEIZURES,EPILEPSY
497505641,7/3/2014 01:03:06,,1313528620,7/3/2014 01:02:41,clixsense,1,10428985,GBR,M3,South Petherton,86.186.150.111,[TREATS] [PREVENTS],"[TREATS]
[PREVENTS]",treatment decreases,N/A,96,17,104,25,-1,RO-has_definitional_manifestation,904946,The treatment of EPILEPSY after the first epileptic seizure decreases effectively the number of SEIZURES within the first three years,SEIZURES,EPILEPSY
497505641,7/3/2014 03:56:33,,1313633162,7/3/2014 03:56:03,zoombucks,1,5919735,USA,PA,Lansdale,96.245.83.248,[SYMPTOM],[SYMPTOM],epileptic,N/A,96,17,104,25,-1,RO-has_definitional_manifestation,904946,The treatment of EPILEPSY after the first epileptic seizure decreases effectively the number of SEIZURES within the first three years,SEIZURES,EPILEPSY
497505641,7/3/2014 04:05:32,,1313637572,7/3/2014 04:04:34,onestopgpt,1,21275875,CAN,ON,Hamilton,216.209.129.161,[SYMPTOM],[SYMPTOM],treatment epileptic seizure number of,N/A,96,17,104,25,-1,RO-has_definitional_manifestation,904946,The treatment of EPILEPSY after the first epileptic seizure decreases effectively the number of SEIZURES within the first three years,SEIZURES,EPILEPSY
497505641,7/3/2014 04:24:14,,1313644907,7/3/2014 04:23:34,rewardsspot,1,17763704,USA,VA,Manassas,198.7.62.204,[PREVENTS],[PREVENTS],EPILEPSY SEIZURES,n/a,96,17,104,25,-1,RO-has_definitional_manifestation,904946,The treatment of EPILEPSY after the first epileptic seizure decreases effectively the number of SEIZURES within the first three years,SEIZURES,EPILEPSY
497505641,7/3/2014 04:43:22,,1313651965,7/3/2014 04:43:00,neodev,1,15848372,AUS,02,Jannali,27.96.208.89,[SYMPTOM],[SYMPTOM],of,n/a,96,17,104,25,-1,RO-has_definitional_manifestation,904946,The treatment of EPILEPSY after the first epileptic seizure decreases effectively the number of SEIZURES within the first three years,SEIZURES,EPILEPSY
497505641,7/3/2014 05:00:46,,1313660452,7/3/2014 05:00:20,rewardsspot,1,24482174,GBR,H9,London,46.23.68.180,[CAUSES],[CAUSES],EPILEPSY SEIZURES,n/a,96,17,104,25,-1,RO-has_definitional_manifestation,904946,The treatment of EPILEPSY after the first epileptic seizure decreases effectively the number of SEIZURES within the first three years,SEIZURES,EPILEPSY
497505641,7/3/2014 05:08:17,,1313664072,7/3/2014 05:07:55,tremorgames,1,19721342,CAN,ON,Ottawa,99.246.56.98,[CAUSES],[CAUSES],epileptic seizure,N/A,96,17,104,25,-1,RO-has_definitional_manifestation,904946,The treatment of EPILEPSY after the first epileptic seizure decreases effectively the number of SEIZURES within the first three years,SEIZURES,EPILEPSY
497505641,7/3/2014 07:39:00,,1313737491,7/3/2014 07:38:48,clixsense,1,19162475,GBR,M3,Frome,82.33.126.30,[ASSOCIATED_WITH] [SYMPTOM],"[SYMPTOM]
[ASSOCIATED_WITH]",EPILEPSY SEIZURES,n/a,96,17,104,25,-1,RO-has_definitional_manifestation,904946,The treatment of EPILEPSY after the first epileptic seizure decreases effectively the number of SEIZURES within the first three years,SEIZURES,EPILEPSY
497505641,7/3/2014 08:00:31,,1313759503,7/3/2014 07:58:01,neodev,1,18755947,GBR,H2,Accrington,80.47.187.155,[MANIFESTATION],[MANIFESTATION],epileptic seizure,n/a,96,17,104,25,-1,RO-has_definitional_manifestation,904946,The treatment of EPILEPSY after the first epileptic seizure decreases effectively the number of SEIZURES within the first three years,SEIZURES,EPILEPSY
497505641,7/3/2014 08:37:20,,1313786402,7/3/2014 08:36:29,prodege,1,15439740,AUS,02,Jannali,27.96.208.89,[MANIFESTATION],[MANIFESTATION],decreases effectively the number,n/a,96,17,104,25,-1,RO-has_definitional_manifestation,904946,The treatment of EPILEPSY after the first epileptic seizure decreases effectively the number of SEIZURES within the first three years,SEIZURES,EPILEPSY
497505641,7/3/2014 09:09:44,,1313820743,7/3/2014 09:09:03,prodege,1,18240009,GBR,H9,London,159.92.106.183,[SYMPTOM],[SYMPTOM],decreases,na,96,17,104,25,-1,RO-has_definitional_manifestation,904946,The treatment of EPILEPSY after the first epileptic seizure decreases effectively the number of SEIZURES within the first three years,SEIZURES,EPILEPSY
497505641,7/3/2014 11:18:07,,1313916108,7/3/2014 11:17:13,neodev,1,11460728,CAN,BC,Burnaby,70.79.16.165,[MANIFESTATION],[MANIFESTATION],EPILEPSY SEIZURES,manifestation,96,17,104,25,-1,RO-has_definitional_manifestation,904946,The treatment of EPILEPSY after the first epileptic seizure decreases effectively the number of SEIZURES within the first three years,SEIZURES,EPILEPSY
497505642,7/2/2014 23:54:23,,1313494719,7/2/2014 23:54:04,prodege,1.0,7061586,AUS,02,Toongabbie,114.76.177.0,[CAUSES],[CAUSES],occurred,n/a,37,52,50,69,-1,RO-has_manifestation,906444,A few cases of AIDS have occurred in HAEMOPHILIA B (CHRISTMAS DISEASE) patients,HAEMOPHILIA B,CHRISTMAS DISEASE
497505642,7/3/2014 00:10:47,,1313502583,7/3/2014 00:10:27,neodev,1.0,21241714,CAN,ON,Kitchener,216.58.1.155,[MANIFESTATION] [CONTRAINDICATES],"[MANIFESTATION]
[CONTRAINDICATES]",occurred in,N/A,37,52,50,69,-1,RO-has_manifestation,906444,A few cases of AIDS have occurred in HAEMOPHILIA B (CHRISTMAS DISEASE) patients,HAEMOPHILIA B,CHRISTMAS DISEASE
497505642,7/3/2014 01:06:19,,1313530256,7/3/2014 01:05:21,clixsense,1.0,10428985,GBR,M3,South Petherton,86.186.150.111,[MANIFESTATION],[MANIFESTATION],occurred,N/A,37,52,50,69,-1,RO-has_manifestation,906444,A few cases of AIDS have occurred in HAEMOPHILIA B (CHRISTMAS DISEASE) patients,HAEMOPHILIA B,CHRISTMAS DISEASE
497505642,7/3/2014 03:55:28,,1313632499,7/3/2014 03:54:54,rewardsspot,1.0,17763704,USA,VA,Manassas,198.7.62.204,[SYMPTOM] [CAUSES],"[CAUSES]
[SYMPTOM]",AIDS HAEMOPHILIA B,n/a,37,52,50,69,-1,RO-has_manifestation,906444,A few cases of AIDS have occurred in HAEMOPHILIA B (CHRISTMAS DISEASE) patients,HAEMOPHILIA B,CHRISTMAS DISEASE
497505642,7/3/2014 04:06:25,,1313637980,7/3/2014 04:06:10,zoombucks,1.0,5919735,USA,PA,Lansdale,96.245.83.248,[ASSOCIATED_WITH],[ASSOCIATED_WITH],occurred,N/A,37,52,50,69,-1,RO-has_manifestation,906444,A few cases of AIDS have occurred in HAEMOPHILIA B (CHRISTMAS DISEASE) patients,HAEMOPHILIA B,CHRISTMAS DISEASE
497505642,7/3/2014 04:49:06,,1313654550,7/3/2014 04:48:47,neodev,1.0,15848372,AUS,02,Jannali,27.96.208.89,[MANIFESTATION],[MANIFESTATION],occurred in,N/A,37,52,50,69,-1,RO-has_manifestation,906444,A few cases of AIDS have occurred in HAEMOPHILIA B (CHRISTMAS DISEASE) patients,HAEMOPHILIA B,CHRISTMAS DISEASE
497505642,7/3/2014 04:57:00,,1313658386,7/3/2014 04:55:16,rewardsspot,1.0,24482174,GBR,H9,London,46.23.68.180,[PART_OF] [SYMPTOM],"[SYMPTOM]
[PART_OF]",AIDS HAEMOPHILIA B (CHRISTMAS DISEASE),n/a,37,52,50,69,-1,RO-has_manifestation,906444,A few cases of AIDS have occurred in HAEMOPHILIA B (CHRISTMAS DISEASE) patients,HAEMOPHILIA B,CHRISTMAS DISEASE
497505642,7/3/2014 04:57:08,,1313658460,7/3/2014 04:56:29,neodev,1.0,11460728,CAN,BC,Burnaby,70.79.16.165,[IS_A],[IS_A],HAEMOPHILIA B (CHRISTMAS DISEASE),is a,37,52,50,69,-1,RO-has_manifestation,906444,A few cases of AIDS have occurred in HAEMOPHILIA B (CHRISTMAS DISEASE) patients,HAEMOPHILIA B,CHRISTMAS DISEASE
497505642,7/3/2014 05:16:52,,1313669055,7/3/2014 05:16:31,tremorgames,1.0,19721342,CAN,ON,Ottawa,99.246.56.98,[OTHER],[OTHER],HAEMOPHILIA B,N/A,37,52,50,69,-1,RO-has_manifestation,906444,A few cases of AIDS have occurred in HAEMOPHILIA B (CHRISTMAS DISEASE) patients,HAEMOPHILIA B,CHRISTMAS DISEASE
497505642,7/3/2014 07:32:56,,1313733144,7/3/2014 07:32:44,clixsense,1.0,19162475,GBR,M3,Frome,82.33.126.30,[ASSOCIATED_WITH],[ASSOCIATED_WITH],AIDS HAEMOPHILIA (CHRISTMAS DISEASE),n/a,37,52,50,69,-1,RO-has_manifestation,906444,A few cases of AIDS have occurred in HAEMOPHILIA B (CHRISTMAS DISEASE) patients,HAEMOPHILIA B,CHRISTMAS DISEASE
497505642,7/3/2014 07:56:35,,1313754833,7/3/2014 07:55:41,neodev,1.0,18755947,GBR,H2,Accrington,80.47.187.155,[IS_A],[IS_A],HAEMOPHILIA B (CHRISTMAS DISEASE),n/a,37,52,50,69,-1,RO-has_manifestation,906444,A few cases of AIDS have occurred in HAEMOPHILIA B (CHRISTMAS DISEASE) patients,HAEMOPHILIA B,CHRISTMAS DISEASE
497505642,7/3/2014 09:08:00,,1313818758,7/3/2014 09:07:39,prodege,1.0,18240009,GBR,H9,London,159.92.106.183,[OTHER],[OTHER],HAEMOPHILIA B (CHRISTMAS DISEASE),na,37,52,50,69,-1,RO-has_manifestation,906444,A few cases of AIDS have occurred in HAEMOPHILIA B (CHRISTMAS DISEASE) patients,HAEMOPHILIA B,CHRISTMAS DISEASE
497505642,7/3/2014 14:36:45,,1314008076,7/3/2014 14:36:26,clixsense,1.0,27871219,NLD,07,Amsterdam,87.210.207.223,[IS_A],[IS_A],(CHRISTMAS DISEASE),N/A,37,52,50,69,-1,RO-has_manifestation,906444,A few cases of AIDS have occurred in HAEMOPHILIA B (CHRISTMAS DISEASE) patients,HAEMOPHILIA B,CHRISTMAS DISEASE
497505642,7/3/2014 14:43:52,,1314012916,7/3/2014 14:43:45,instagc,1.0,27753923,GBR,"","",92.40.75.232,[DIAGNOSE_BY_TEST_OR_DRUG],[DIAGNOSE_BY_TEST_OR_DRUG],HAEMOPHILIA (CHRISTMAS,n/a,37,52,50,69,-1,RO-has_manifestation,906444,A few cases of AIDS have occurred in HAEMOPHILIA B (CHRISTMAS DISEASE) patients,HAEMOPHILIA B,CHRISTMAS DISEASE
497505642,7/3/2014 15:03:16,,1314030334,7/3/2014 15:03:03,fepcrowdflower,1,17940235,GBR,X5,Cardiff,176.252.22.6,[ASSOCIATED_WITH],[ASSOCIATED_WITH],(CHRISTMAS DISEASE),N/A,37,52,50,69,-1,RO-has_manifestation,906444,A few cases of AIDS have occurred in HAEMOPHILIA B (CHRISTMAS DISEASE) patients,HAEMOPHILIA B,CHRISTMAS DISEASE
497505643,7/3/2014 00:02:27,,1313498495,7/3/2014 00:02:12,prodege,1.0,7061586,AUS,02,Toongabbie,114.76.177.0,[PART_OF],[PART_OF],combined,n/a,98,64,106,83,-1,RO-has_manifestation,906016,"Since June 1991, we have implanted this IOL into five eyes with CONGENITAL ANIRIDIA combined with CATARACT, and into eight eyes with traumatic aniridia combined with cataract or aphakia",CATARACT,CONGENITAL ANIRIDIA
497505643,7/3/2014 00:10:09,,1313502148,7/3/2014 00:09:32,neodev,1.0,21241714,CAN,ON,Kitchener,216.58.1.155,[ASSOCIATED_WITH],[ASSOCIATED_WITH],combined,N/A,98,64,106,83,-1,RO-has_manifestation,906016,"Since June 1991, we have implanted this IOL into five eyes with CONGENITAL ANIRIDIA combined with CATARACT, and into eight eyes with traumatic aniridia combined with cataract or aphakia",CATARACT,CONGENITAL ANIRIDIA
497505643,7/3/2014 00:21:50,,1313507882,7/3/2014 00:21:26,clixsense,1.0,27871219,NLD,07,Amsterdam,87.210.207.223,[ASSOCIATED_WITH],[ASSOCIATED_WITH],combined with,N/A,98,64,106,83,-1,RO-has_manifestation,906016,"Since June 1991, we have implanted this IOL into five eyes with CONGENITAL ANIRIDIA combined with CATARACT, and into eight eyes with traumatic aniridia combined with cataract or aphakia",CATARACT,CONGENITAL ANIRIDIA
